"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b1","b3","b4","b5","b6.1"
"6618",26844,"15",4,2,37,1,1,1,4,2,2,5,8,12,6475.5,4766,1,2,13000,422,4766,2975,6,1,2,2,2
"6619",26844,"15",4,2,16,2,1,1,4,NA,2,5,9,12,6475.5,4766,1,2,13000,422,4766,2975,9,NA,NA,NA,NA
"6620",26844,"15",4,1,41,1,1,1,4,2,2,5,8,12,6475.5,4766,1,2,13000,422,4766,2975,1,1,1,2,2
"6621",26850,"15",5,2,35,1,1,1,4,NA,2,5,8,22,5607.8,4766,1,2,13000,422,4766,2975,6,1,2,NA,NA
"6622",26850,"15",5,1,38,1,1,1,4,NA,2,5,8,22,5607.8,4766,1,2,13000,422,4766,2975,1,1,1,NA,NA
"6623",26856,"15",3,2,54,1,1,1,4,NA,2,5,8,12,7411,4766,1,2,13000,422,4766,2975,6,1,2,NA,NA
"6624",26856,"15",3,1,54,1,1,1,4,NA,2,9,14,12,7411,4766,1,2,13000,422,4766,2975,6,1,2,NA,NA
"6625",26856,"15",3,1,24,2,1,1,4,NA,2,9,14,12,7411,4766,1,2,13000,422,4766,2975,1,1,1,NA,NA
"6626",26862,"15",5,1,44,1,1,1,4,NA,2,5,8,20,4446.6,4766,1,2,13000,422,4766,2975,1,1,1,NA,NA
"6627",26862,"15",5,2,43,1,1,1,4,NA,2,5,8,20,4446.6,4766,1,2,13000,422,4766,2975,6,1,2,NA,NA
"6628",26862,"15",5,2,19,2,1,1,4,NA,2,6,12,20,4446.6,4766,1,2,13000,422,4766,2975,2,NA,NA,NA,NA
"6629",26874,"15",3,2,42,1,1,1,4,2,2,5,8,10,8898.33333333333,4766,1,2,13000,422,4766,2975,6,1,2,2,2
"6630",26874,"15",3,1,20,2,1,1,4,2,2,5,9,10,8898.33333333333,4766,1,2,13000,422,4766,2975,1,1,1,2,2
"6631",26874,"15",3,1,43,1,1,1,4,2,2,5,8,10,8898.33333333333,4766,1,2,13000,422,4766,2975,1,1,2,2,2
"6632",26880,"15",4,1,36,1,1,1,4,NA,2,5,8,10,3745,4766,1,2,13000,422,4766,2975,1,1,1,NA,NA
"6633",26880,"15",4,2,38,1,1,1,4,NA,2,5,8,10,3745,4766,1,2,13000,422,4766,2975,6,1,2,NA,NA
"6634",26892,"15",4,1,37,1,1,1,4,NA,2,5,8,20,3551.5,4766,1,2,13000,422,4766,2975,1,2,2,NA,NA
"6635",26892,"15",4,2,39,1,1,1,4,NA,2,5,8,20,3551.5,4766,1,2,13000,422,4766,2975,1,1,1,NA,NA
"6636",26898,"15",3,2,27,1,1,1,4,NA,2,5,8,13,7551.33333333333,4766,1,2,13000,422,4766,2975,6,1,2,NA,NA
"6637",26898,"15",3,1,29,1,1,1,4,NA,2,5,8,13,7551.33333333333,4766,1,2,13000,422,4766,2975,1,1,1,NA,NA
"6638",26904,"15",2,2,41,3,1,1,4,NA,1,5,7,11,9120.5,5900,1,2,3624,307,5900,3650,6,NA,NA,NA,NA
"6639",26904,"15",2,1,19,2,1,1,4,1,1,5,8,11,9120.5,5900,1,2,3624,307,5900,3650,1,2,2,2,1
"6640",26910,"15",4,2,40,1,1,1,4,2,2,5,8,NA,6903,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6641",26910,"15",4,2,16,2,1,1,4,2,2,5,8,NA,6903,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6642",26910,"15",4,1,39,1,1,1,4,2,2,4,5,NA,6903,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6643",26916,"15",7,2,55,1,0,1,4,2,2,6,11,24,9429,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6644",26916,"15",7,2,22,2,0,1,4,NA,2,11,15,24,9429,5900,1,2,3624,307,5900,3650,2,NA,NA,NA,NA
"6645",26916,"15",7,1,56,1,0,1,4,2,2,5,8,24,9429,5900,1,2,3624,307,5900,3650,1,1,2,2,2
"6646",26916,"15",7,1,30,1,0,1,4,1,2,6,11,24,9429,5900,1,2,3624,307,5900,3650,1,1,2,2,1
"6647",26916,"15",7,2,28,1,0,1,4,2,2,5,8,24,9429,5900,1,2,3624,307,5900,3650,1,1,2,2,2
"6648",26922,"15",4,2,23,2,1,1,4,2,2,5,8,10,7774,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6649",26922,"15",4,1,46,1,1,1,4,2,2,4,5,10,7774,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6650",26922,"15",4,2,46,1,1,1,4,2,2,5,8,10,7774,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6651",26922,"15",4,1,19,2,1,1,4,2,2,5,8,10,7774,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6652",26928,"15",5,2,40,1,1,1,4,2,2,5,8,13,3339.2,5900,1,2,3624,307,5900,3650,1,1,2,2,2
"6653",26928,"15",5,1,38,1,1,1,4,2,2,5,8,13,3339.2,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6654",26928,"15",5,1,16,2,1,1,4,NA,2,5,9,13,3339.2,5900,1,2,3624,307,5900,3650,2,NA,NA,NA,NA
"6655",26934,"15",3,1,25,2,1,1,4,2,2,5,8,10,9880,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6656",26934,"15",3,1,59,1,1,1,4,2,2,5,8,10,9880,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6657",26934,"15",3,2,56,1,1,1,4,2,2,4,5,10,9880,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6658",26940,"15",4,2,18,2,1,1,4,2,2,5,8,7.69999980926514,6706.25,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6659",26940,"15",4,2,43,1,1,1,4,2,2,5,8,7.69999980926514,6706.25,5900,1,2,3624,307,5900,3650,1,1,2,2,2
"6660",26940,"15",4,1,21,2,1,1,4,2,2,5,8,7.69999980926514,6706.25,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6661",26940,"15",4,1,40,1,1,1,4,2,2,5,8,7.69999980926514,6706.25,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6662",26946,"15",5,1,26,1,1,1,4,2,2,5,8,18,6853.2,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6663",26946,"15",5,2,52,1,1,1,4,2,2,4,5,18,6853.2,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6664",26946,"15",5,1,49,1,1,1,4,2,2,5,8,18,6853.2,5900,1,2,3624,307,5900,3650,1,1,2,2,2
"6665",26946,"15",5,2,23,1,1,1,4,2,2,5,8,18,6853.2,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6666",26952,"15",3,1,44,1,1,1,4,2,2,5,8,4,240,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6667",26952,"15",3,2,21,2,1,1,4,2,2,5,8,4,240,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6668",26952,"15",3,2,45,1,1,1,4,2,2,5,8,4,240,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6669",26958,"15",3,2,40,1,1,1,4,2,2,5,8,6,8272.33333333333,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6670",26958,"15",3,1,39,1,1,1,4,2,2,5,8,6,8272.33333333333,5900,1,2,3624,307,5900,3650,1,1,1,2,2
"6671",26958,"15",3,1,18,2,1,1,4,2,2,5,8,6,8272.33333333333,5900,1,2,3624,307,5900,3650,6,1,2,2,2
"6672",26964,"15",5,2,23,1,1,1,4,2,2,5,8,39,6322.6,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6673",26964,"15",5,1,52,1,1,1,4,2,2,5,8,39,6322.6,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6674",26964,"15",5,2,51,1,1,1,4,2,2,6,10,39,6322.6,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6675",26964,"15",5,1,26,1,1,1,4,2,2,5,8,39,6322.6,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6676",26970,"15",3,2,49,1,1,1,4,2,2,4,5,27,5109,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6677",26970,"15",3,2,23,2,1,1,4,2,2,5,8,27,5109,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6678",26970,"15",3,1,49,1,1,1,4,2,2,5,8,27,5109,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6679",26976,"15",4,1,45,1,1,1,4,2,2,5,8,50,11199.5,5360,1,2,5241,529,5360,3215,1,1,1,2,2
"6680",26976,"15",4,2,18,2,1,1,2,NA,1,11,12,50,11199.5,5360,1,2,5241,529,5360,3215,2,NA,NA,NA,NA
"6681",26976,"15",4,2,46,1,1,1,4,2,2,4,5,50,11199.5,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6682",26982,"15",4,1,41,1,1,1,4,2,2,4,5,14,6992,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6683",26982,"15",4,1,20,2,1,1,4,1,2,5,8,14,6992,5360,1,2,5241,529,5360,3215,1,2,2,2,1
"6684",26982,"15",4,2,39,1,1,1,4,2,2,5,8,14,6992,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6685",26988,"15",4,2,45,1,1,1,4,2,2,5,8,13,3388.75,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6686",26988,"15",4,2,21,2,1,1,4,2,2,5,8,13,3388.75,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6687",26988,"15",4,1,44,1,1,1,4,2,2,4,5,13,3388.75,5360,1,2,5241,529,5360,3215,1,1,1,2,2
"6688",26994,"15",4,1,22,1,1,1,4,2,2,5,8,12,5828.5,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6689",26994,"15",4,2,43,1,1,1,4,1,2,5,8,12,5828.5,5360,1,2,5241,529,5360,3215,6,1,2,2,1
"6690",26994,"15",4,1,44,1,1,1,4,1,2,5,8,12,5828.5,5360,1,2,5241,529,5360,3215,1,2,2,2,1
"6691",26994,"15",4,2,23,1,1,1,4,2,2,5,8,12,5828.5,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6692",27000,"15",3,1,39,1,1,1,4,2,1,6,11,80,12533.3333333333,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6693",27000,"15",3,2,40,1,1,1,4,2,2,5,8,80,12533.3333333333,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6694",27000,"15",3,1,19,2,1,1,4,2,2,4,5,80,12533.3333333333,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6695",27006,"15",3,2,58,1,1,1,4,2,2,4,5,NA,4639.33333333333,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6696",27006,"15",3,1,23,2,1,1,4,2,1,6,11,NA,4639.33333333333,5360,1,2,5241,529,5360,3215,1,1,1,2,2
"6697",27006,"15",3,1,55,1,1,1,4,2,2,5,8,NA,4639.33333333333,5360,1,2,5241,529,5360,3215,1,1,2,2,2
"6698",27012,"15",4,2,45,1,1,1,4,2,2,5,8,27,6884,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6699",27012,"15",4,2,23,2,1,1,4,2,2,5,8,27,6884,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6700",27012,"15",4,1,49,1,1,1,4,1,2,5,8,27,6884,5360,1,2,5241,529,5360,3215,1,2,2,2,1
"6701",27012,"15",4,1,21,2,1,1,4,1,2,5,8,27,6884,5360,1,2,5241,529,5360,3215,1,1,2,2,1
"6702",27018,"15",4,1,42,1,1,1,4,2,2,5,8,70,8631.75,5360,1,2,5241,529,5360,3215,1,1,1,2,2
"6703",27018,"15",4,2,20,2,1,1,4,2,1,6,11,70,8631.75,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6704",27018,"15",4,2,41,1,1,1,4,2,2,5,8,70,8631.75,5360,1,2,5241,529,5360,3215,6,1,2,2,2
"6705",27024,"15",4,2,48,1,1,1,4,2,1,6,11,45,7109.925,6700,1,1,5630,630,6700,5100,6,1,2,2,2
"6706",27024,"15",4,2,22,1,1,1,2,2,1,6,11,45,7109.925,6700,1,1,5630,630,6700,5100,6,1,2,2,2
"6707",27024,"15",4,1,22,1,1,1,2,2,1,8,14,45,7109.925,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6708",27024,"15",4,1,48,1,1,1,4,2,1,5,8,45,7109.925,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6709",27030,"15",4,1,50,1,1,1,4,2,1,6,11,12.5,4791.5,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6710",27030,"15",4,2,50,1,1,1,4,2,1,4,5,12.5,4791.5,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6711",27030,"15",4,1,24,2,1,1,2,2,1,9,16,12.5,4791.5,6700,1,1,5630,630,6700,5100,2,2,2,2,2
"6712",27030,"15",4,2,20,2,1,1,2,2,1,9,15,12.5,4791.5,6700,1,1,5630,630,6700,5100,2,2,2,2,2
"6713",27036,"15",4,2,44,1,1,1,4,NA,1,5,NA,11,6326.75,6700,1,1,5630,630,6700,5100,1,1,1,NA,NA
"6714",27036,"15",4,1,43,1,1,1,4,2,1,5,NA,11,6326.75,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6715",27036,"15",4,2,18,2,1,1,2,2,1,6,NA,11,6326.75,6700,1,1,5630,630,6700,5100,2,2,2,2,2
"6716",27042,"15",3,2,53,1,1,1,4,2,1,6,NA,21,11711.2333333333,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6717",27042,"15",3,2,18,2,1,1,2,NA,1,6,12,21,11711.2333333333,6700,1,1,5630,630,6700,5100,2,NA,NA,NA,NA
"6718",27042,"15",3,1,52,1,1,1,4,2,1,6,NA,21,11711.2333333333,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6719",27048,"15",5,1,56,1,1,1,4,2,2,4,5,15.5,10620,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6720",27048,"15",5,2,54,1,1,1,4,2,2,4,5,15.5,10620,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6721",27048,"15",5,2,31,1,1,1,2,2,1,4,5,15.5,10620,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6722",27048,"15",5,1,29,1,1,1,2,2,1,4,5,15.5,10620,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6723",27054,"15",3,1,45,1,1,1,4,2,1,5,8,6,9379.33333333333,6700,1,1,5630,630,6700,5100,NA,1,1,1,2
"6724",27054,"15",3,2,46,1,1,1,4,2,1,5,8,6,9379.33333333333,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6725",27054,"15",3,1,20,2,1,1,2,2,1,6,11,6,9379.33333333333,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6726",27060,"15",5,1,46,1,1,1,4,2,2,6,11,30,1733.2,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6727",27060,"15",5,2,44,1,1,1,4,2,2,5,8,30,1733.2,6700,1,1,5630,630,6700,5100,6,1,2,2,2
"6728",27060,"15",5,2,19,2,1,1,2,NA,1,9,11,30,1733.2,6700,1,1,5630,630,6700,5100,2,NA,NA,NA,NA
"6729",27060,"15",5,2,23,2,1,1,2,NA,1,9,15,30,1733.2,6700,1,1,5630,630,6700,5100,2,NA,NA,NA,NA
"6730",27066,"15",3,1,16,2,1,1,4,2,2,5,8,64,9275.33333333333,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6731",27066,"15",3,2,38,1,1,1,4,2,2,4,5,64,9275.33333333333,6700,1,1,5630,630,6700,5100,6,1,2,2,2
"6732",27066,"15",3,1,37,1,1,1,4,2,2,5,8,64,9275.33333333333,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6733",27072,"15",5,1,34,1,1,1,4,2,1,6,11,20,12163.2,6700,1,1,5630,630,6700,5100,1,1,2,2,2
"6734",27072,"15",5,2,30,1,1,1,4,2,1,4,5,20,12163.2,6700,1,1,5630,630,6700,5100,6,1,2,2,2
"6735",27078,"15",6,1,24,2,1,1,2,2,1,6,14,6.19999980926514,1509.66666666667,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6736",27078,"15",6,1,56,1,1,1,4,2,2,4,5,6.19999980926514,1509.66666666667,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6737",27078,"15",6,1,29,1,1,1,4,2,1,5,8,6.19999980926514,1509.66666666667,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6738",27078,"15",6,2,30,1,1,1,4,2,1,5,8,6.19999980926514,1509.66666666667,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6739",27078,"15",6,2,52,1,1,1,4,2,2,4,5,6.19999980926514,1509.66666666667,6700,1,1,5630,630,6700,5100,NA,1,2,2,2
"6740",27084,"15",3,2,50,1,1,1,4,2,1,4,6,50,8609,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6741",27084,"15",3,1,20,2,1,1,4,2,1,5,9,50,8609,3600,1,2,10000,353,3600,2800,9,2,2,2,2
"6742",27084,"15",3,1,49,1,1,1,4,2,1,5,9,50,8609,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6743",27090,"15",2,2,48,1,1,1,4,2,2,5,9,60,44961,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6744",27090,"15",2,1,47,1,1,1,4,2,2,6,12,60,44961,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6745",27096,"15",3,1,29,1,1,1,4,2,1,5,9,65,13859,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6746",27096,"15",3,2,29,1,1,1,4,2,1,5,9,65,13859,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6747",27102,"15",2,2,55,1,1,1,4,2,1,4,6,60,18247.5,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6748",27108,"15",4,2,38,1,1,1,4,2,1,4,6,45,5918.75,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6749",27108,"15",4,1,37,1,1,1,4,2,1,5,9,45,5918.75,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6750",27114,"15",4,1,37,1,1,1,4,2,1,4,9,28,6886.25,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6751",27114,"15",4,2,37,1,1,1,4,2,1,4,6,28,6886.25,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6752",27120,"15",4,1,22,2,1,1,4,2,1,8,14,150,7626,3600,1,2,10000,353,3600,2800,2,2,2,2,2
"6753",27120,"15",4,2,46,1,1,1,4,2,2,5,9,150,7626,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6754",27120,"15",4,1,46,1,1,1,4,2,1,5,9,150,7626,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6755",27120,"15",4,2,19,2,1,1,4,2,1,8,13,150,7626,3600,1,2,10000,353,3600,2800,2,2,2,2,2
"6756",27126,"15",2,1,51,2,1,1,4,2,1,4,6,NA,2064,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6757",27132,"15",5,1,22,1,1,1,4,2,1,5,9,60,3050.2,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6758",27132,"15",5,1,46,1,1,1,4,2,1,4,6,60,3050.2,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6759",27132,"15",5,2,22,1,1,1,4,2,1,5,9,60,3050.2,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6760",27132,"15",5,2,44,1,1,1,4,2,2,4,6,60,3050.2,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6761",27138,"15",3,2,41,1,1,1,4,2,2,5,9,50,8364.66666666667,3600,1,2,10000,353,3600,2800,6,1,2,2,2
"6762",27138,"15",3,1,42,1,1,1,4,2,1,5,9,50,8364.66666666667,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6763",27138,"15",3,1,17,2,1,1,4,2,1,5,9,50,8364.66666666667,3600,1,2,10000,353,3600,2800,9,1,2,2,2
"6764",27144,"15",5,2,57,1,1,1,4,2,1,5,9,40,5038.4,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6765",27144,"15",5,1,29,1,1,1,4,2,1,5,9,40,5038.4,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6766",27144,"15",5,2,25,1,1,1,4,2,1,5,9,40,5038.4,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6767",27144,"15",5,1,57,1,1,1,4,2,1,5,9,40,5038.4,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6768",27156,"15",3,1,35,1,1,1,4,1,1,6,12,15,13515.6666666667,6100,1,2,8500,650,6100,3900,1,1,2,2,1
"6769",27156,"15",3,2,35,1,1,1,4,2,1,5,9,15,13515.6666666667,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6770",27162,"15",3,1,35,1,1,1,4,1,1,5,9,5,10418,6100,1,2,8500,650,6100,3900,1,1,2,2,1
"6771",27162,"15",3,2,33,1,1,1,4,2,2,5,9,5,10418,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6772",27168,"15",3,2,28,1,1,1,4,2,2,5,9,8,13193,6100,1,2,8500,650,6100,3900,1,1,1,2,2
"6773",27168,"15",3,1,28,1,1,1,4,2,1,5,9,8,13193,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6774",27174,"15",3,1,42,1,1,2,1,2,1,9,16,NA,17123.6666666667,6100,1,2,8500,650,6100,3900,1,NA,NA,2,2
"6775",27174,"15",3,2,19,2,1,2,4,NA,1,6,12,NA,17123.6666666667,6100,1,2,8500,650,6100,3900,2,NA,NA,NA,NA
"6776",27174,"15",3,2,42,1,1,2,4,2,1,5,9,NA,17123.6666666667,6100,1,2,8500,650,6100,3900,1,NA,NA,1,2
"6777",27180,"15",4,1,41,1,1,1,4,2,1,5,9,18,12273,6100,1,2,8500,650,6100,3900,1,1,2,1,2
"6778",27180,"15",4,2,39,1,1,1,4,2,1,5,9,18,12273,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6779",27180,"15",4,2,16,2,1,1,4,NA,NA,5,9,18,12273,6100,1,2,8500,650,6100,3900,2,NA,NA,NA,NA
"6780",27186,"15",2,2,52,1,1,1,4,2,2,5,7,19.7000007629395,9859.5,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6781",27186,"15",2,1,54,1,1,1,4,2,1,6,9,19.7000007629395,9859.5,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6782",27192,"15",4,1,53,1,1,1,1,2,1,6,9,50,4350.5,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6783",27192,"15",4,2,56,1,1,1,4,2,2,5,7,50,4350.5,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6784",27192,"15",4,1,24,1,1,1,4,2,2,5,9,50,4350.5,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6785",27192,"15",4,2,21,1,1,1,4,2,2,5,9,50,4350.5,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6786",27198,"15",3,2,40,1,1,1,4,2,2,5,9,10,13030.3333333333,6100,1,2,8500,650,6100,3900,6,1,2,2,2
"6787",27198,"15",3,1,42,1,1,1,4,2,1,5,9,10,13030.3333333333,6100,1,2,8500,650,6100,3900,1,1,2,2,2
"6788",27198,"15",3,1,19,2,1,1,4,NA,1,6,12,10,13030.3333333333,6100,1,2,8500,650,6100,3900,2,NA,NA,NA,NA
"6789",27204,"15",5,2,22,1,1,2,2,2,1,5,9,37,9960.4,6000,1,2,2900.89990234375,205,6000,4000,1,2,1,2,2
"6790",27204,"15",5,2,51,1,1,1,4,2,2,5,9,37,9960.4,6000,1,2,2900.89990234375,205,6000,4000,6,1,1,2,2
"6791",27204,"15",5,1,25,1,1,1,1,2,1,6,12,37,9960.4,6000,1,2,2900.89990234375,205,6000,4000,1,1,1,2,2
"6792",27204,"15",5,1,22,2,1,5,2,NA,1,9,16,37,9960.4,6000,1,2,2900.89990234375,205,6000,4000,2,NA,NA,NA,NA
"6793",27204,"15",5,1,49,1,1,1,4,2,1,6,12,37,9960.4,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6794",27210,"15",3,1,40,1,1,1,4,2,1,5,9,59,3692.66666666667,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6795",27210,"15",3,2,40,1,1,1,4,2,2,5,9,59,3692.66666666667,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,2,2
"6796",27210,"15",3,1,17,2,1,1,4,NA,1,6,12,59,3692.66666666667,6000,1,2,2900.89990234375,205,6000,4000,2,NA,NA,NA,NA
"6797",27216,"15",3,1,37,1,1,1,4,1,1,5,9,10.5,9338,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,1
"6798",27216,"15",3,2,39,1,1,1,4,2,2,5,9,10.5,9338,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,2,2
"6799",27222,"15",3,1,20,2,1,1,4,1,1,5,9,51,14238.6666666667,6000,1,2,2900.89990234375,205,6000,4000,1,2,2,2,1
"6800",27222,"15",3,1,42,1,1,1,4,2,1,6,12,51,14238.6666666667,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6801",27222,"15",3,2,42,1,1,1,4,2,2,5,9,51,14238.6666666667,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,2,2
"6802",27228,"15",3,1,19,2,1,1,2,1,1,5,9,40,14372.1666666667,6000,1,2,2900.89990234375,205,6000,4000,1,2,2,2,1
"6803",27228,"15",3,2,46,1,1,1,4,2,2,5,9,40,14372.1666666667,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,2,2
"6804",27228,"15",3,1,44,1,1,1,4,2,1,5,9,40,14372.1666666667,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6805",27234,"15",6,2,25,1,1,1,4,2,1,5,9,43,4109.5,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,1,2
"6806",27234,"15",6,1,27,1,1,1,4,2,1,5,9,43,4109.5,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6807",27234,"15",6,1,54,1,1,1,1,2,1,5,8,43,4109.5,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,1,2
"6808",27234,"15",6,2,52,1,1,1,4,2,2,5,8,43,4109.5,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,2,2
"6809",27240,"15",6,2,22,2,1,5,2,2,1,9,15,60,10147,6000,1,2,2900.89990234375,205,6000,4000,2,2,2,2,2
"6810",27240,"15",6,1,19,2,1,1,2,2,1,5,9,60,10147,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6811",27240,"15",6,1,47,1,1,1,1,2,1,5,9,60,10147,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,1,2
"6812",27240,"15",6,2,46,1,1,1,4,2,2,5,9,60,10147,6000,1,2,2900.89990234375,205,6000,4000,6,2,2,1,2
"6813",27240,"15",6,2,25,2,1,1,4,2,1,5,9,60,10147,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6814",27246,"15",4,1,48,1,1,1,4,2,1,6,12,24,11197,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6815",27246,"15",4,1,17,2,1,1,2,1,1,5,9,24,11197,6000,1,2,2900.89990234375,205,6000,4000,1,2,2,2,1
"6816",27246,"15",4,2,20,2,1,1,4,2,1,6,12,24,11197,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
"6817",27246,"15",4,2,44,1,1,1,4,2,2,5,9,24,11197,6000,1,2,2900.89990234375,205,6000,4000,6,1,2,2,2
"6818",27252,"15",5,1,49,1,1,1,4,2,1,5,9,27,12653.2,6000,1,2,2900.89990234375,205,6000,4000,1,1,2,2,2
