"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","v1501.1","v1511","b6.1","b6_1","b13_1","b14","b15","e31","v1409","t122","v1601","v1602","v1611","v1621","v1631","v1641","v1511.1","v1501.2"
"138",2176,"63",6,1,22,1,1,1,4,1,1,5,8,20.1000003814697,4036,6439,3,2,3780,6439,3000,1,9,2009,1,2009,63,1,272,1,40,1,1,1,1,3000,6439
"139",2176,"63",6,1,24,2,1,1,4,1,2,5,8,20.1000003814697,4036,6439,3,2,3780,6439,3000,1,4,2009,1,2009,63,1,272,1,40,1,1,1,1,3000,6439
"140",2180,"63",5,1,49,1,1,1,4,2,1,5,8,5.40000009536743,10500.4,4200,3,2,3700,4200,2600,2,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"141",2180,"63",5,1,24,1,1,1,4,1,1,5,8,5.40000009536743,10500.4,4200,3,2,3700,4200,2600,1,9,2009,NA,2009,63,NA,410,1,60,2,2,2,2,2600,4200
"142",2180,"63",5,1,23,2,1,1,4,1,1,6,11,5.40000009536743,10500.4,4200,3,2,3700,4200,2600,1,6,2010,NA,2010,63,NA,410,1,60,2,2,2,2,2600,4200
"143",2180,"63",5,2,21,1,1,1,4,2,1,5,7,5.40000009536743,10500.4,4200,3,2,3700,4200,2600,2,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"144",2180,"63",5,2,48,1,1,1,4,2,2,5,7,5.40000009536743,10500.4,4200,3,2,3700,4200,2600,2,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"145",2184,"63",3,1,43,1,1,1,4,1,1,5,7,10.3999996185303,11276.6666666667,4200,3,2,3700,4200,2600,1,8,2009,NA,2009,63,NA,410,1,60,2,2,2,2,2600,4200
"146",2184,"63",3,2,41,1,1,1,4,2,2,4,3,10.3999996185303,11276.6666666667,4200,3,2,3700,4200,2600,2,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"147",2184,"63",3,1,21,2,1,1,4,1,1,5,8,10.3999996185303,11276.6666666667,4200,3,2,3700,4200,2600,1,12,2010,NA,2010,63,NA,410,1,60,2,2,2,2,2600,4200
"148",2188,"63",4,2,16,2,1,1,4,NA,1,5,7.5,7.5,5258.5,4200,3,2,3700,4200,2600,NA,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"149",2188,"63",4,1,39,1,1,1,4,1,1,4,5,7.5,5258.5,4200,3,2,3700,4200,2600,1,12,2010,NA,2010,63,NA,410,1,60,2,2,2,2,2600,4200
"150",2188,"63",4,2,36,1,1,1,4,2,2,1,NA,7.5,5258.5,4200,3,2,3700,4200,2600,2,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"151",2192,"63",3,1,26,1,0,1,4,1,2,5,8,1.29999995231628,3033.33333333333,4200,3,2,3700,4200,2600,1,9,2009,NA,2009,63,NA,410,1,60,2,2,2,2,2600,4200
"152",2192,"63",3,2,26,1,1,1,4,2,1,5,8,1.29999995231628,3033.33333333333,4200,3,2,3700,4200,2600,2,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"153",2196,"63",4,2,43,1,1,1,4,1,2,4,3,5.19999980926514,2153.75,4200,3,2,3700,4200,2600,1,NA,2004,NA,2004,NA,NA,410,1,60,2,2,2,2,2600,4200
"154",2196,"63",4,1,21,2,1,1,2,NA,1,11,13,5.19999980926514,2153.75,4200,3,2,3700,4200,2600,NA,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"155",2196,"63",4,2,17,2,1,1,2,NA,1,6,8,5.19999980926514,2153.75,4200,3,2,3700,4200,2600,NA,NA,NA,NA,NA,NA,NA,410,1,60,2,2,2,2,2600,4200
"156",2196,"63",4,1,43,1,1,1,1,1,1,4,5,5.19999980926514,2153.75,4200,3,2,3700,4200,2600,1,10,NA,NA,NA,63,NA,410,1,60,2,2,2,2,2600,4200
"157",2200,"63",3,2,38,1,1,1,4,2,2,1,NA,10,17802.6666666667,7650,3,2,6210,7650,3500,2,NA,NA,4,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"158",2200,"63",3,1,43,1,1,1,4,1,1,4,3,10,17802.6666666667,7650,3,2,6210,7650,3500,1,12,2010,4,2010,63,NA,605,1,30,1,1,1,1,3500,7650
"159",2204,"63",4,1,48,1,1,1,4,2,3,5,7,8.39999961853027,9575.5,7650,3,2,6210,7650,3500,2,NA,NA,NA,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"160",2204,"63",4,2,45,1,1,1,4,2,3,1,NA,8.39999961853027,9575.5,7650,3,2,6210,7650,3500,2,NA,NA,NA,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"161",2208,"63",4,2,39,1,0,1,4,1,3,1,NA,10.5,4831.25,7650,3,2,6210,7650,3500,1,1,2011,4,NA,63,NA,605,1,30,1,1,1,1,3500,7650
"162",2208,"63",4,1,18,2,0,1,4,1,3,5,8,10.5,4831.25,7650,3,2,6210,7650,3500,1,7,2011,4,NA,63,NA,605,1,30,1,1,1,1,3500,7650
"163",2208,"63",4,1,40,1,0,1,4,2,3,5,7,10.5,4831.25,7650,3,2,6210,7650,3500,2,NA,NA,NA,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"164",2208,"63",4,2,17,2,0,1,4,NA,3,6,8.5,10.5,4831.25,7650,3,2,6210,7650,3500,NA,NA,NA,NA,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"165",2212,"63",4,1,42,1,0,1,4,1,3,5,7,10,5773,7650,3,2,6210,7650,3500,1,3.4,2011,4,NA,63,NA,605,1,30,1,1,1,1,3500,7650
"166",2212,"63",4,2,40,1,0,1,4,2,4,1,NA,10,5773,7650,3,2,6210,7650,3500,2,NA,NA,NA,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"167",2216,"63",4,1,38,1,0,1,4,1,3,5,7,10.1000003814697,10864.5,7650,3,2,6210,7650,3500,1,3,2011,4,NA,63,NA,605,1,30,1,1,1,1,3500,7650
"168",2216,"63",4,2,17,2,0,1,4,NA,3,5,8.5,10.1000003814697,10864.5,7650,3,2,6210,7650,3500,NA,NA,NA,NA,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"169",2216,"63",4,2,38,1,0,1,4,2,4,4,4,10.1000003814697,10864.5,7650,3,2,6210,7650,3500,2,NA,NA,4,NA,NA,NA,605,1,30,1,1,1,1,3500,7650
"170",2220,"63",2,2,59,1,1,1,4,2,2,1,NA,1.62000000476837,2940,3467,3,2,3400,3467,2370,2,NA,NA,NA,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"171",2224,"63",7,1,26,1,1,1,4,1,1,5,8,6,3106.28571428571,3467,3,2,3400,3467,2370,1,6,2011,1,NA,63,7,439,1,20,1,1,1,1,2370,3467
"172",2224,"63",7,2,47,1,1,1,4,2,2,1,NA,6,3106.28571428571,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"173",2224,"63",7,2,24,1,1,1,4,2,1,5,8,6,3106.28571428571,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"174",2224,"63",7,1,48,1,1,1,4,1,1,5,8,6,3106.28571428571,3467,3,2,3400,3467,2370,1,1,2011,4,NA,63,7,439,1,20,1,1,1,1,2370,3467
"175",2224,"63",7,1,24,1,1,1,4,1,1,5,8,6,3106.28571428571,3467,3,2,3400,3467,2370,1,3,2011,1,NA,63,7,439,1,20,1,1,1,1,2370,3467
"176",2224,"63",7,2,25,1,1,1,4,2,1,5,8,6,3106.28571428571,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"177",2228,"63",5,2,49,1,1,1,4,2,2,5,6,9.43000030517578,1100.6,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"178",2228,"63",5,2,23,1,1,1,4,2,1,6,10,9.43000030517578,1100.6,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"179",2228,"63",5,1,23,1,1,1,4,1,1,5,6,9.43000030517578,1100.6,3467,3,2,3400,3467,2370,1,1.5,2011,1,NA,63,7,439,1,20,1,1,1,1,2370,3467
"180",2228,"63",5,1,48,1,1,1,4,2,1,6,10,9.43000030517578,1100.6,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"181",2232,"63",5,1,46,1,1,1,4,1,3,4,5,14,5718.2,3467,3,2,3400,3467,2370,1,9,2011,1,NA,63,7,439,1,20,1,1,1,1,2370,3467
"182",2232,"63",5,2,45,1,1,1,4,2,3,4,5,14,5718.2,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"183",2232,"63",5,2,21,2,1,1,4,NA,2,6,11,14,5718.2,3467,3,2,3400,3467,2370,NA,NA,NA,NA,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"184",2236,"63",4,1,42,1,1,1,4,1,3,5,8,7.19999980926514,4451.5,3467,3,2,3400,3467,2370,1,2.5,2011,4,NA,63,7,439,1,20,1,1,1,1,2370,3467
"185",2236,"63",4,2,41,1,1,1,4,2,4,1,NA,7.19999980926514,4451.5,3467,3,2,3400,3467,2370,2,NA,NA,4,NA,NA,7,439,1,20,1,1,1,1,2370,3467
"186",2240,"63",7,2,47,1,1,1,4,NA,4,1,NA,NA,3373,5010,3,2,981,5010,2680,NA,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"187",2240,"63",7,1,24,2,1,1,4,1,3,5,6,NA,3373,5010,3,2,981,5010,2680,1,6,2008,2,NA,63,3,314,1,30,2,2,2,2,2680,5010
"188",2240,"63",7,1,26,1,1,1,4,1,3,5,3,NA,3373,5010,3,2,981,5010,2680,1,6,2007,2,2006,63,3,314,1,30,2,2,2,2,2680,5010
"189",2240,"63",7,1,58,1,1,1,4,NA,4,1,NA,NA,3373,5010,3,2,981,5010,2680,NA,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"190",2240,"63",7,2,24,1,1,1,4,1,3,5,6,NA,3373,5010,3,2,981,5010,2680,1,6,2011,2,NA,63,3,314,1,30,2,2,2,2,2680,5010
"191",2244,"63",5,1,49,1,1,1,4,2,4,5,9,6,5452.192,5010,3,2,981,5010,2680,2,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"192",2244,"63",5,2,48,1,1,1,4,2,4,1,NA,6,5452.192,5010,3,2,981,5010,2680,2,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"193",2244,"63",5,1,23,2,1,4,2,1,1,11,16,6,5452.192,5010,3,2,981,5010,2680,1,12,2011,1,NA,63,3,314,1,30,2,2,2,2,2680,5010
"194",2248,"63",6,1,41,1,1,1,2,1,3,6,12,6,2898.16666666667,5010,3,2,981,5010,2680,1,7,1995,NA,NA,63,3,314,1,30,2,2,2,2,2680,5010
"195",2248,"63",6,2,35,1,1,1,1,2,3,4,10,6,2898.16666666667,5010,3,2,981,5010,2680,2,NA,NA,2,1995,NA,3,314,1,30,2,2,2,2,2680,5010
"196",2252,"63",5,2,53,1,1,1,4,NA,4,1,NA,5,3389.6,5010,3,2,981,5010,2680,NA,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"197",2252,"63",5,1,56,1,1,1,4,NA,4,1,NA,5,3389.6,5010,3,2,981,5010,2680,NA,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"198",2252,"63",5,1,29,1,1,1,4,1,3,5,9,5,3389.6,5010,3,2,981,5010,2680,1,7,2009,2,2009,63,3,314,1,30,2,2,2,2,2680,5010
"199",2252,"63",5,2,26,1,1,1,4,1,3,5,9,5,3389.6,5010,3,2,981,5010,2680,1,7,2010,2,2010,63,3,314,1,30,2,2,2,2,2680,5010
"200",2256,"63",6,2,39,1,1,1,1,1,3,5,9,5,3953.66666666667,5010,3,2,981,5010,2680,1,4,2011,NA,1998,63,3,314,1,30,2,2,2,2,2680,5010
"201",2256,"63",6,2,17,2,1,1,4,NA,2,6,9.5,5,3953.66666666667,5010,3,2,981,5010,2680,NA,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"202",2256,"63",6,1,43,1,1,1,1,1,3,6,12,5,3953.66666666667,5010,3,2,981,5010,2680,1,4,2011,1,1998,63,3,314,1,30,2,2,2,2,2680,5010
"203",2260,"63",4,1,32,2,1,1,4,1,3,5,8,6,5431.75,5010,3,2,981,5010,2680,1,8,2011,1,1998,63,3,314,1,30,2,2,2,2,2680,5010
"204",2260,"63",4,1,30,2,1,1,4,1,3,5,8,6,5431.75,5010,3,2,981,5010,2680,1,8,2011,1,1998,63,3,314,1,30,2,2,2,2,2680,5010
"205",2264,"63",4,2,25,2,1,5,4,1,1,11,16,4,6755.75,5010,3,2,981,5010,2680,1,NA,2011,1,2011,63,3,314,1,30,2,2,2,2,2680,5010
"206",2264,"63",4,1,22,2,1,1,4,NA,1,9,14.5,4,6755.75,5010,3,2,981,5010,2680,NA,NA,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"207",2264,"63",4,1,49,1,1,1,4,1,3,5,9,4,6755.75,5010,3,2,981,5010,2680,1,1,2011,2,1980,63,3,314,1,30,2,2,2,2,2680,5010
"208",2264,"63",4,2,44,1,1,1,4,1,3,1,NA,4,6755.75,5010,3,2,981,5010,2680,1,1,2011,3,2007,63,3,314,1,30,2,2,2,2,2680,5010
"209",2268,"63",2,1,36,2,1,1,4,1,4,5,9,2.5,5598,5010,3,2,981,5010,2680,1,10,2005,1,NA,63,3,314,1,30,2,2,2,2,2680,5010
"210",2272,"63",4,2,42,1,1,1,4,1,3,1,NA,NA,9366.5,5010,3,2,981,5010,2680,1,NA,2009,2,2009,63,3,314,1,30,2,2,2,2,2680,5010
"211",2272,"63",4,1,40,1,1,1,4,1,3,1,NA,NA,9366.5,5010,3,2,981,5010,2680,1,NA,2006,1,1996,54,3,314,1,30,2,2,2,2,2680,5010
"212",2272,"63",4,2,17,2,1,1,4,1,1,6,9,NA,9366.5,5010,3,2,981,5010,2680,1,11,NA,NA,NA,NA,3,314,1,30,2,2,2,2,2680,5010
"213",2272,"63",4,1,46,1,1,1,4,1,3,1,NA,NA,9366.5,5010,3,2,981,5010,2680,1,4,2011,2,1995,54,3,314,1,30,2,2,2,2,2680,5010
"214",2276,"63",5,2,40,1,1,1,4,1,4,5,8,3,6037.6,4231,3,2,794,4231,1842,1,6,2007,2,2007,63,NA,324,1,30,1,1,2,1,1842,4231
"215",2276,"63",5,1,42,1,1,1,4,1,4,5,8,3,6037.6,4231,3,2,794,4231,1842,1,6,2005,2,2005,63,NA,324,1,30,1,1,2,1,1842,4231
"216",2280,"63",5,2,26,1,1,1,4,1,2,5,8,4.5,18323.6,4231,3,2,794,4231,1842,1,6,2011,1,NA,3,NA,324,1,30,1,1,2,1,1842,4231
"217",2280,"63",5,1,27,1,1,1,4,1,2,5,8,4.5,18323.6,4231,3,2,794,4231,1842,1,6,2007,1,2007,63,NA,324,1,30,1,1,2,1,1842,4231
"218",2280,"63",5,1,56,1,1,1,1,NA,3,4,5,4.5,18323.6,4231,3,2,794,4231,1842,NA,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"219",2280,"63",5,2,54,1,1,1,4,NA,4,1,0,4.5,18323.6,4231,3,2,794,4231,1842,NA,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"220",2284,"63",5,2,58,4,1,NA,4,NA,4,1,NA,4.5,5449.8,4231,3,2,794,4231,1842,NA,NA,NA,NA,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"221",2284,"63",5,1,37,1,1,NA,1,1,2,6,11,4.5,5449.8,4231,3,2,794,4231,1842,1,8,2011,2,2011,63,NA,324,1,30,1,1,2,1,1842,4231
"222",2284,"63",5,2,37,1,1,NA,4,1,2,4,5,4.5,5449.8,4231,3,2,794,4231,1842,1,5,2005,2,2005,63,NA,324,1,30,1,1,2,1,1842,4231
"223",2288,"63",5,2,55,1,1,1,4,2,4,2,0,4,10434.8,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"224",2288,"63",5,1,26,1,1,1,4,1,1,4,5,4,10434.8,4231,3,2,794,4231,1842,1,10,2003,1,2003,63,NA,324,1,30,1,1,2,1,1842,4231
"225",2288,"63",5,1,58,1,1,1,4,2,2,5,8,4,10434.8,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"226",2288,"63",5,2,24,1,1,1,4,1,1,5,8,4,10434.8,4231,3,2,794,4231,1842,1,8,2011,1,NA,63,NA,324,1,30,1,1,2,1,1842,4231
"227",2292,"63",5,2,56,1,1,1,4,1,3,1,0,3.5,8854.4,4231,3,2,794,4231,1842,1,12,2011,1,NA,63,NA,324,1,30,1,1,2,1,1842,4231
"228",2292,"63",5,1,57,1,1,1,4,1,3,6,10,3.5,8854.4,4231,3,2,794,4231,1842,1,12,2011,1,NA,63,NA,324,1,30,1,1,2,1,1842,4231
"229",2292,"63",5,2,30,1,1,1,4,2,2,5,8,3.5,8854.4,4231,3,2,794,4231,1842,2,NA,NA,NA,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"230",2292,"63",5,1,32,1,1,1,4,1,2,5,8,3.5,8854.4,4231,3,2,794,4231,1842,1,6,2008,2,2008,63,NA,324,1,30,1,1,2,1,1842,4231
"231",2296,"63",4,2,46,1,1,1,1,1,4,5,8,1.89999997615814,5072.25,4231,3,2,794,4231,1842,1,3,2007,2,2007,63,NA,324,1,30,1,1,2,1,1842,4231
"232",2296,"63",4,1,48,1,1,1,1,1,3,6,11,1.89999997615814,5072.25,4231,3,2,794,4231,1842,1,5,2001,2,2001,63,NA,324,1,30,1,1,2,1,1842,4231
"233",2296,"63",4,2,18,2,1,1,2,NA,1,9,12.5,1.89999997615814,5072.25,4231,3,2,794,4231,1842,NA,NA,NA,NA,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"234",2296,"63",4,1,20,2,1,4,2,NA,1,10,14.5,1.89999997615814,5072.25,4231,3,2,794,4231,1842,NA,NA,NA,NA,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"235",2300,"63",5,1,28,1,1,1,4,1,2,5,8,3.09999990463257,7430.2,4231,3,2,794,4231,1842,1,8,2007,2,2007,63,NA,324,1,30,1,1,2,1,1842,4231
"236",2300,"63",5,2,27,1,1,1,4,2,2,5,8,3.09999990463257,7430.2,4231,3,2,794,4231,1842,2,NA,NA,2,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"237",2300,"63",5,2,47,1,1,1,4,2,4,1,0,3.09999990463257,7430.2,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"238",2300,"63",5,1,49,1,1,1,4,1,4,5,8,3.09999990463257,7430.2,4231,3,2,794,4231,1842,1,12,1990,1,1990,63,NA,324,1,30,1,1,2,1,1842,4231
"239",2304,"63",5,1,31,1,1,1,4,1,2,5,7,5,15059.4,4231,3,2,794,4231,1842,1,10,2007,1,2007,63,NA,324,1,30,1,1,2,1,1842,4231
"240",2304,"63",5,2,27,1,1,1,4,1,2,5,7,5,15059.4,4231,3,2,794,4231,1842,1,8,2010,1,2010,63,NA,324,1,30,1,1,2,1,1842,4231
"241",2304,"63",5,2,56,1,1,1,4,2,3,1,0,5,15059.4,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"242",2304,"63",5,1,55,1,1,1,4,2,4,6,9,5,15059.4,4231,3,2,794,4231,1842,2,NA,NA,3,1984,NA,NA,324,1,30,1,1,2,1,1842,4231
"243",2308,"63",7,1,49,1,1,1,4,2,3,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"244",2308,"63",7,2,49,1,1,1,4,2,4,1,0,2.70000004768372,3621.71428571429,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"245",2308,"63",7,1,24,2,1,1,4,1,2,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,4231,1842,1,4,2008,2,2008,63,NA,324,1,30,1,1,2,1,1842,4231
"246",2308,"63",7,2,23,1,1,1,4,2,2,4,5,2.70000004768372,3621.71428571429,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"247",2308,"63",7,1,28,1,1,1,4,1,2,5,8,2.70000004768372,3621.71428571429,4231,3,2,794,4231,1842,1,4,2000,2,2000,63,NA,324,1,30,1,1,2,1,1842,4231
"248",2312,"63",6,2,27,1,1,1,4,1,2,6,12,3.59999990463257,5290.33333333333,4231,3,2,794,4231,1842,1,0,2008,3,2008,63,NA,324,1,30,1,1,2,1,1842,4231
"249",2312,"63",6,2,23,2,1,1,4,2,1,10,15,3.59999990463257,5290.33333333333,4231,3,2,794,4231,1842,2,NA,NA,NA,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"250",2312,"63",6,1,25,1,1,1,4,1,2,6,12,3.59999990463257,5290.33333333333,4231,3,2,794,4231,1842,1,3,2007,1,2007,63,NA,324,1,30,1,1,2,1,1842,4231
"251",2312,"63",6,2,50,1,1,1,4,2,3,1,NA,3.59999990463257,5290.33333333333,4231,3,2,794,4231,1842,2,NA,NA,3,NA,NA,NA,324,1,30,1,1,2,1,1842,4231
"252",2312,"63",6,1,55,1,1,1,1,1,3,5,8,3.59999990463257,5290.33333333333,4231,3,2,794,4231,1842,1,4,1985,1,1985,63,NA,324,1,30,1,1,2,1,1842,4231
"253",2316,"63",7,2,49,1,1,1,4,2,4,1,NA,13,3993,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"254",2316,"63",7,1,29,1,1,1,4,1,3,5,8,13,3993,4000,3,1,1080,4000,2000,1,12,2000,1,2000,63,4,160,1,30,1,1,1,1,2000,4000
"255",2316,"63",7,2,27,1,1,1,1,2,3,6,12,13,3993,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"256",2316,"63",7,1,51,1,1,1,1,2,3,6,11,13,3993,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"257",2316,"63",7,1,27,2,1,5,2,NA,1,11,17,13,3993,4000,3,1,1080,4000,2000,NA,NA,NA,NA,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"258",2320,"63",6,2,53,1,1,1,1,2,3,6,11,12,3441.16666666667,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"259",2320,"63",6,1,55,1,1,1,1,2,3,4,5,12,3441.16666666667,4000,3,1,1080,4000,2000,2,NA,NA,4,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"260",2320,"63",6,1,23,1,1,1,4,2,3,5,9,12,3441.16666666667,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"261",2320,"63",6,1,20,2,1,1,4,1,3,5,9,12,3441.16666666667,4000,3,1,1080,4000,2000,1,2,2008,2,2008,63,4,160,1,30,1,1,1,1,2000,4000
"262",2320,"63",6,2,23,1,1,1,4,2,3,5,9,12,3441.16666666667,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"263",2324,"63",4,2,48,1,1,1,4,2,4,1,NA,9.60000038146973,6978,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"264",2324,"63",4,1,28,3,1,1,4,1,1,5,8,9.60000038146973,6978,4000,3,1,1080,4000,2000,1,11,2001,1,2001,63,4,160,1,30,1,1,1,1,2000,4000
"265",2324,"63",4,2,20,2,1,1,4,1,1,5,8,9.60000038146973,6978,4000,3,1,1080,4000,2000,1,12,2009,1,2009,63,4,160,1,30,1,1,1,1,2000,4000
"266",2324,"63",4,1,49,1,1,1,1,2,4,5,8,9.60000038146973,6978,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"267",2328,"63",4,1,45,1,1,1,1,2,4,2,NA,8.5,4020,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"268",2328,"63",4,2,45,1,0,1,4,2,4,2,NA,8.5,4020,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"269",2328,"63",4,1,19,2,0,1,4,1,3,5,9,8.5,4020,4000,3,1,1080,4000,2000,1,6,2011,2,NA,63,4,160,1,30,1,1,1,1,2000,4000
"270",2328,"63",4,1,20,2,0,1,4,1,3,5,9,8.5,4020,4000,3,1,1080,4000,2000,1,10,2010,1,2010,63,4,160,1,30,1,1,1,1,2000,4000
"271",2332,"63",4,2,35,1,1,1,4,2,4,2,NA,7.59999990463257,6191,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"272",2332,"63",4,1,36,1,1,1,4,1,4,2,NA,7.59999990463257,6191,4000,3,1,1080,4000,2000,1,6,1997,2,1997,63,4,160,1,30,1,1,1,1,2000,4000
"273",2336,"63",5,1,58,1,1,1,1,1,4,5,NA,6.40000009536743,5792.2,4000,3,1,1080,4000,2000,1,3,2011,3,NA,63,4,160,1,30,1,1,1,1,2000,4000
"274",2336,"63",5,1,32,3,1,1,4,1,3,4,NA,6.40000009536743,5792.2,4000,3,1,1080,4000,2000,1,5,2007,1,2007,63,4,160,1,30,1,1,1,1,2000,4000
"275",2336,"63",5,2,57,1,1,1,4,2,4,1,NA,6.40000009536743,5792.2,4000,3,1,1080,4000,2000,2,NA,NA,NA,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"276",2340,"63",4,2,53,1,1,1,4,NA,4,1,NA,7,5813.75,4000,3,1,1080,4000,2000,NA,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"277",2340,"63",4,1,24,1,1,1,4,1,3,5,9,7,5813.75,4000,3,1,1080,4000,2000,1,11,2006,1,2006,63,4,160,1,30,1,1,1,1,2000,4000
"278",2340,"63",4,1,56,1,1,1,4,NA,4,4,3,7,5813.75,4000,3,1,1080,4000,2000,NA,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"279",2344,"63",5,2,29,1,1,1,4,1,3,4,6,8.5,2761.2,4000,3,1,1080,4000,2000,1,6,2009,1,2009,63,4,160,1,30,1,1,1,1,2000,4000
"280",2344,"63",5,2,59,1,1,1,4,2,4,1,NA,8.5,2761.2,4000,3,1,1080,4000,2000,2,NA,NA,3,NA,NA,4,160,1,30,1,1,1,1,2000,4000
"281",2344,"63",5,1,29,1,1,1,4,1,3,4,6,8.5,2761.2,4000,3,1,1080,4000,2000,1,4,2008,1,2008,63,4,160,1,30,1,1,1,1,2000,4000
"282",2348,"63",4,1,49,1,1,1,4,1,3,4,5,6.80000019073486,5000.75,4000,3,1,1080,4000,2000,1,5,2009,2,2009,63,4,160,1,30,1,1,1,1,2000,4000
