"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b06","b11","b01","b02","CookMthd","b04","b05","a16","a18","h28","h29","a19","a20","a17","a21"
"4986",38448,"65",2,2,50,1,1,1,4,1,1,NA,NA,4750,8000,2,1,2400,54,8000,6000,120,NA,2,2,"Coal",3,1,1,0,2,NA,0,0,1,NA
"4987",38460,"65",4,2,18,2,1,1,2,1,6,12,140,11800,8000,2,1,2400,54,8000,6000,120,85000,2,2,"Coal",3,1,1,0,2,NA,0,0,1,2
"4988",38460,"65",4,2,18,2,1,1,2,1,6,12,140,11800,8000,2,1,2400,54,8000,6000,120,85000,2,2,"Coal",3,1,1,0,2,NA,0,0,1,2
"4989",38460,"65",4,2,49,1,1,1,4,1,5,NA,140,11800,8000,2,1,2400,54,8000,6000,120,85000,2,2,"Coal",3,1,1,0,2,NA,0,0,1,2
"4990",38460,"65",4,1,47,1,1,1,4,1,1,NA,140,11800,8000,2,1,2400,54,8000,6000,120,85000,2,2,"Coal",3,1,1,0,2,NA,0,0,1,2
"4991",38472,"65",2,1,45,4,1,2,4,1,1,NA,NA,10036,8000,2,1,2400,54,8000,6000,0,1200,2,3,"Coal",3,2,1,0,3,NA,2,7,1,2
"4992",38472,"65",2,2,16,2,1,2,4,1,5,9,NA,10036,8000,2,1,2400,54,8000,6000,0,1200,2,3,"Coal",3,2,1,0,3,NA,0,0,1,2
"4993",38484,"65",4,2,35,1,1,1,4,1,5,9,NA,3435,8000,2,1,2400,54,8000,6000,100,20000,2,2,"Coal",3,2,1,0,2,NA,0,0,1,2
"4994",38484,"65",4,1,37,1,1,1,4,1,5,9,NA,3435,8000,2,1,2400,54,8000,6000,100,20000,2,2,"Coal",3,2,1,0,2,NA,0,20,1,2
"4995",38496,"65",3,2,30,1,0,2,4,3,5,8,NA,8200,5000,1,1,500,560,5000,2500,0,10000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"4996",38496,"65",3,1,31,1,0,2,4,3,5,8,NA,8200,5000,1,1,500,560,5000,2500,0,10000,2,3,"Coal",1,2,1,0,1,NA,1,7,1,2
"4997",38508,"65",5,1,56,1,0,2,4,4,4,5,NA,6040,5000,1,1,500,560,5000,2500,100,20000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,NA
"4998",38508,"65",5,1,27,1,0,2,4,3,5,8,NA,6040,5000,1,1,500,560,5000,2500,100,20000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,NA
"4999",38508,"65",5,2,32,1,0,2,4,3,8,11,NA,6040,5000,1,1,500,560,5000,2500,100,20000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,NA
"5000",38508,"65",5,2,54,1,0,2,4,4,4,5,NA,6040,5000,1,1,500,560,5000,2500,100,20000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,NA
"5001",38520,"65",5,1,21,2,0,2,4,3,5,9,NA,8156,5000,1,1,500,560,5000,2500,144,58000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5002",38520,"65",5,1,17,2,0,2,4,3,5,9,NA,8156,5000,1,1,500,560,5000,2500,144,58000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5003",38520,"65",5,2,24,2,0,2,4,3,5,9,NA,8156,5000,1,1,500,560,5000,2500,144,58000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5004",38520,"65",5,1,50,1,0,2,4,4,5,8,NA,8156,5000,1,1,500,560,5000,2500,144,58000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5005",38520,"65",5,2,46,1,0,2,4,4,6,11,NA,8156,5000,1,1,500,560,5000,2500,144,58000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5006",38532,"65",4,1,55,1,0,2,4,4,4,5,NA,6540,5000,1,1,500,560,5000,2500,90,36000,2,3,"Coal",1,2,1,0,1,NA,NA,10,1,2
"5007",38532,"65",4,1,34,3,0,2,4,3,5,8,NA,6540,5000,1,1,500,560,5000,2500,90,36000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5008",38532,"65",4,2,53,1,0,2,4,4,4,5,NA,6540,5000,1,1,500,560,5000,2500,90,36000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5009",38532,"65",4,2,18,2,0,2,4,3,5,8,NA,6540,5000,1,1,500,560,5000,2500,90,36000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5010",38544,"65",5,2,31,1,0,2,4,3,4,5,NA,11844,5000,1,1,500,560,5000,2500,120,48000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5011",38544,"65",5,2,58,1,0,2,4,3,8,11,NA,11844,5000,1,1,500,560,5000,2500,120,48000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5012",38544,"65",5,1,33,1,0,2,4,3,8,11,NA,11844,5000,1,1,500,560,5000,2500,120,48000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5013",38556,"65",7,2,38,1,0,2,4,3,5,8,NA,6200,5000,1,1,500,560,5000,2500,120,50000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5014",38556,"65",7,1,48,1,0,2,4,3,5,8,NA,6200,5000,1,1,500,560,5000,2500,120,50000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5015",38556,"65",7,2,35,1,0,2,4,3,5,8,NA,6200,5000,1,1,500,560,5000,2500,120,50000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5016",38556,"65",7,1,42,1,0,2,4,3,5,8,NA,6200,5000,1,1,500,560,5000,2500,120,50000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5017",38580,"65",3,1,36,1,0,2,4,1,11,15,NA,9533.33333333333,5000,1,1,500,560,5000,2500,180,60000,2,3,"Coal",1,3,1,0,1,NA,NA,NA,1,2
"5018",38580,"65",3,2,30,1,0,2,4,1,12,12,NA,9533.33333333333,5000,1,1,500,560,5000,2500,180,60000,2,3,"Coal",1,3,1,0,1,NA,NA,NA,1,2
"5019",38592,"65",6,2,22,1,0,2,4,3,5,8,0.800000011920929,7926.66666666667,5000,1,1,500,560,5000,2500,100,4000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5020",38592,"65",6,2,58,1,0,2,4,4,4,5,0.800000011920929,7926.66666666667,5000,1,1,500,560,5000,2500,100,4000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5021",38592,"65",6,1,23,2,0,2,4,3,5,8,0.800000011920929,7926.66666666667,5000,1,1,500,560,5000,2500,100,4000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5022",38592,"65",6,1,26,1,0,2,4,3,5,8,0.800000011920929,7926.66666666667,5000,1,1,500,560,5000,2500,100,4000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5023",38604,"65",3,1,60,1,0,2,4,4,4,5,NA,3273.33333333333,5000,1,1,500,560,5000,2500,80,32000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5024",38604,"65",3,2,60,1,0,2,4,4,4,5,NA,3273.33333333333,5000,1,1,500,560,5000,2500,80,32000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5025",38616,"65",5,1,47,1,0,2,4,4,5,8,NA,6600,6150,1,1,NA,774,6150,3850,100,50000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5026",38616,"65",5,2,43,1,0,2,1,4,6,11,NA,6600,6150,1,1,NA,774,6150,3850,100,50000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5027",38616,"65",5,2,20,2,0,2,4,2,7,11,NA,6600,6150,1,1,NA,774,6150,3850,100,50000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5028",38628,"65",4,1,17,2,0,2,4,3,5,8,NA,12500,6150,1,1,NA,774,6150,3850,100,50000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5029",38628,"65",4,2,40,1,0,2,4,4,5,8,NA,12500,6150,1,1,NA,774,6150,3850,100,50000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5030",38628,"65",4,1,46,1,0,2,1,4,6,11,NA,12500,6150,1,1,NA,774,6150,3850,100,50000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5031",38640,"65",7,2,54,1,0,2,4,4,4,5,NA,4517.14285714286,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5032",38640,"65",7,1,27,1,0,2,4,3,6,11,NA,4517.14285714286,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5033",38640,"65",7,2,22,1,0,2,4,3,6,11,NA,4517.14285714286,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5034",38640,"65",7,1,24,1,0,2,4,3,6,11,NA,4517.14285714286,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5035",38640,"65",7,2,22,1,0,2,4,3,6,11,NA,4517.14285714286,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5036",38652,"65",3,2,27,2,0,2,4,3,12,16,NA,11066.6666666667,6150,1,1,NA,774,6150,3850,100,20000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5037",38664,"65",5,1,54,1,0,2,1,3,6,11,NA,6360,6150,1,1,NA,774,6150,3850,100,30000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5038",38664,"65",5,2,20,1,0,2,4,1,5,8,NA,6360,6150,1,1,NA,774,6150,3850,100,30000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5039",38664,"65",5,2,51,1,0,2,4,4,5,8,NA,6360,6150,1,1,NA,774,6150,3850,100,30000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5040",38664,"65",5,1,20,2,0,2,4,3,5,8,NA,6360,6150,1,1,NA,774,6150,3850,100,30000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5041",38664,"65",5,1,23,1,0,2,4,3,5,8,NA,6360,6150,1,1,NA,774,6150,3850,100,30000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5042",38676,"65",3,1,23,2,0,2,4,1,5,9,NA,11200,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5043",38676,"65",3,2,56,1,0,2,4,1,4,5,NA,11200,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5044",38676,"65",3,1,56,1,0,2,4,1,4,5,NA,11200,6150,1,1,NA,774,6150,3850,100,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5045",38688,"65",5,1,28,1,0,2,4,3,5,8,NA,5760,6150,1,1,NA,774,6150,3850,120,55000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5046",38688,"65",5,2,26,1,0,2,4,3,5,8,NA,5760,6150,1,1,NA,774,6150,3850,120,55000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5047",38700,"65",5,1,31,1,0,2,4,3,6,11,NA,10520,6150,1,1,NA,774,6150,3850,120,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5048",38700,"65",5,2,30,1,0,2,4,2,12,15,NA,10520,6150,1,1,NA,774,6150,3850,120,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5049",38700,"65",5,2,51,4,0,2,4,4,4,5,NA,10520,6150,1,1,NA,774,6150,3850,120,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5050",38712,"65",5,1,39,1,0,2,4,3,4,NA,NA,5920,6150,1,1,NA,774,6150,3850,140,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5051",38712,"65",5,2,36,1,0,2,4,4,4,NA,NA,5920,6150,1,1,NA,774,6150,3850,140,60000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5052",38724,"65",3,2,46,3,0,2,4,4,4,5,NA,5000,6150,1,1,NA,774,6150,3850,150,50000,2,3,"Coal",1,1,1,0,4,NA,NA,NA,1,2
"5053",38736,"65",7,1,39,1,0,2,4,4,4,5,10,3071.42857142857,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,0,2,NA,0,0,1,2
"5054",38736,"65",7,1,30,2,0,2,4,4,4,5,10,3071.42857142857,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,0,2,NA,NA,NA,1,2
"5055",38736,"65",7,2,28,1,0,2,4,4,5,9,10,3071.42857142857,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,0,2,NA,0,0,1,2
"5056",38748,"65",5,1,30,1,0,2,4,4,4,5,13,3480,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,NA,3,NA,NA,NA,1,2
"5057",38748,"65",5,2,52,1,0,2,4,4,4,5,13,3480,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,15,3,NA,NA,NA,1,2
"5058",38748,"65",5,2,28,1,0,2,4,3,5,8,13,3480,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,NA,3,NA,NA,NA,1,2
"5059",38748,"65",5,1,55,1,0,2,4,3,5,8,13,3480,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,NA,3,NA,NA,10,2,1
"5060",38748,"65",5,1,21,2,0,2,4,4,5,8,13,3480,5095,1,1,6587,1009,5095,3607,160,40000,2,3,"Coal",1,2,1,NA,3,NA,NA,NA,1,2
"5061",38760,"65",4,2,34,1,0,2,4,4,4,5,8,4500,5095,1,1,6587,1009,5095,3607,160,NA,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,2
"5062",38760,"65",4,1,37,1,0,2,4,4,4,5,8,4500,5095,1,1,6587,1009,5095,3607,160,NA,2,3,"Coal",1,2,1,0,3,NA,NA,13,1,2
"5063",38772,"65",4,1,34,2,0,2,4,4,4,5,10,11525,5095,1,1,6587,1009,5095,3607,100,50000,2,3,"Coal",1,2,1,0,2,NA,1,10,1,2
"5064",38772,"65",4,1,25,2,0,2,4,4,5,8,10,11525,5095,1,1,6587,1009,5095,3607,100,50000,2,3,"Coal",1,2,1,0,2,NA,1,10,1,2
"5065",38772,"65",4,1,25,2,0,2,4,4,5,8,10,11525,5095,1,1,6587,1009,5095,3607,100,50000,2,3,"Coal",1,2,1,0,2,NA,1,10,1,2
"5066",38784,"65",2,1,40,1,0,2,4,4,4,NA,8,7150,5095,1,1,6587,1009,5095,3607,100,30000,2,3,"Coal",1,2,1,0,3,NA,NA,20,1,2
"5067",38784,"65",2,2,36,1,0,2,4,4,4,NA,8,7150,5095,1,1,6587,1009,5095,3607,100,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,2,2
"5068",38796,"65",4,2,48,1,0,2,4,4,4,5,15,6450,5095,1,1,6587,1009,5095,3607,120,20000,2,3,"Coal",1,1,1,0,4,1,NA,NA,1,2
"5069",38796,"65",4,2,17,2,0,2,2,4,6,10,15,6450,5095,1,1,6587,1009,5095,3607,120,20000,2,3,"Coal",1,1,1,0,4,1,NA,NA,1,2
"5070",38796,"65",4,1,52,1,0,2,4,4,5,8,15,6450,5095,1,1,6587,1009,5095,3607,120,20000,2,3,"Coal",1,1,1,0,4,1,NA,NA,1,2
"5071",38808,"65",4,2,45,1,0,2,4,4,4,5,8.19999980926514,5325,5095,1,1,6587,1009,5095,3607,150,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,2
"5072",38808,"65",4,1,20,2,0,2,4,3,5,9,8.19999980926514,5325,5095,1,1,6587,1009,5095,3607,150,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,2
"5073",38808,"65",4,1,49,1,0,2,4,4,4,5,8.19999980926514,5325,5095,1,1,6587,1009,5095,3607,150,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,2
"5074",38808,"65",4,2,17,2,0,2,4,3,5,9,8.19999980926514,5325,5095,1,1,6587,1009,5095,3607,150,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,2
"5075",38820,"65",5,2,36,1,0,2,4,4,4,5,10,6300,5095,1,1,6587,1009,5095,3607,150,40000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,NA
"5076",38820,"65",5,1,37,1,0,2,4,4,5,8,10,6300,5095,1,1,6587,1009,5095,3607,150,40000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,NA
"5077",38832,"65",7,2,35,1,0,2,4,4,4,5,8,6385.71428571429,5095,1,1,6587,1009,5095,3607,160,70000,2,3,"Coal",1,2,1,0,2,NA,NA,NA,1,2
"5078",38832,"65",7,2,60,1,0,2,4,4,4,5,8,6385.71428571429,5095,1,1,6587,1009,5095,3607,160,70000,2,3,"Coal",1,2,1,0,2,NA,NA,NA,1,2
"5079",38832,"65",7,1,38,1,0,2,4,4,6,11,8,6385.71428571429,5095,1,1,6587,1009,5095,3607,160,70000,2,3,"Coal",1,2,1,0,2,NA,NA,NA,1,2
"5080",38844,"65",4,1,37,1,0,2,1,1,9,14,3,23875,5095,1,1,6587,1009,5095,3607,100,30000,2,3,"Coal",1,2,1,0,1,NA,3,20,1,2
"5081",38844,"65",4,2,37,1,0,2,4,4,4,5,3,23875,5095,1,1,6587,1009,5095,3607,100,30000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5082",38856,"65",4,1,60,1,1,2,4,1,5,8,NA,17550,6500,1,1,2200,476,6500,4200,110,30000,2,3,"Firewood",1,1,1,NA,2,NA,3,20,1,NA
"5083",38856,"65",4,2,58,1,1,2,4,1,1,NA,NA,17550,6500,1,1,2200,476,6500,4200,110,30000,2,3,"Firewood",1,1,1,30,2,NA,0,0,1,NA
"5084",38856,"65",4,1,31,2,1,2,4,1,5,8,NA,17550,6500,1,1,2200,476,6500,4200,110,30000,2,3,"Firewood",1,1,1,NA,2,NA,7,20,1,NA
"5085",38868,"65",3,2,54,1,1,2,4,1,1,NA,3,3693.33333333333,6500,1,1,2200,476,6500,4200,40,8000,2,3,"Firewood",1,2,4,0,2,NA,NA,NA,3,2
"5086",38868,"65",3,1,56,1,1,2,4,1,5,8,3,3693.33333333333,6500,1,1,2200,476,6500,4200,40,8000,2,3,"Firewood",1,2,4,0,2,NA,NA,8,1,2
"5087",38868,"65",3,1,19,2,1,2,2,1,8,12,3,3693.33333333333,6500,1,1,2200,476,6500,4200,40,8000,2,3,"Firewood",1,2,1,0,2,NA,NA,NA,1,2
"5088",38880,"65",4,2,36,1,1,2,4,1,5,8,NA,17300,6500,1,1,2200,476,6500,4200,170,70000,2,3,"Coal",1,1,1,0,2,NA,NA,NA,1,2
"5089",38880,"65",4,1,36,1,1,2,4,1,5,8,NA,17300,6500,1,1,2200,476,6500,4200,170,70000,2,3,"Coal",1,1,1,0,2,NA,7,30,1,1
"5090",38892,"65",4,2,36,1,1,2,4,1,5,8,2.5,10100,6500,1,1,2200,476,6500,4200,130,30000,2,3,"Firewood",1,2,1,0,1,NA,NA,NA,1,2
"5091",38892,"65",4,1,38,1,1,2,4,1,5,8,2.5,10100,6500,1,1,2200,476,6500,4200,130,30000,2,3,"Firewood",1,2,1,0,1,NA,NA,15,1,2
"5092",38904,"65",3,2,46,1,1,2,4,1,5,8,NA,9200,6500,1,1,2200,476,6500,4200,100,30000,2,3,"Coal",1,2,3,0,2,NA,NA,NA,1,2
"5093",38904,"65",3,1,44,1,1,2,4,1,5,8,NA,9200,6500,1,1,2200,476,6500,4200,100,30000,2,3,"Coal",1,2,3,0,2,NA,7,20,1,2
"5094",38904,"65",3,1,16,2,1,2,2,1,6,12,NA,9200,6500,1,1,2200,476,6500,4200,100,30000,2,3,"Coal",1,2,1,0,2,NA,NA,NA,1,2
"5095",38916,"65",3,2,28,2,1,2,4,1,5,9,NA,20766.6666666667,6500,1,1,2200,476,6500,4200,70,40000,2,3,"Coal",1,2,3,NA,2,NA,NA,NA,1,2
"5096",38916,"65",3,2,57,1,1,2,4,1,4,5,NA,20766.6666666667,6500,1,1,2200,476,6500,4200,70,40000,2,3,"Coal",1,2,2,20,2,NA,NA,NA,1,2
"5097",38916,"65",3,1,58,1,1,2,4,1,4,5,NA,20766.6666666667,6500,1,1,2200,476,6500,4200,70,40000,2,3,"Coal",1,2,2,10,2,NA,NA,20,1,2
"5098",38928,"65",2,2,55,1,0,2,4,4,4,5,NA,9710,4800,1,1,8000,877,4800,2800,150,40000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5099",38940,"65",4,1,43,1,0,2,4,4,4,5,2,8325,4800,1,1,8000,877,4800,2800,140,45000,2,3,"Coal",1,2,1,0,1,NA,1,10,1,2
"5100",38940,"65",4,2,18,2,0,2,2,1,8,11,2,8325,4800,1,1,8000,877,4800,2800,140,45000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5101",38940,"65",4,2,43,1,0,2,4,4,5,8,2,8325,4800,1,1,8000,877,4800,2800,140,45000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5102",38952,"65",5,1,32,1,0,2,4,4,4,5,5,6684,4800,1,1,8000,877,4800,2800,120,40000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5103",38952,"65",5,2,36,3,0,2,4,4,1,NA,5,6684,4800,1,1,8000,877,4800,2800,120,40000,2,3,"Coal",1,2,1,0,1,NA,1,6,1,2
"5104",38952,"65",5,2,60,1,0,2,4,4,1,NA,5,6684,4800,1,1,8000,877,4800,2800,120,40000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5105",38952,"65",5,2,32,1,0,2,4,4,5,8,5,6684,4800,1,1,8000,877,4800,2800,120,40000,2,3,"Coal",1,2,1,0,1,NA,NA,NA,1,2
"5106",38964,"65",3,1,38,1,0,2,4,4,4,5,NA,7900,4800,1,1,8000,877,4800,2800,80,45000,2,3,"Coal",1,3,1,0,1,NA,1,10,1,2
"5107",38964,"65",3,2,38,1,0,2,4,4,4,5,NA,7900,4800,1,1,8000,877,4800,2800,80,45000,2,3,"Coal",1,3,1,0,1,NA,NA,NA,1,2
"5108",38976,"65",5,1,23,1,0,2,4,3,5,NA,NA,9460.2,4800,1,1,8000,877,4800,2800,100,30000,2,3,"Coal",1,3,1,0,1,NA,NA,5,1,2
"5109",38976,"65",5,2,30,1,0,2,2,2,10,NA,NA,9460.2,4800,1,1,8000,877,4800,2800,100,30000,2,3,"Coal",1,3,1,0,1,NA,NA,5,1,2
"5110",38976,"65",5,2,58,1,0,2,4,4,2,NA,NA,9460.2,4800,1,1,8000,877,4800,2800,100,30000,2,3,"Coal",1,3,1,0,1,NA,NA,NA,1,2
"5111",38988,"65",6,2,30,1,0,2,1,4,5,NA,1,9596.66666666667,4800,1,1,3750,683,4800,2600,200,8000,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5112",38988,"65",6,1,36,1,0,3,4,1,8,NA,1,9596.66666666667,4800,1,1,3750,683,4800,2600,200,8000,2,3,"Coal",1,1,1,0,1,NA,2,10,1,2
"5113",39000,"65",8,1,34,1,0,2,4,3,4,5,NA,1412.5,4800,1,1,3750,683,4800,2600,170,30000,2,3,"Firewood",1,1,1,0,4,1,1,NA,1,2
"5114",39000,"65",8,2,30,1,0,2,4,3,5,8,NA,1412.5,4800,1,1,3750,683,4800,2600,170,30000,2,3,"Firewood",1,1,1,0,4,1,NA,NA,1,2
"5115",39000,"65",8,1,37,2,0,2,4,4,1,NA,NA,1412.5,4800,1,1,3750,683,4800,2600,170,30000,2,3,"Firewood",1,1,1,0,4,1,NA,NA,2,2
"5116",39000,"65",8,2,30,1,0,2,4,3,4,5,NA,1412.5,4800,1,1,3750,683,4800,2600,170,30000,2,3,"Firewood",1,1,1,0,4,1,NA,NA,2,2
"5117",39000,"65",8,1,50,1,0,2,4,3,1,NA,NA,1412.5,4800,1,1,3750,683,4800,2600,170,30000,2,3,"Firewood",1,1,1,0,4,1,NA,NA,2,2
"5118",39012,"65",3,2,30,1,0,2,4,4,5,8,5,3066.66666666667,4800,1,1,3750,683,4800,2600,70,20000,2,3,"Coal",1,1,1,0,5,1,NA,NA,1,2
"5119",39012,"65",3,1,32,1,0,2,4,4,5,8,5,3066.66666666667,4800,1,1,3750,683,4800,2600,70,20000,2,3,"Coal",1,1,1,0,5,1,1,10,1,2
"5120",39024,"65",4,2,45,1,0,2,4,4,5,9,8,32000,4800,1,1,3750,683,4800,2600,150,1e+05,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5121",39024,"65",4,2,21,2,0,2,4,2,9,NA,8,32000,4800,1,1,3750,683,4800,2600,150,1e+05,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5122",39024,"65",4,1,49,1,0,2,1,3,8,12,8,32000,4800,1,1,3750,683,4800,2600,150,1e+05,2,3,"Coal",1,1,1,0,1,NA,NA,20,1,2
"5123",39024,"65",4,2,16,2,0,2,4,2,5,NA,8,32000,4800,1,1,3750,683,4800,2600,150,1e+05,2,3,"Coal",1,1,1,0,1,NA,NA,NA,1,2
"5124",39036,"65",5,1,20,2,0,2,4,3,6,12,8,8560,4800,1,1,3750,683,4800,2600,100,20000,2,3,"Coal",NA,2,1,30,1,NA,1,10,1,2
"5125",39036,"65",5,2,40,1,0,2,4,4,4,5,8,8560,4800,1,1,3750,683,4800,2600,100,20000,2,3,"Coal",NA,2,1,10,1,NA,NA,NA,1,2
"5126",39036,"65",5,1,45,1,0,2,1,3,5,8,8,8560,4800,1,1,3750,683,4800,2600,100,20000,2,3,"Coal",NA,2,1,0,1,NA,NA,NA,1,2
"5127",39048,"65",6,2,24,1,0,2,4,3,5,6,13,6383.33333333333,4800,1,1,3750,683,4800,2600,150,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,2
"5128",39048,"65",6,1,23,2,0,2,4,3,5,6,13,6383.33333333333,4800,1,1,3750,683,4800,2600,150,30000,2,3,"Coal",1,2,1,0,3,NA,1,5,1,2
"5129",39048,"65",6,2,56,1,0,2,4,4,4,5,13,6383.33333333333,4800,1,1,3750,683,4800,2600,150,30000,2,3,"Coal",1,2,1,0,3,NA,NA,NA,1,1
"5130",39048,"65",6,1,27,1,0,2,4,3,5,8,13,6383.33333333333,4800,1,1,3750,683,4800,2600,150,30000,2,3,"Coal",1,2,1,0,3,NA,1,NA,1,2
"5131",39060,"65",3,1,33,1,0,2,4,3,5,NA,2,3200,4800,1,1,3750,683,4800,2600,50,15000,2,3,"Coal",1,1,1,0,3,NA,NA,NA,1,2
"5132",39060,"65",3,2,24,1,0,2,4,3,5,NA,2,3200,4800,1,1,3750,683,4800,2600,50,15000,2,3,"Coal",1,1,1,0,3,NA,NA,NA,1,2
"5133",39072,"65",4,1,40,1,0,2,4,3,6,11,5,13250,4800,1,1,3750,683,4800,2600,150,40000,2,3,"Coal",1,1,1,0,2,NA,1,20,1,2
"5134",39072,"65",4,2,37,1,0,2,4,4,4,5,5,13250,4800,1,1,3750,683,4800,2600,150,40000,2,3,"Coal",1,1,1,0,2,NA,NA,NA,1,2
"5135",39084,"65",5,2,31,1,0,NA,4,4,5,NA,8,5400,4800,1,1,3750,683,4800,2600,70,25000,2,3,"Coal",1,1,1,0,3,NA,NA,NA,1,2
