"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b06","b11","b01","b02","CookMthd","b04","b05","a16","a18","h28","h29","a19","a20","a17","a21"
"12992",118800,"43",4,2,24,1,0,1,4,2,5,9,4,2220,2950,3,1,250,138,2950,1200,120,14000,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,2
"12993",118800,"43",4,1,26,1,0,1,4,2,5,9,4,2220,2950,3,1,250,138,2950,1200,120,14000,NA,NA,NA,NA,NA,1,NA,2,NA,NA,18,1,2
"12994",118812,"43",6,1,46,1,0,1,4,1,6,NA,6,3076.5,2950,3,1,250,138,2950,1200,130,23000,NA,NA,NA,NA,NA,1,0,3,1,2,3,1,2
"12995",118812,"43",6,2,41,1,0,1,4,1,6,NA,6,3076.5,2950,3,1,250,138,2950,1200,130,23000,NA,NA,NA,NA,NA,1,0,3,1,NA,NA,1,2
"12996",118812,"43",6,1,41,2,0,1,4,1,6,NA,6,3076.5,2950,3,1,250,138,2950,1200,130,23000,NA,NA,NA,NA,NA,1,0,3,1,NA,NA,1,2
"12997",118824,"43",5,1,56,3,0,1,4,3,5,7,3,2432,2950,3,1,250,138,2950,1200,120,11000,NA,NA,NA,NA,NA,1,NA,2,NA,0,0,1,2
"12998",118824,"43",5,1,27,1,0,1,4,2,5,9,3,2432,2950,3,1,250,138,2950,1200,120,11000,NA,NA,NA,NA,NA,1,NA,2,NA,0,40,1,2
"12999",118824,"43",5,1,24,2,0,1,4,2,5,9,3,2432,2950,3,1,250,138,2950,1200,120,11000,NA,NA,NA,NA,NA,1,NA,2,NA,0,40,1,2
"13000",118824,"43",5,2,25,1,0,1,4,2,8,12,3,2432,2950,3,1,250,138,2950,1200,120,11000,NA,NA,NA,NA,NA,1,NA,2,NA,0,0,1,2
"13001",118836,"43",5,2,50,1,0,1,1,2,6,9,3,2469.4,2950,3,1,250,138,2950,1200,120,15000,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,2
"13002",118836,"43",5,1,25,1,0,1,4,2,8,11,3,2469.4,2950,3,1,250,138,2950,1200,120,15000,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,2
"13003",118836,"43",5,1,24,2,0,1,4,2,12,15,3,2469.4,2950,3,1,250,138,2950,1200,120,15000,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,2
"13004",118836,"43",5,1,55,1,0,1,4,2,6,9,3,2469.4,2950,3,1,250,138,2950,1200,120,15000,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,2
"13005",118848,"43",5,2,26,1,0,1,4,1,4,6,6,2490,2950,3,1,250,138,2950,1200,200,16000,NA,NA,NA,NA,NA,1,NA,3,NA,0,0,NA,2
"13006",118848,"43",5,2,55,1,0,1,4,3,2,0,6,2490,2950,3,1,250,138,2950,1200,200,16000,NA,NA,NA,NA,NA,1,NA,3,NA,0,0,NA,2
"13007",118848,"43",5,1,39,1,0,1,4,1,4,6,6,2490,2950,3,1,250,138,2950,1200,200,16000,NA,NA,NA,NA,NA,1,NA,3,NA,1,40,NA,2
"13008",118860,"43",5,2,50,1,0,1,4,2,4,1,4,2329.8,2950,3,1,250,138,2950,1200,120,14000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2
"13009",118860,"43",5,2,24,1,0,1,4,2,5,9,4,2329.8,2950,3,1,250,138,2950,1200,120,14000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2
"13010",118860,"43",5,1,25,1,0,1,4,2,5,9,4,2329.8,2950,3,1,250,138,2950,1200,120,14000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2
"13011",118872,"43",5,2,60,1,NA,1,4,4,1,0,4,1813,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,4,0,4,3,0,0,1,1
"13012",118872,"43",5,1,32,2,NA,1,4,1,5,9,4,1813,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,4,3,0,30,1,2
"13013",118872,"43",5,2,24,2,NA,1,4,1,5,9,4,1813,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,4,3,0,0,1,2
"13014",118872,"43",5,2,26,2,NA,1,4,1,5,9,4,1813,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,4,3,0,0,1,2
"13015",118884,"43",6,2,33,2,0,1,4,1,8,12,3,2766.5,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13016",118884,"43",6,1,30,2,0,1,4,3,5,9,3,2766.5,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13017",118884,"43",6,2,26,2,0,1,2,3,5,9,3,2766.5,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13018",118884,"43",6,2,59,1,0,1,4,3,4,4,3,2766.5,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13019",118884,"43",6,1,24,2,0,1,2,3,5,9,3,2766.5,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13020",118896,"43",5,1,60,1,0,NA,4,3,4,5,2,1823.2,2900,3,1,650,272,2900,1100,60,16000,NA,NA,NA,NA,NA,2,0,2,NA,2,40,1,2
"13021",118896,"43",5,2,53,1,0,NA,4,3,5,7,2,1823.2,2900,3,1,650,272,2900,1100,60,16000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13022",118896,"43",5,1,29,2,0,NA,4,2,5,9,2,1823.2,2900,3,1,650,272,2900,1100,60,16000,NA,NA,NA,NA,NA,1,0,2,NA,2,40,1,2
"13023",118896,"43",5,2,19,2,0,NA,4,2,5,9,2,1823.2,2900,3,1,650,272,2900,1100,60,16000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13024",118896,"43",5,2,24,2,0,NA,4,2,5,9,2,1823.2,2900,3,1,650,272,2900,1100,60,16000,NA,NA,NA,NA,NA,1,0,2,NA,0,20,1,2
"13025",118908,"43",4,1,37,3,0,1,4,2,4,NA,2.5,1753,2900,3,1,650,272,2900,1100,120,18000,NA,NA,NA,NA,NA,1,0,2,NA,7,20,1,2
"13026",118908,"43",4,1,16,NA,0,1,2,2,5,8,2.5,1753,2900,3,1,650,272,2900,1100,120,18000,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,1,2
"13027",118920,"43",3,1,59,4,0,1,4,2,4,NA,3,5730,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,2,NA,4,1,NA,NA,1,2
"13028",118932,"43",5,1,43,1,0,1,NA,1,4,5,2.1,1851.4,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,NA,3,NA,NA,30,1,1
"13029",118932,"43",5,2,43,1,0,1,NA,1,4,1,2.1,1851.4,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,1,1
"13030",118932,"43",5,1,18,2,0,1,2,1,6,8,2.1,1851.4,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,3,NA,NA,30,1,1
"13031",118932,"43",5,2,17,2,0,1,2,1,9,8,2.1,1851.4,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,3,NA,NA,NA,1,1
"13032",118932,"43",5,1,21,2,0,1,2,1,4,6,2.1,1851.4,2900,3,1,650,272,2900,1100,90,20000,NA,NA,NA,NA,NA,1,0,3,NA,NA,30,2,1
"13033",118944,"43",5,1,45,1,0,1,1,1,5,9,1.5,4823.6,2900,3,1,650,272,2900,1100,80,18000,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,2
"13034",118944,"43",5,2,20,2,0,1,2,1,5,9,1.5,4823.6,2900,3,1,650,272,2900,1100,80,18000,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,2
"13035",118944,"43",5,2,18,1,0,1,2,1,5,9,1.5,4823.6,2900,3,1,650,272,2900,1100,80,18000,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,2
"13036",118944,"43",5,2,44,1,0,1,NA,1,5,9,1.5,4823.6,2900,3,1,650,272,2900,1100,80,18000,NA,NA,NA,NA,NA,1,30,1,NA,NA,NA,1,2
"13037",118956,"43",4,1,42,1,0,1,4,2,NA,NA,2.2,3403.5,2900,3,1,650,272,2900,1100,80,20000,NA,NA,NA,NA,NA,1,180,4,1,0,0,1,2
"13038",118956,"43",4,2,36,1,0,4,4,2,NA,NA,2.2,3403.5,2900,3,1,650,272,2900,1100,80,20000,NA,NA,NA,NA,NA,1,0,4,1,0,0,1,2
"13039",118968,"43",4,1,35,2,0,1,4,1,5,7,2.6,2846.5,2900,3,1,650,272,2900,1100,60,17000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13040",118968,"43",4,1,40,3,0,1,4,3,4,5,2.6,2846.5,2900,3,1,650,272,2900,1100,60,17000,NA,NA,NA,NA,NA,1,0,2,NA,3,40,1,2
"13041",118980,"43",6,2,47,NA,NA,NA,1,4,5,7,2,1600.5,2900,3,1,650,272,2900,1100,60,15000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13042",118980,"43",6,1,47,NA,NA,NA,4,4,5,7,2,1600.5,2900,3,1,650,272,2900,1100,60,15000,NA,NA,NA,NA,NA,1,0,2,NA,5,0,1,2
"13043",118980,"43",6,2,19,NA,NA,NA,4,2,5,9,2,1600.5,2900,3,1,650,272,2900,1100,60,15000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13044",118980,"43",6,2,17,NA,NA,NA,4,2,6,10,2,1600.5,2900,3,1,650,272,2900,1100,60,15000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13045",118980,"43",6,2,22,NA,NA,NA,4,3,5,9,2,1600.5,2900,3,1,650,272,2900,1100,60,15000,NA,NA,NA,NA,NA,1,0,2,NA,0,0,1,2
"13046",118992,"43",7,1,38,1,0,1,4,2,4,6,6.9,2201,1740,3,1,1200,280,1740,1382,125,12500,2,4,"Firewood",6,3,1,NA,2,NA,NA,NA,1,2
"13047",118992,"43",7,2,37,1,0,1,4,2,4,6,6.9,2201,1740,3,1,1200,280,1740,1382,125,12500,2,4,"Firewood",6,3,1,NA,2,NA,NA,NA,1,2
"13048",119004,"43",6,2,58,1,0,1,1,2,4,4,8,2777.83333333333,1740,3,1,1200,280,1740,1382,50,5500,2,4,"Firewood",6,3,1,5,2,NA,NA,NA,1,2
"13049",119004,"43",6,1,29,1,1,1,2,2,5,9,8,2777.83333333333,1740,3,1,1200,280,1740,1382,50,5500,2,4,"Firewood",6,3,1,NA,2,NA,NA,NA,1,2
"13050",119004,"43",6,2,28,1,1,1,2,2,5,9,8,2777.83333333333,1740,3,1,1200,280,1740,1382,50,5500,2,4,"Firewood",6,3,1,NA,2,NA,3,20,1,2
"13051",119016,"43",5,1,46,3,1,1,4,2,5,8,11,2239.4,1740,3,1,1200,280,1740,1382,110,11500,2,4,"Firewood",6,3,3,0,2,NA,2,NA,1,2
"13052",119016,"43",5,2,17,2,1,1,2,1,8,12,11,2239.4,1740,3,1,1200,280,1740,1382,110,11500,2,4,"Firewood",6,3,3,0,2,NA,NA,NA,1,2
"13053",119016,"43",5,2,16,2,1,1,2,1,8,10,11,2239.4,1740,3,1,1200,280,1740,1382,110,11500,2,4,"Firewood",6,3,3,0,2,NA,NA,NA,1,2
"13054",119040,"43",3,1,30,2,0,1,2,2,6,12,7,2861,1740,3,1,1200,280,1740,1382,60,5400,3,4,"Firewood",6,3,1,NA,2,NA,NA,NA,1,2
"13055",119052,"43",4,1,58,1,0,1,4,3,5,8,7.8,3837.5,1740,3,1,1200,280,1740,1382,112,10500,2,4,"Firewood",6,3,1,NA,2,NA,NA,11,1,2
"13056",119052,"43",4,2,59,1,1,1,4,4,4,4,7.8,3837.5,1740,3,1,1200,280,1740,1382,112,10500,2,4,"Firewood",6,3,1,NA,2,NA,NA,NA,1,2
"13057",119052,"43",4,1,30,2,0,1,2,3,4,6,7.8,3837.5,1740,3,1,1200,280,1740,1382,112,10500,2,4,"Firewood",6,3,1,NA,2,NA,NA,NA,1,2
"13058",119064,"43",4,1,45,NA,0,1,4,2,5,9,3,5198.25,1740,3,1,1200,280,1740,1382,120,45000,2,4,"Firewood",6,3,NA,NA,2,NA,NA,NA,1,2
"13059",119064,"43",4,2,42,NA,0,1,4,2,5,9,3,5198.25,1740,3,1,1200,280,1740,1382,120,45000,2,4,"Firewood",6,3,3,NA,2,NA,NA,NA,1,2
"13060",119064,"43",4,2,20,NA,0,1,2,2,5,9,3,5198.25,1740,3,1,1200,280,1740,1382,120,45000,2,4,"Firewood",6,3,NA,NA,2,NA,NA,NA,1,2
"13061",119076,"43",5,1,56,1,0,1,1,3,5,7,6,4689,1740,3,1,1200,280,1740,1382,200,150000,NA,NA,NA,NA,NA,1,0,2,NA,14,40,1,2
"13062",119076,"43",5,2,59,1,0,1,4,3,4,4,6,4689,1740,3,1,1200,280,1740,1382,200,150000,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,1,2
"13063",119076,"43",5,1,30,1,0,1,2,2,5,9,6,4689,1740,3,1,1200,280,1740,1382,200,150000,NA,NA,NA,NA,NA,1,0,2,NA,NA,20,1,2
"13064",119076,"43",5,2,29,1,1,1,2,2,5,9,6,4689,1740,3,1,1200,280,1740,1382,200,150000,NA,NA,NA,NA,NA,1,0,2,NA,NA,NA,1,2
"13065",119088,"43",7,1,54,1,NA,1,4,2,6,10,NA,2373.42857142857,1740,3,1,1200,280,1740,1382,60,2900,NA,NA,NA,NA,NA,1,NA,2,NA,7,35,2,2
"13066",119088,"43",7,2,52,1,NA,1,4,2,4,8,NA,2373.42857142857,1740,3,1,1200,280,1740,1382,60,2900,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,2
"13067",119088,"43",7,1,27,1,NA,1,2,2,6,10,NA,2373.42857142857,1740,3,1,1200,280,1740,1382,60,2900,NA,NA,NA,NA,NA,1,NA,2,NA,NA,50,2,2
"13068",119088,"43",7,2,23,1,NA,1,2,2,5,9,NA,2373.42857142857,1740,3,1,1200,280,1740,1382,60,2900,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,2
"13069",119088,"43",7,1,21,2,NA,1,2,2,5,9,NA,2373.42857142857,1740,3,1,1200,280,1740,1382,60,2900,NA,NA,NA,NA,NA,1,NA,2,NA,NA,10,2,2
"13070",119100,"43",7,1,57,1,0,1,1,2,6,11,5.7,2320,1740,3,1,1200,280,1740,1382,200,20000,NA,NA,NA,NA,NA,5,120,1,NA,4,NA,1,2
"13071",119100,"43",7,2,56,1,0,1,4,3,4,2,5.7,2320,1740,3,1,1200,280,1740,1382,200,20000,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2
"13072",119100,"43",7,1,30,1,0,1,2,2,5,9,5.7,2320,1740,3,1,1200,280,1740,1382,200,20000,NA,NA,NA,NA,NA,1,NA,1,NA,2,20,NA,2
"13073",119100,"43",7,2,29,1,0,1,2,2,5,9,5.7,2320,1740,3,1,1200,280,1740,1382,200,20000,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2
"13074",119100,"43",7,2,20,2,0,1,2,2,5,9,5.7,2320,1740,3,1,1200,280,1740,1382,200,20000,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2
"13075",119112,"43",4,1,35,1,0,1,NA,3,5,9,4.5,7223.25,1195,3,1,595,315,1195,865,110,3500,2,4,"Firewood",NA,2,1,NA,2,NA,3,20,2,2
"13076",119112,"43",4,2,31,1,0,1,NA,3,5,9,4.5,7223.25,1195,3,1,595,315,1195,865,110,3500,2,4,"Firewood",NA,2,1,NA,2,NA,NA,NA,2,2
"13077",119124,"43",4,2,55,1,0,1,4,4,1,NA,2,1914,1195,3,1,595,315,1195,865,100,4800,2,4,"Firewood",4,2,1,NA,3,NA,NA,NA,2,2
"13078",119136,"43",6,2,47,1,0,1,4,3,5,8,1.4,2297.33333333333,1195,3,1,595,315,1195,865,60,2500,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13079",119136,"43",6,1,46,1,0,1,4,3,5,8,1.4,2297.33333333333,1195,3,1,595,315,1195,865,60,2500,2,4,"Firewood",4,2,1,NA,4,1,4,NA,1,2
"13080",119136,"43",6,1,24,2,0,1,4,2,5,9,1.4,2297.33333333333,1195,3,1,595,315,1195,865,60,2500,2,4,"Firewood",4,2,1,NA,4,1,NA,5,1,2
"13081",119136,"43",6,2,23,2,0,1,4,2,5,9,1.4,2297.33333333333,1195,3,1,595,315,1195,865,60,2500,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13082",119136,"43",6,2,20,2,0,1,2,1,11,13,1.4,2297.33333333333,1195,3,1,595,315,1195,865,60,2500,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13083",119148,"43",5,2,46,1,0,1,4,4,4,6,4.8,7384.6,1195,3,1,595,315,1195,865,110,4000,2,4,"Firewood",4,2,1,NA,3,NA,NA,NA,1,2
"13084",119148,"43",5,1,50,1,0,1,4,4,5,8,4.8,7384.6,1195,3,1,595,315,1195,865,110,4000,2,4,"Firewood",4,2,1,NA,3,NA,NA,NA,1,2
"13085",119148,"43",5,1,23,2,0,1,1,1,11,16,4.8,7384.6,1195,3,1,595,315,1195,865,110,4000,2,4,"Firewood",4,2,1,NA,3,NA,2,NA,1,2
"13086",119148,"43",5,2,19,2,0,1,2,2,6,12,4.8,7384.6,1195,3,1,595,315,1195,865,110,4000,2,4,"Firewood",4,2,1,NA,3,NA,NA,NA,1,2
"13087",119160,"43",2,1,57,2,0,1,4,4,4,5,1,2466,1195,3,1,595,315,1195,865,60,6500,2,4,"Firewood",4,2,1,5,3,NA,8,11,1,2
"13088",119172,"43",5,1,31,1,0,1,4,3,4,6,NA,1810.8,1195,3,1,595,315,1195,865,80,3500,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13089",119172,"43",5,2,23,1,0,1,4,3,5,9,NA,1810.8,1195,3,1,595,315,1195,865,80,3500,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13090",119184,"43",5,1,43,1,0,1,4,4,4,6,0.7,2892.8,1195,3,1,595,315,1195,865,180,50000,2,4,"Firewood",4,2,1,3,5,1,NA,NA,2,2
"13091",119184,"43",5,2,40,1,1,1,4,3,4,6,0.7,2892.8,1195,3,1,595,315,1195,865,180,50000,2,4,"Firewood",4,2,1,NA,5,1,NA,NA,2,2
"13092",119184,"43",5,2,19,2,0,1,4,2,5,9,0.7,2892.8,1195,3,1,595,315,1195,865,180,50000,2,4,"Firewood",4,2,1,NA,5,1,NA,NA,2,2
"13093",119184,"43",5,2,17,2,0,1,4,2,5,9,0.7,2892.8,1195,3,1,595,315,1195,865,180,50000,2,4,"Firewood",4,2,1,5,5,1,NA,NA,2,2
"13094",119196,"43",4,2,41,1,0,1,4,4,1,NA,3.2,2615,1195,3,1,595,315,1195,865,30,2000,2,4,"Firewood",4,2,1,205,4,1,NA,NA,1,2
"13095",119196,"43",4,2,20,2,0,1,4,3,5,NA,3.2,2615,1195,3,1,595,315,1195,865,30,2000,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13096",119196,"43",4,1,17,2,0,1,2,2,6,11,3.2,2615,1195,3,1,595,315,1195,865,30,2000,2,4,"Firewood",4,2,1,NA,4,1,NA,NA,1,2
"13097",119220,"43",6,1,47,1,0,1,1,3,5,8,1.2,4403.5,1195,3,1,595,315,1195,865,170,150000,2,4,"Firewood",4,2,1,5,3,NA,13,20,1,2
"13098",119220,"43",6,2,48,1,1,1,4,4,5,8,1.2,4403.5,1195,3,1,595,315,1195,865,170,150000,2,4,"Firewood",4,2,1,NA,3,NA,NA,NA,1,2
"13099",119220,"43",6,2,22,2,0,1,2,1,9,16,1.2,4403.5,1195,3,1,595,315,1195,865,170,150000,2,4,"Firewood",4,2,1,NA,3,NA,NA,NA,1,2
"13100",119220,"43",6,1,24,1,0,1,1,3,5,9,1.2,4403.5,1195,3,1,595,315,1195,865,170,150000,2,4,"Firewood",4,2,1,NA,3,NA,7,10,1,2
"13101",119220,"43",6,2,23,1,0,1,4,3,8,12,1.2,4403.5,1195,3,1,595,315,1195,865,170,150000,2,4,"Firewood",4,2,1,45,3,NA,NA,NA,1,2
"13102",119232,"43",4,1,44,1,0,1,4,2,5,9,5.5,6876.5,1456,3,1,540,238,1456,1287,115,23000,2,4,"Firewood",4,2,1,0,2,NA,2,20,1,2
"13103",119232,"43",4,2,41,1,0,1,4,2,5,9,5.5,6876.5,1456,3,1,540,238,1456,1287,115,23000,2,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13104",119232,"43",4,1,19,2,0,1,4,2,5,9,5.5,6876.5,1456,3,1,540,238,1456,1287,115,23000,2,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13105",119256,"43",4,1,43,1,0,1,4,2,5,9,2.8,5534.25,1456,3,1,540,238,1456,1287,240,80000,3,4,"Firewood",4,2,1,0,2,NA,2,0,1,2
"13106",119256,"43",4,2,38,1,0,1,4,2,5,9,2.8,5534.25,1456,3,1,540,238,1456,1287,240,80000,3,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13107",119268,"43",6,1,55,1,0,1,4,2,5,9,6.5,2436.83333333333,1456,3,1,540,238,1456,1287,120,21000,2,4,"Firewood",4,2,1,0,3,NA,0,20,1,2
"13108",119268,"43",6,2,55,1,0,1,4,2,6,12,6.5,2436.83333333333,1456,3,1,540,238,1456,1287,120,21000,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13109",119268,"43",6,1,29,1,0,1,4,2,5,9,6.5,2436.83333333333,1456,3,1,540,238,1456,1287,120,21000,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13110",119268,"43",6,1,27,2,0,1,4,2,5,9,6.5,2436.83333333333,1456,3,1,540,238,1456,1287,120,21000,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13111",119268,"43",6,2,24,1,0,1,4,2,5,9,6.5,2436.83333333333,1456,3,1,540,238,1456,1287,120,21000,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13112",119280,"43",4,1,40,1,0,1,4,2,5,NA,1.6,7215,1456,3,1,540,238,1456,1287,80,10000,2,4,"Firewood",4,2,1,0,2,NA,NA,NA,1,2
"13113",119280,"43",4,2,39,1,0,1,4,2,4,NA,1.6,7215,1456,3,1,540,238,1456,1287,80,10000,2,4,"Firewood",4,2,1,0,2,NA,NA,NA,1,2
"13114",119292,"43",5,1,38,1,0,1,4,2,5,9,5,6783.4,1456,3,1,540,238,1456,1287,400,220000,2,4,"Firewood",4,2,1,0,3,NA,4,20,1,2
"13115",119292,"43",5,2,36,1,0,1,4,2,8,12,5,6783.4,1456,3,1,540,238,1456,1287,400,220000,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13116",119304,"43",4,1,35,1,0,1,4,1,5,9,4,2586.25,1456,3,1,540,238,1456,1287,120,20000,2,4,"Firewood",4,2,1,0,3,NA,3,20,1,2
"13117",119304,"43",4,2,34,1,1,1,4,1,5,9,4,2586.25,1456,3,1,540,238,1456,1287,120,20000,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13118",119316,"43",4,1,45,1,0,1,1,1,6,12,3.5,4426,1456,3,1,540,238,1456,1287,80,10000,2,4,"Firewood",4,2,1,0,2,NA,2,20,1,2
"13119",119316,"43",4,2,43,1,0,1,4,1,5,9,3.5,4426,1456,3,1,540,238,1456,1287,80,10000,2,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13120",119316,"43",4,2,17,NA,0,1,4,1,5,9,3.5,4426,1456,3,1,540,238,1456,1287,80,10000,2,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13121",119328,"43",5,1,43,1,0,1,4,2,5,9,4.1,2316,1456,3,1,540,238,1456,1287,50,2500,2,4,"Firewood",4,2,1,0,3,NA,2,20,1,2
"13122",119328,"43",5,2,43,1,0,1,4,2,5,9,4.1,2316,1456,3,1,540,238,1456,1287,50,2500,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13123",119328,"43",5,2,16,NA,0,1,3,2,5,9,4.1,2316,1456,3,1,540,238,1456,1287,50,2500,2,4,"Firewood",4,2,1,0,3,NA,0,0,1,2
"13124",119340,"43",3,1,49,1,0,1,1,1,6,10,7.7,8357,1456,3,1,540,238,1456,1287,160,25000,2,4,"Firewood",4,2,1,0,2,NA,2,11,1,2
"13125",119340,"43",3,2,51,1,0,1,4,2,6,10,7.7,8357,1456,3,1,540,238,1456,1287,160,25000,2,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13126",119340,"43",3,1,21,2,0,1,2,1,8,12,7.7,8357,1456,3,1,540,238,1456,1287,160,25000,2,4,"Firewood",4,2,1,0,2,NA,0,0,1,2
"13127",119352,"43",6,1,55,1,0,1,4,2,4,6,2.2,1816.66666666667,1700,3,1,984.9,294,1700,1382,200,15000,2,4,"Firewood",4,3,1,NA,1,NA,14,40,1,2
"13128",119352,"43",6,2,50,1,1,1,4,2,4,5,2.2,1816.66666666667,1700,3,1,984.9,294,1700,1382,200,15000,2,4,"Firewood",4,3,1,NA,1,NA,NA,10,1,2
"13129",119352,"43",6,1,22,1,0,1,4,2,7,12,2.2,1816.66666666667,1700,3,1,984.9,294,1700,1382,200,15000,2,4,"Firewood",4,3,2,35,1,NA,NA,NA,1,2
"13130",119352,"43",6,2,21,1,0,1,4,2,5,9,2.2,1816.66666666667,1700,3,1,984.9,294,1700,1382,200,15000,2,4,"Firewood",4,3,1,NA,1,NA,NA,NA,1,2
"13131",119364,"43",4,1,34,1,1,1,4,2,8,12,1.8,6325,1700,3,1,984.9,294,1700,1382,250,2e+05,2,4,"Coal",4,2,1,NA,2,NA,NA,30,1,2
"13132",119364,"43",4,2,34,1,0,1,4,2,5,9,1.8,6325,1700,3,1,984.9,294,1700,1382,250,2e+05,2,4,"Coal",4,2,1,NA,2,NA,NA,NA,1,2
"13133",119388,"43",5,1,49,1,0,1,4,2,5,9,2.5,4516.8,1700,3,1,984.9,294,1700,1382,100,40000,2,4,"Coal",4,3,2,20,2,NA,NA,25,NA,2
"13134",119388,"43",5,2,42,1,0,1,4,2,5,9,2.5,4516.8,1700,3,1,984.9,294,1700,1382,100,40000,2,4,"Coal",4,3,1,NA,2,NA,NA,20,NA,2
"13135",119388,"43",5,1,23,2,0,1,4,4,1,NA,2.5,4516.8,1700,3,1,984.9,294,1700,1382,100,40000,2,4,"Coal",4,3,5,NA,2,NA,NA,NA,3,2
"13136",119400,"43",3,1,42,1,1,1,4,2,5,9,6,12974.3333333333,1700,3,1,984.9,294,1700,1382,120,110000,2,4,"Coal",4,3,1,NA,2,NA,NA,NA,1,2
"13137",119400,"43",3,2,42,1,1,1,4,2,4,6,6,12974.3333333333,1700,3,1,984.9,294,1700,1382,120,110000,2,4,"Coal",4,3,1,NA,2,NA,NA,NA,1,2
"13138",119412,"43",4,1,41,1,1,1,4,2,4,6,2.4,16436,1700,3,1,984.9,294,1700,1382,120,50000,2,4,"Coal",NA,3,2,10,2,NA,NA,30,1,2
"13139",119412,"43",4,2,40,1,0,1,4,2,4,3,2.4,16436,1700,3,1,984.9,294,1700,1382,120,50000,2,4,"Coal",NA,3,2,60,2,NA,NA,NA,1,2
