"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","a16","a18","h28","h29","a19","a20","a17","a21"
"19103",122056,"52",3,1,24,2,0,1,4,1,1,5,8,1.5,3699.10666666667,4078,3,1,1856,665,4078,1986,1,1,3,NA,4,9,1,2
"19104",122056,"52",3,2,52,1,0,1,4,2,2,4,5,1.5,3699.10666666667,4078,3,1,1856,665,4078,1986,2,6,3,NA,0,0,1,2
"19105",122064,"52",3,2,25,2,0,1,4,1,1,5,9,2.4,4966,4078,3,1,1856,665,4078,1986,1,4,2,NA,0,0,1,2
"19106",122072,"52",5,2,28,1,0,1,4,1,1,5,8,3.5,3522.56,4078,3,1,1856,665,4078,1986,1,3,3,NA,0,0,1,2
"19107",122072,"52",5,1,28,1,0,1,4,1,1,5,8,3.5,3522.56,4078,3,1,1856,665,4078,1986,1,0,3,NA,5,0,1,2
"19108",122080,"52",4,1,57,1,0,1,4,2,2,4,5,2.4,4406.875,4078,3,1,1856,665,4078,1986,2,8,3,NA,5,0,1,2
"19109",122080,"52",4,1,26,1,0,1,4,1,1,5,8,2.4,4406.875,4078,3,1,1856,665,4078,1986,1,0,3,NA,0,8,1,2
"19110",122080,"52",4,2,24,1,0,1,4,2,2,5,9,2.4,4406.875,4078,3,1,1856,665,4078,1986,1,0,3,NA,0,0,1,2
"19111",122080,"52",4,2,55,1,0,1,4,2,2,4,5,2.4,4406.875,4078,3,1,1856,665,4078,1986,2,7,3,NA,0,0,1,2
"19112",122088,"52",6,1,37,1,0,1,4,1,2,5,8,2.5,4840.345,3500,3,1,586,248,3500,1912.6,1,7,3,NA,3,8,1,2
"19113",122088,"52",6,2,34,1,0,1,4,2,2,4,5,2.5,4840.345,3500,3,1,586,248,3500,1912.6,1,5,3,NA,NA,NA,1,2
"19114",122096,"52",5,1,28,2,0,1,4,1,1,11,15,2.5,3737.704,3500,3,1,586,248,3500,1912.6,1,0,3,NA,NA,NA,1,2
"19115",122096,"52",5,1,53,1,0,1,4,2,2,8,12,2.5,3737.704,3500,3,1,586,248,3500,1912.6,2,3,3,NA,NA,NA,1,2
"19116",122096,"52",5,2,49,1,0,1,1,2,2,5,8,2.5,3737.704,3500,3,1,586,248,3500,1912.6,1,4,3,NA,3,5,1,2
"19117",122104,"52",4,2,37,1,0,1,4,2,2,4,5,3,3927.16,3500,3,1,586,248,3500,1912.6,1,1,3,NA,NA,NA,1,2
"19118",122104,"52",4,1,38,1,0,1,4,2,2,5,8,3,3927.16,3500,3,1,586,248,3500,1912.6,1,3,3,NA,5,7,1,2
"19119",122112,"52",4,1,26,2,0,1,4,1,1,11,16,1.9,2970.2,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19120",122112,"52",4,2,49,1,0,1,4,2,2,1,NA,1.9,2970.2,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19121",122112,"52",4,1,23,2,0,1,4,1,1,5,8,1.9,2970.2,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19122",122112,"52",4,1,52,1,0,1,4,2,2,4,5,1.9,2970.2,3500,3,1,586,248,3500,1912.6,1,3,3,NA,4,5,1,2
"19123",122120,"52",6,1,25,1,0,1,4,1,2,8,14,1.5,2859.58333333333,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19124",122120,"52",6,2,27,1,0,1,4,1,1,5,8,1.5,2859.58333333333,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19125",122120,"52",6,1,23,1,0,1,4,NA,1,11,14,1.5,2859.58333333333,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19126",122120,"52",6,2,50,1,0,1,4,2,2,4,5,1.5,2859.58333333333,3500,3,1,586,248,3500,1912.6,2,4,3,NA,NA,NA,1,2
"19127",122120,"52",6,1,51,1,0,1,4,2,2,5,8,1.5,2859.58333333333,3500,3,1,586,248,3500,1912.6,2,8,3,NA,8,NA,2,2
"19128",122128,"52",4,1,57,1,0,1,1,2,2,11,16,1.5,3563.2,3500,3,1,586,248,3500,1912.6,1,NA,2,NA,6,5,1,2
"19129",122128,"52",4,2,54,1,0,1,4,2,2,5,8,1.5,3563.2,3500,3,1,586,248,3500,1912.6,2,7,2,NA,NA,NA,1,2
"19130",122128,"52",4,1,28,2,0,1,4,1,1,11,16,1.5,3563.2,3500,3,1,586,248,3500,1912.6,1,NA,2,NA,NA,NA,1,2
"19131",122136,"52",6,2,34,1,0,1,4,2,2,4,5,2,3525.85,3500,3,1,586,248,3500,1912.6,1,3,3,NA,NA,NA,1,2
"19132",122136,"52",6,1,41,1,0,1,1,1,2,4,5,2,3525.85,3500,3,1,586,248,3500,1912.6,1,4,3,NA,4,7,1,2
"19133",122144,"52",5,1,25,1,0,1,4,1,1,5,8,3.5,3416.8,3500,3,1,586,248,3500,1912.6,1,5,3,NA,NA,NA,1,2
"19134",122144,"52",5,2,57,1,0,1,4,2,3,4,5,3.5,3416.8,3500,3,1,586,248,3500,1912.6,2,10,3,NA,NA,NA,1,2
"19135",122144,"52",5,2,22,1,0,1,4,2,2,5,8,3.5,3416.8,3500,3,1,586,248,3500,1912.6,1,0,3,NA,NA,NA,1,2
"19136",122144,"52",5,1,57,1,0,1,4,2,2,4,5,3.5,3416.8,3500,3,1,586,248,3500,1912.6,2,4,3,NA,3,NA,1,2
"19137",122152,"52",3,1,22,2,0,1,4,NA,1,11,14,2.1,4649.26666666667,3500,3,1,586,248,3500,1912.6,1,NA,2,NA,NA,NA,1,2
"19138",122152,"52",3,1,47,1,0,1,4,2,3,4,5,2.1,4649.26666666667,3500,3,1,586,248,3500,1912.6,2,7,2,NA,4,8,1,2
"19139",122152,"52",3,2,47,1,0,1,4,1,3,4,5,2.1,4649.26666666667,3500,3,1,586,248,3500,1912.6,2,10,2,NA,NA,NA,1,2
"19140",122160,"52",4,1,48,1,0,1,4,2,3,5,8,1.9,3454.025,3500,3,1,586,248,3500,1912.6,2,7,3,NA,6,8,1,2
"19141",122160,"52",4,2,20,2,0,1,4,NA,2,11,13,1.9,3454.025,3500,3,1,586,248,3500,1912.6,1,NA,3,NA,NA,NA,1,2
"19142",122160,"52",4,2,41,1,0,1,4,2,3,4,5,1.9,3454.025,3500,3,1,586,248,3500,1912.6,1,3,3,NA,NA,NA,1,2
"19143",122168,"52",7,1,40,1,0,1,4,1,2,5,8,0.9,3963.48571428571,3893,3,1,910,446,3893,2020,1,0,2,NA,5,10,1,2
"19144",122168,"52",7,2,18,2,0,1,2,NA,1,6,11,0.9,3963.48571428571,3893,3,1,910,446,3893,2020,1,0,2,NA,0,0,1,2
"19145",122168,"52",7,2,40,1,0,1,1,2,2,5,8,0.9,3963.48571428571,3893,3,1,910,446,3893,2020,1,0,2,NA,0,0,1,2
"19146",122176,"52",6,2,17,2,0,1,4,NA,1,6,11,3.2,3917.95,3893,3,1,910,446,3893,2020,1,0,2,NA,0,0,1,2
"19147",122176,"52",6,1,45,1,0,1,4,1,2,5,8,3.2,3917.95,3893,3,1,910,446,3893,2020,1,4,2,NA,10,10,1,2
"19148",122176,"52",6,2,16,2,0,1,4,NA,1,5,8,3.2,3917.95,3893,3,1,910,446,3893,2020,4,6,2,NA,0,0,2,2
"19149",122176,"52",6,2,42,1,0,1,4,2,2,5,8,3.2,3917.95,3893,3,1,910,446,3893,2020,1,0,2,NA,0,0,1,2
"19150",122184,"52",4,1,32,2,0,1,4,1,1,6,12,0.3,5416.5,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19151",122184,"52",4,1,58,1,0,1,4,2,3,5,8,0.3,5416.5,3893,3,1,910,446,3893,2020,1,0,3,NA,10,8,1,2
"19152",122184,"52",4,2,58,1,0,1,4,2,3,5,8,0.3,5416.5,3893,3,1,910,446,3893,2020,1,10,3,NA,0,0,1,2
"19153",122184,"52",4,1,30,2,0,1,4,1,1,5,8,0.3,5416.5,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19154",122192,"52",6,2,19,2,0,1,2,NA,1,8,11,3.6,4190,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19155",122192,"52",6,1,41,1,0,1,4,1,2,5,8,3.6,4190,3893,3,1,910,446,3893,2020,1,0,3,NA,4,10,1,2
"19156",122192,"52",6,2,39,1,0,1,4,2,2,5,8,3.6,4190,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19157",122192,"52",6,1,17,2,0,1,2,NA,1,8,9,3.6,4190,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19158",122200,"52",5,2,16,2,0,1,4,NA,1,6,11,0.9,1863.446,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19159",122200,"52",5,1,20,2,0,1,4,NA,1,11,14,0.9,1863.446,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19160",122200,"52",5,2,43,1,0,1,4,2,3,5,8,0.9,1863.446,3893,3,1,910,446,3893,2020,2,8,3,NA,0,0,1,2
"19161",122200,"52",5,1,47,1,0,1,4,2,3,5,8,0.9,1863.446,3893,3,1,910,446,3893,2020,1,4,3,NA,8,12,1,2
"19162",122208,"52",4,2,39,1,0,1,4,2,3,5,8,0.9,4153.59,3893,3,1,910,446,3893,2020,1,3,2,NA,0,0,1,2
"19163",122208,"52",4,1,19,2,0,1,4,2,1,5,8,0.9,4153.59,3893,3,1,910,446,3893,2020,1,0,2,NA,0,0,1,2
"19164",122208,"52",4,1,44,1,0,1,4,2,3,5,8,0.9,4153.59,3893,3,1,910,446,3893,2020,1,0,2,NA,4,10,1,2
"19165",122216,"52",4,2,35,1,0,1,4,2,2,5,8,0.9,3858.6775,3893,3,1,910,446,3893,2020,1,2,3,NA,0,0,1,2
"19166",122216,"52",4,1,32,1,0,1,4,1,2,5,8,0.9,3858.6775,3893,3,1,910,446,3893,2020,1,0,3,NA,7,0,1,2
"19167",122224,"52",5,2,16,2,0,1,2,NA,2,5,9,1.6,4372.406,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19168",122224,"52",5,1,45,1,0,1,4,1,3,5,8,1.6,4372.406,3893,3,1,910,446,3893,2020,1,0,3,NA,4,12,1,2
"19169",122224,"52",5,2,43,1,0,1,4,2,3,4,5,1.6,4372.406,3893,3,1,910,446,3893,2020,2,3,3,NA,0,0,1,2
"19170",122232,"52",5,1,43,1,0,1,4,1,3,5,8,1.56,2891.83,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19171",122232,"52",5,2,40,NA,0,1,4,2,3,5,8,1.56,2891.83,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19172",122240,"52",4,1,22,2,0,1,4,NA,2,11,13,2.4,4807.1,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19173",122240,"52",4,1,25,2,0,1,4,NA,2,11,15,2.4,4807.1,3893,3,1,910,446,3893,2020,1,0,3,NA,0,0,1,2
"19174",122240,"52",4,2,48,1,0,1,4,2,2,5,8,2.4,4807.1,3893,3,1,910,446,3893,2020,1,2,3,NA,0,0,1,2
"19175",122240,"52",4,1,50,1,0,1,4,2,2,6,11,2.4,4807.1,3893,3,1,910,446,3893,2020,1,4,3,NA,5,9,1,2
"19176",122248,"52",6,1,50,1,0,1,1,2,3,5,8,2,3556.505,3718,3,1,562,196,3718,1924,3,0,2,NA,6,15,1,2
"19177",122248,"52",6,1,24,NA,NA,NA,NA,NA,NA,NA,NA,2,3556.505,3718,3,1,562,196,3718,1924,NA,NA,2,NA,NA,NA,NA,NA
"19178",122248,"52",6,1,22,2,0,1,4,1,2,5,8,2,3556.505,3718,3,1,562,196,3718,1924,3,0,2,NA,1,10,1,2
"19179",122248,"52",6,2,47,1,0,1,4,2,3,4,4,2,3556.505,3718,3,1,562,196,3718,1924,1,0,2,NA,0,0,1,2
"19180",122248,"52",6,1,24,2,0,1,4,1,2,5,8,2,3556.505,3718,3,1,562,196,3718,1924,3,3,2,NA,1,10,1,2
"19181",122248,"52",6,2,18,2,0,1,2,NA,1,6,11,2,3556.505,3718,3,1,562,196,3718,1924,1,0,2,NA,0,0,1,2
"19182",122256,"52",4,1,24,2,0,NA,4,1,1,6,12,2,4941.12,3718,3,1,562,196,3718,1924,3,0,2,NA,1,10,1,2
"19183",122256,"52",4,2,56,1,0,1,4,2,3,4,5,2,4941.12,3718,3,1,562,196,3718,1924,1,80,2,NA,0,0,1,2
"19184",122256,"52",4,1,23,2,1,NA,2,NA,NA,11,14,2,4941.12,3718,3,1,562,196,3718,1924,3,0,2,NA,0,0,1,2
"19185",122256,"52",4,1,55,1,1,1,4,2,NA,5,8,2,4941.12,3718,3,1,562,196,3718,1924,3,0,2,NA,2,0,1,2
"19186",122264,"52",7,1,29,1,0,1,4,1,2,5,9,4,3874.44714285714,3718,3,1,562,196,3718,1924,3,NA,2,NA,2,10,1,2
"19187",122264,"52",7,2,35,1,0,1,4,1,2,5,9,4,3874.44714285714,3718,3,1,562,196,3718,1924,3,NA,2,NA,NA,NA,1,2
"19188",122264,"52",7,1,59,1,0,1,4,2,2,5,8,4,3874.44714285714,3718,3,1,562,196,3718,1924,3,5,2,NA,3,10,1,2
"19189",122264,"52",7,1,36,1,0,1,4,1,2,5,9,4,3874.44714285714,3718,3,1,562,196,3718,1924,3,NA,2,NA,2,15,1,2
"19190",122264,"52",7,2,27,1,0,1,4,1,2,5,9,4,3874.44714285714,3718,3,1,562,196,3718,1924,3,NA,2,NA,NA,NA,1,2
"19191",122272,"52",4,1,34,1,0,1,4,2,2,5,7,1.5,5146.1625,3718,3,1,562,196,3718,1924,3,0,3,NA,4,10,1,2
"19192",122272,"52",4,2,32,1,0,1,4,1,2,4,4,1.5,5146.1625,3718,3,1,562,196,3718,1924,2,0,3,NA,NA,NA,1,2
"19193",122280,"52",3,1,48,1,NA,2,4,NA,NA,NA,NA,1,5041.56666666667,3718,3,1,562,196,3718,1924,NA,NA,4,6,NA,NA,NA,NA
"19194",122280,"52",3,1,29,2,NA,1,4,2,2,9,15,1,5041.56666666667,3718,3,1,562,196,3718,1924,3,NA,4,6,2,10,1,2
"19195",122280,"52",3,2,49,1,NA,1,4,2,3,5,7,1,5041.56666666667,3718,3,1,562,196,3718,1924,3,NA,4,6,NA,NA,1,2
"19196",122288,"52",5,2,40,1,0,1,4,2,2,5,6,4,3011.768,3718,3,1,562,196,3718,1924,3,0,2,NA,NA,NA,1,2
"19197",122288,"52",5,1,41,1,0,1,4,2,2,5,7,4,3011.768,3718,3,1,562,196,3718,1924,3,0,2,NA,8,10,1,2
"19198",122296,"52",4,2,19,2,0,1,2,NA,1,6,12,1.2,3184.755,3718,3,1,562,196,3718,1924,1,0,3,NA,NA,NA,1,2
"19199",122296,"52",4,1,45,1,0,1,4,2,2,5,7,1.2,3184.755,3718,3,1,562,196,3718,1924,3,0,3,NA,6,15,1,2
"19200",122296,"52",4,2,47,1,1,1,4,2,2,5,8,1.2,3184.755,3718,3,1,562,196,3718,1924,1,2,3,NA,NA,NA,1,2
"19201",122304,"52",5,2,17,2,0,1,2,NA,1,5,9,2,2657.062,3718,3,1,562,196,3718,1924,1,0,3,NA,NA,NA,1,2
"19202",122304,"52",5,1,45,1,0,1,4,2,2,5,8,2,2657.062,3718,3,1,562,196,3718,1924,1,0,3,NA,8,10,1,2
"19203",122304,"52",5,2,44,1,0,1,4,2,3,5,8,2,2657.062,3718,3,1,562,196,3718,1924,1,0,3,NA,NA,NA,1,2
"19204",122304,"52",5,1,16,2,0,1,4,NA,1,5,10,2,2657.062,3718,3,1,562,196,3718,1924,1,0,3,NA,NA,NA,1,2
"19205",122304,"52",5,1,22,2,0,1,4,1,1,5,9,2,2657.062,3718,3,1,562,196,3718,1924,1,0,3,NA,5,15,1,2
"19206",122312,"52",6,2,52,1,0,1,4,2,3,4,2,1.5,3013,3718,3,1,562,196,3718,1924,1,5,2,NA,NA,NA,1,1
"19207",122312,"52",6,1,57,1,0,1,4,2,3,5,7,1.5,3013,3718,3,1,562,196,3718,1924,1,3,2,NA,10,10,1,2
"19208",122312,"52",6,2,23,2,0,1,4,1,1,5,9,1.5,3013,3718,3,1,562,196,3718,1924,1,0,2,NA,NA,NA,1,2
"19209",122312,"52",6,2,22,1,1,1,4,2,1,5,9,1.5,3013,3718,3,1,562,196,3718,1924,3,0,2,NA,NA,NA,1,2
"19210",122312,"52",6,1,27,1,0,1,4,1,1,5,8,1.5,3013,3718,3,1,562,196,3718,1924,3,0,2,NA,2,15,1,2
"19211",122320,"52",4,2,17,2,0,1,2,NA,1,6,11,1.5,4236.2,3718,3,1,562,196,3718,1924,1,0,2,NA,NA,NA,1,2
"19212",122320,"52",4,1,41,1,0,1,1,1,1,5,8,1.5,4236.2,3718,3,1,562,196,3718,1924,1,0,2,NA,8,8,1,2
"19213",122320,"52",4,2,39,1,0,1,4,2,2,5,8,1.5,4236.2,3718,3,1,562,196,3718,1924,1,0,2,NA,NA,NA,1,2
"19214",122328,"52",4,1,18,2,0,1,4,2,2,5,9,2.8,4275.75,3521,3,1,2830,823,3521,1795,1,0,3,NA,0,NA,1,2
"19215",122328,"52",4,1,54,1,0,1,4,2,3,4,5,2.8,4275.75,3521,3,1,2830,823,3521,1795,1,0,3,NA,3,10,1,2
"19216",122328,"52",4,2,47,1,0,1,4,2,3,4,5,2.8,4275.75,3521,3,1,2830,823,3521,1795,1,0,3,NA,0,NA,1,2
"19217",122328,"52",4,2,20,2,0,1,4,NA,1,NA,15,2.8,4275.75,3521,3,1,2830,823,3521,1795,1,0,3,NA,0,NA,1,2
"19218",122336,"52",5,2,57,1,0,1,4,2,2,4,NA,3.8,3693.8,3521,3,1,2830,823,3521,1795,1,0,3,NA,NA,NA,1,2
"19219",122336,"52",5,1,28,1,0,1,4,1,1,5,NA,3.8,3693.8,3521,3,1,2830,823,3521,1795,1,0,3,NA,3,20,1,2
"19220",122336,"52",5,2,27,1,0,1,4,1,1,5,NA,3.8,3693.8,3521,3,1,2830,823,3521,1795,1,0,3,NA,NA,NA,1,2
"19221",122336,"52",5,1,60,1,0,1,4,2,2,4,NA,3.8,3693.8,3521,3,1,2830,823,3521,1795,1,0,3,NA,4,20,1,2
"19222",122344,"52",5,2,22,1,NA,1,4,2,2,5,NA,2.5,3610.6,3521,3,1,2830,823,3521,1795,1,0,3,NA,1,0,1,2
"19223",122344,"52",5,1,31,1,NA,1,4,2,2,5,NA,2.5,3610.6,3521,3,1,2830,823,3521,1795,1,5,3,NA,4,20,1,2
"19224",122344,"52",5,2,23,2,NA,1,4,1,2,5,NA,2.5,3610.6,3521,3,1,2830,823,3521,1795,1,0,3,NA,2,20,1,2
"19225",122352,"52",6,2,20,1,0,1,4,2,2,5,9,4.5,4097.83333333333,3521,3,1,2830,823,3521,1795,1,0,0,NA,0,0,1,2
"19226",122352,"52",6,1,22,1,0,1,4,2,2,5,9,4.5,4097.83333333333,3521,3,1,2830,823,3521,1795,1,0,2,NA,3,20,1,2
"19227",122352,"52",6,2,43,1,0,1,4,2,3,4,4,4.5,4097.83333333333,3521,3,1,2830,823,3521,1795,1,0,2,NA,1,0,1,2
"19228",122352,"52",6,2,17,2,0,1,4,NA,2,6,11,4.5,4097.83333333333,3521,3,1,2830,823,3521,1795,1,0,2,NA,0,0,1,2
"19229",122352,"52",6,1,46,1,0,1,4,2,2,4,5,4.5,4097.83333333333,3521,3,1,2830,823,3521,1795,1,0,2,NA,5,20,1,2
"19230",122360,"52",8,2,17,2,0,1,4,NA,2,6,12,6,3409.625,3521,3,1,2830,823,3521,1795,1,0,4,NA,NA,NA,1,2
"19231",122360,"52",8,2,41,1,0,1,4,2,3,4,3,6,3409.625,3521,3,1,2830,823,3521,1795,1,0,4,NA,NA,NA,1,2
"19232",122360,"52",8,2,19,2,0,1,4,1,2,5,9,6,3409.625,3521,3,1,2830,823,3521,1795,1,0,4,NA,NA,NA,1,2
"19233",122360,"52",8,1,43,1,0,1,4,2,2,4,5,6,3409.625,3521,3,1,2830,823,3521,1795,1,0,4,NA,2,20,1,2
"19234",122368,"52",3,2,21,2,0,1,4,1,2,5,9,2.6,5548,3521,3,1,2830,823,3521,1795,1,0,3,NA,0,0,1,2
"19235",122368,"52",3,1,19,2,0,1,4,1,2,5,9,2.6,5548,3521,3,1,2830,823,3521,1795,1,0,3,NA,1,20,1,2
"19236",122368,"52",3,1,57,4,0,1,4,2,2,5,9,2.6,5548,3521,3,1,2830,823,3521,1795,1,0,3,NA,4,20,1,2
"19237",122376,"52",4,1,49,1,0,1,1,2,3,5,9,5,5424.5,3521,3,1,2830,823,3521,1795,1,10,2,NA,4,20,1,2
"19238",122376,"52",4,2,46,1,0,1,1,2,3,4,6,5,5424.5,3521,3,1,2830,823,3521,1795,1,5,2,NA,1,0,1,2
"19239",122376,"52",4,1,20,2,0,1,4,1,2,5,9,5,5424.5,3521,3,1,2830,823,3521,1795,1,0,2,NA,1,0,1,2
"19240",122376,"52",4,1,22,2,0,1,4,1,2,5,9,5,5424.5,3521,3,1,2830,823,3521,1795,1,0,2,NA,1,0,1,2
"19241",122384,"52",5,1,56,1,0,1,4,2,2,5,NA,3.4,4906.6,3521,3,1,2830,823,3521,1795,1,5,2,NA,5,0,1,1
"19242",122384,"52",5,2,28,1,0,1,4,2,2,6,NA,3.4,4906.6,3521,3,1,2830,823,3521,1795,1,1,2,NA,0,NA,1,2
"19243",122384,"52",5,2,56,1,0,1,4,2,3,5,NA,3.4,4906.6,3521,3,1,2830,823,3521,1795,1,3,2,NA,0,NA,1,2
"19244",122384,"52",5,1,31,1,0,1,4,2,2,5,NA,3.4,4906.6,3521,3,1,2830,823,3521,1795,1,0,2,NA,1,20,1,2
"19245",122392,"52",6,2,39,1,0,1,4,2,2,4,6,3.1,4405.66666666667,3521,3,1,2830,823,3521,1795,1,0,2,NA,NA,NA,1,2
"19246",122392,"52",6,1,42,1,0,1,4,2,2,4,6,3.1,4405.66666666667,3521,3,1,2830,823,3521,1795,1,0,2,NA,4,20,1,2
"19247",122400,"52",5,1,22,2,0,1,4,1,2,6,12,3.6,3994.2,3521,3,1,2830,823,3521,1795,1,0,2,NA,NA,NA,1,2
"19248",122400,"52",5,2,17,2,0,1,4,NA,2,6,12,3.6,3994.2,3521,3,1,2830,823,3521,1795,1,0,2,NA,NA,NA,1,2
"19249",122400,"52",5,1,44,1,0,1,4,2,2,5,8,3.6,3994.2,3521,3,1,2830,823,3521,1795,1,0,2,NA,3,20,1,2
"19250",122400,"52",5,2,43,1,0,1,4,2,3,4,4,3.6,3994.2,3521,3,1,2830,823,3521,1795,1,0,2,NA,NA,NA,1,2
"19251",122408,"52",10,2,33,1,0,1,4,2,3,4,6,7,2856.2,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,2
"19252",122408,"52",10,2,24,1,0,1,4,2,3,4,6,7,2856.2,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,2
"19253",122408,"52",10,1,29,1,0,1,4,2,2,4,6,7,2856.2,3327,3,1,1155,538,3327,1680,1,0,2,NA,14,20,1,2
"19254",122408,"52",10,1,34,1,0,1,4,2,2,4,6,7,2856.2,3327,3,1,1155,538,3327,1680,1,0,2,NA,14,0,1,2
"19255",122416,"52",9,1,29,1,0,1,4,1,2,5,9,3,1961.88888888889,3327,3,1,1155,538,3327,1680,1,0,2,NA,7,10,1,2
"19256",122416,"52",9,2,26,1,0,1,1,2,2,4,6,3,1961.88888888889,3327,3,1,1155,538,3327,1680,1,0,2,NA,1,NA,1,2
"19257",122416,"52",9,1,39,1,0,1,4,1,2,5,9,3,1961.88888888889,3327,3,1,1155,538,3327,1680,1,0,2,NA,7,20,1,2
"19258",122416,"52",9,2,26,2,0,1,4,2,2,5,9,3,1961.88888888889,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,NA,1,2
"19259",122416,"52",9,2,28,1,0,1,4,2,2,4,6,3,1961.88888888889,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,NA,1,2
"19260",122424,"52",6,1,25,1,0,1,2,2,2,5,9,2.8,3189,3327,3,1,1155,538,3327,1680,1,0,2,NA,1,20,1,2
"19261",122424,"52",6,2,19,1,0,1,2,2,2,5,9,2.8,3189,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,2
"19262",122424,"52",6,1,55,1,0,1,1,2,3,5,8,2.8,3189,3327,3,1,1155,538,3327,1680,1,0,2,NA,2,20,1,2
"19263",122424,"52",6,2,49,1,0,1,1,2,3,4,5,2.8,3189,3327,3,1,1155,538,3327,1680,1,0,2,NA,3,0,1,2
"19264",122432,"52",6,1,38,1,0,1,4,2,3,5,9,2.6,3453.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,5,20,1,2
"19265",122432,"52",6,2,34,1,0,1,4,1,3,5,9,2.6,3453.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,2
"19266",122432,"52",6,2,16,2,0,1,NA,NA,3,4,2,2.6,3453.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,NA
"19267",122432,"52",6,2,29,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3453.66666666667,3327,3,1,1155,538,3327,1680,NA,NA,2,NA,NA,NA,NA,NA
"19268",122440,"52",6,1,30,2,0,1,4,1,2,6,12,3.5,2215.33333333333,3327,3,1,1155,538,3327,1680,1,0,3,NA,0,0,1,2
"19269",122440,"52",6,1,30,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2215.33333333333,3327,3,1,1155,538,3327,1680,NA,NA,3,NA,NA,NA,NA,NA
"19270",122448,"52",8,1,27,1,0,1,4,1,2,5,9,1.5,3199.5,3327,3,1,1155,538,3327,1680,1,0,3,NA,0,20,1,2
"19271",122448,"52",8,1,30,1,0,1,4,1,2,5,9,1.5,3199.5,3327,3,1,1155,538,3327,1680,1,0,3,NA,5,20,1,2
"19272",122448,"52",8,1,25,2,0,1,4,1,2,5,9,1.5,3199.5,3327,3,1,1155,538,3327,1680,1,0,3,NA,0,20,1,2
"19273",122448,"52",8,2,54,1,0,1,4,2,4,4,5,1.5,3199.5,3327,3,1,1155,538,3327,1680,1,0,3,NA,2,0,1,2
"19274",122448,"52",8,1,60,1,0,1,4,2,3,4,5,1.5,3199.5,3327,3,1,1155,538,3327,1680,1,0,3,NA,10,20,1,2
"19275",122448,"52",8,2,22,2,0,1,4,1,2,5,9,1.5,3199.5,3327,3,1,1155,538,3327,1680,1,0,3,NA,0,0,1,2
"19276",122456,"52",5,2,30,1,0,1,4,1,2,4,2,1.2,3671.2,3327,3,1,1155,538,3327,1680,1,0,2,NA,NA,NA,1,2
"19277",122456,"52",5,1,36,1,0,1,4,2,2,5,9,1.2,3671.2,3327,3,1,1155,538,3327,1680,1,0,2,NA,2,NA,1,2
"19278",122464,"52",6,1,26,2,0,1,4,1,2,4,NA,3,4256.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,2,20,1,2
"19279",122464,"52",6,1,59,1,0,1,4,2,3,1,NA,3,4256.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,10,20,1,2
"19280",122464,"52",6,2,53,1,0,1,4,2,4,1,NA,3,4256.66666666667,3327,3,1,1155,538,3327,1680,1,10,2,NA,0,0,1,2
"19281",122464,"52",6,2,20,2,0,1,4,1,2,5,NA,3,4256.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,2
"19282",122464,"52",6,1,18,2,0,1,4,1,2,5,NA,3,4256.66666666667,3327,3,1,1155,538,3327,1680,1,0,2,NA,0,0,1,2
