"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","a16","a18","h28","h29","a19","a20","a17","a21"
"4014",23032,"53",4,1,40,1,0,1,4,2,1,5,12,50,4400,5600,1,2,2550,164,5600,3200,1,0,1,NA,NA,10,1,2
"4015",23032,"53",4,1,17,5,0,1,2,NA,1,7,11,50,4400,5600,1,2,2550,164,5600,3200,1,0,1,NA,NA,NA,1,NA
"4016",23040,"53",4,2,23,2,1,1,4,NA,2,5,9,6,2185,5600,1,2,2550,164,5600,3200,3,365,4,1,NA,NA,3,2
"4017",23040,"53",4,1,31,1,1,1,4,NA,2,5,9,6,2185,5600,1,2,2550,164,5600,3200,3,NA,4,1,NA,NA,1,2
"4018",23040,"53",4,2,56,1,1,1,4,NA,3,1,NA,6,2185,5600,1,2,2550,164,5600,3200,3,NA,4,1,NA,NA,1,2
"4019",23048,"53",4,2,46,1,1,1,4,NA,3,4,2,20,5125,5600,1,2,2550,164,5600,3200,1,350,4,3,NA,NA,1,2
"4020",23048,"53",4,1,46,1,1,1,4,NA,3,4,6,20,5125,5600,1,2,2550,164,5600,3200,1,NA,4,3,1,20,1,2
"4021",23048,"53",4,1,20,2,1,1,2,NA,2,9,15,20,5125,5600,1,2,2550,164,5600,3200,1,NA,4,3,NA,NA,1,2
"4022",23048,"53",4,2,24,2,1,1,2,NA,2,9,15,20,5125,5600,1,2,2550,164,5600,3200,1,NA,4,3,NA,NA,1,2
"4023",23056,"53",2,2,55,1,1,1,4,2,1,5,8,14,9500,5600,1,2,2550,164,5600,3200,1,NA,2,NA,NA,NA,1,2
"4024",23056,"53",2,1,60,1,1,1,4,2,1,4,2,14,9500,5600,1,2,2550,164,5600,3200,1,NA,2,NA,1,20,1,1
"4025",23064,"53",3,2,23,2,1,1,2,1,2,12,16,40,5900,5600,1,2,2550,164,5600,3200,1,0,1,NA,NA,NA,1,2
"4026",23064,"53",3,1,54,1,1,1,4,2,2,6,9,40,5900,5600,1,2,2550,164,5600,3200,4,120,1,NA,NA,NA,1,2
"4027",23064,"53",3,2,51,1,1,1,4,2,2,5,9,40,5900,5600,1,2,2550,164,5600,3200,4,0,1,NA,NA,NA,1,1
"4028",23072,"53",2,1,60,1,1,3,4,2,3,5,7,NA,12800,5600,1,2,2550,164,5600,3200,4,365,3,NA,NA,NA,3,2
"4029",23072,"53",2,2,59,1,1,3,4,2,2,2,NA,NA,12800,5600,1,2,2550,164,5600,3200,1,8,3,NA,NA,NA,1,2
"4030",23080,"53",3,1,26,2,1,1,4,2,1,5,9,15,6000,5600,1,2,2550,164,5600,3200,1,0,2,NA,NA,NA,1,2
"4031",23080,"53",3,2,51,1,1,1,4,2,1,4,5,15,6000,5600,1,2,2550,164,5600,3200,1,0,2,NA,NA,NA,1,2
"4032",23080,"53",3,1,55,1,1,1,4,2,1,5,7,15,6000,5600,1,2,2550,164,5600,3200,1,0,2,NA,1,NA,1,2
"4033",23088,"53",4,1,50,1,1,1,4,2,1,5,9,40,12750,5600,1,2,2550,164,5600,3200,1,0,2,NA,NA,10,1,2
"4034",23088,"53",4,2,18,2,1,1,4,NA,1,6,12,40,12750,5600,1,2,2550,164,5600,3200,1,0,2,NA,NA,NA,1,2
"4035",23088,"53",4,2,45,1,1,1,4,2,1,5,9,40,12750,5600,1,2,2550,164,5600,3200,1,0,2,NA,NA,NA,1,2
"4036",23088,"53",4,2,16,2,1,1,4,NA,1,6,10,40,12750,5600,1,2,2550,164,5600,3200,1,0,2,NA,NA,NA,1,2
"4037",23096,"53",1,1,58,3,1,1,4,2,1,5,7,10,5620,5600,1,2,2550,164,5600,3200,1,NA,2,NA,NA,5,1,2
"4038",23104,"53",5,1,17,2,0,NA,4,2,NA,5,9,7,2800.8,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,NA
"4039",23104,"53",5,1,35,1,0,NA,4,1,NA,4,5,7,2800.8,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,NA
"4040",23104,"53",5,2,41,1,0,NA,4,2,NA,4,5,7,2800.8,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,NA
"4041",23112,"53",6,2,28,1,0,NA,4,2,NA,5,9,9,3343.66666666667,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4042",23112,"53",6,1,33,1,0,NA,4,2,NA,5,9,9,3343.66666666667,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4043",23112,"53",6,1,50,1,0,NA,4,2,NA,4,5,9,3343.66666666667,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4044",23112,"53",6,2,52,1,0,NA,4,2,NA,1,NA,9,3343.66666666667,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4045",23120,"53",5,2,47,1,0,1,4,2,NA,4,5,10,5624,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4046",23120,"53",5,1,51,1,0,1,4,2,NA,4,5,10,5624,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4047",23120,"53",5,2,25,3,0,1,4,2,NA,5,9,10,5624,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4048",23120,"53",5,1,18,2,0,1,4,2,NA,5,9,10,5624,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4049",23120,"53",5,2,22,2,0,1,4,2,NA,5,9,10,5624,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4050",23128,"53",5,1,43,1,0,1,4,2,NA,4,5,6,3362,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4051",23128,"53",5,2,36,1,0,1,4,2,NA,5,8,6,3362,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4052",23136,"53",4,2,23,1,0,1,4,2,NA,5,9,3,2895,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4053",23136,"53",4,1,25,1,0,1,4,2,NA,5,9,3,2895,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4054",23144,"53",5,1,40,1,0,1,4,1,NA,4,5,4,2921.2,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,NA
"4055",23144,"53",5,2,37,1,0,1,4,2,NA,4,5,4,2921.2,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,NA
"4056",23152,"53",7,1,24,1,0,1,4,2,NA,5,9,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4057",23152,"53",7,2,45,1,0,1,4,2,NA,4,5,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4058",23152,"53",7,1,22,1,0,1,4,2,NA,5,9,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4059",23152,"53",7,1,20,2,0,1,4,2,NA,5,9,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4060",23152,"53",7,1,49,1,0,1,4,2,NA,4,5,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4061",23152,"53",7,2,22,1,0,1,4,2,NA,5,9,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4062",23152,"53",7,2,18,2,0,1,4,2,NA,5,9,6,2393.57142857143,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4063",23160,"53",6,2,35,1,0,1,4,2,NA,4,5,4,5379,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4064",23160,"53",6,1,40,1,0,1,4,1,NA,4,5,4,5379,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4065",23160,"53",6,1,22,1,0,1,4,2,NA,5,9,4,5379,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4066",23160,"53",6,2,21,1,0,1,4,2,NA,5,9,4,5379,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4067",23160,"53",6,2,16,2,0,1,4,2,NA,5,2,4,5379,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4068",23168,"53",5,2,40,1,0,NA,4,2,NA,4,5,7,3709.2,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4069",23168,"53",5,1,45,1,0,NA,4,1,NA,4,5,7,3709.2,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4070",23168,"53",5,2,19,2,0,NA,4,2,NA,5,9,7,3709.2,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4071",23176,"53",4,1,26,2,0,1,4,2,NA,5,9,7,4877.5,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4072",23176,"53",4,2,33,1,0,1,4,2,NA,4,5,7,4877.5,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4073",23176,"53",4,1,40,1,0,1,4,2,NA,4,5,7,4877.5,3440,1,1,660,115,3440,2683,1,0,3,NA,NA,NA,1,2
"4074",23184,"53",4,1,30,1,0,1,4,1,NA,4,6,8,6337.75,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4075",23184,"53",4,2,28,1,0,1,4,NA,NA,4,6,8,6337.75,3440,1,1,660,115,3440,2683,1,0,2,NA,NA,NA,1,2
"4076",23192,"53",5,1,40,1,0,1,4,2,NA,5,9,6,436,3440,1,1,660,115,3440,2683,2,60,2,1,NA,NA,2,2
"4077",23192,"53",5,2,38,1,0,1,4,2,NA,5,9,6,436,3440,1,1,660,115,3440,2683,3,80,2,1,NA,NA,3,2
"4078",23200,"53",5,1,43,1,0,NA,1,2,NA,8,10,6,3699.2,3440,1,1,660,115,3440,2683,1,2,2,1,NA,NA,1,2
"4079",23200,"53",5,2,16,2,0,NA,2,2,NA,5,8,6,3699.2,3440,1,1,660,115,3440,2683,1,0,2,1,NA,NA,1,2
"4080",23200,"53",5,2,39,1,0,NA,4,2,NA,5,8,6,3699.2,3440,1,1,660,115,3440,2683,1,3,2,1,NA,NA,1,2
"4081",23208,"53",4,1,42,1,0,1,4,2,NA,5,8,10,6187,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4082",23208,"53",4,2,16,2,0,1,4,2,NA,5,8,10,6187,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4083",23208,"53",4,2,42,1,0,1,4,2,NA,5,8,10,6187,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4084",23216,"53",6,1,16,2,0,1,2,2,NA,5,8,6,2122.5,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4085",23216,"53",6,2,35,1,0,1,4,2,NA,5,8,6,2122.5,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4086",23216,"53",6,1,16,2,0,1,2,2,NA,5,8,6,2122.5,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4087",23216,"53",6,1,40,1,0,1,4,2,NA,4,5,6,2122.5,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4088",23224,"53",4,2,26,1,0,1,4,2,NA,5,8,5,4633.25,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4089",23224,"53",4,1,29,1,0,1,4,1,NA,5,8,5,4633.25,3672,1,1,2400,342,3672,2340,1,0,4,1,NA,NA,1,2
"4090",23232,"53",4,2,33,1,0,1,3,2,NA,5,9,1.5,2705,3110,3,1,720,230,3110,2800,NA,0,NA,NA,NA,NA,1,NA
"4091",23232,"53",4,1,36,1,0,1,1,2,NA,6,10,1.5,2705,3110,3,1,720,230,3110,2800,NA,0,NA,NA,NA,NA,1,NA
"4092",23240,"53",6,1,35,1,0,1,1,2,NA,5,9,4,1830.33333333333,3110,3,1,720,230,3110,2800,1,0,4,1,NA,NA,1,NA
"4093",23240,"53",6,2,30,1,0,1,4,2,NA,5,9,4,1830.33333333333,3110,3,1,720,230,3110,2800,1,0,4,1,NA,NA,1,NA
"4094",23248,"53",5,1,57,1,0,1,4,2,NA,4,5,11,2717,3110,3,1,720,230,3110,2800,1,10,4,1,NA,NA,1,1
"4095",23248,"53",5,2,47,1,0,1,4,2,NA,4,5,11,2717,3110,3,1,720,230,3110,2800,1,16,4,1,NA,NA,1,1
"4096",23248,"53",5,1,23,1,0,1,4,2,NA,5,9,11,2717,3110,3,1,720,230,3110,2800,1,0,4,1,NA,NA,1,2
"4097",23248,"53",5,2,20,2,0,1,4,2,NA,5,9,11,2717,3110,3,1,720,230,3110,2800,1,0,4,1,NA,NA,1,2
"4098",23248,"53",5,1,26,3,0,1,4,2,NA,5,9,11,2717,3110,3,1,720,230,3110,2800,1,0,4,1,NA,NA,1,1
"4099",23256,"53",4,2,33,1,0,1,4,1,NA,5,9,2,8189,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4100",23256,"53",4,1,37,1,0,1,4,1,NA,5,9,2,8189,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4101",23272,"53",6,2,60,4,0,1,4,2,NA,4,5,4,2711.66666666667,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4102",23272,"53",6,1,24,1,0,1,4,2,NA,5,9,4,2711.66666666667,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4103",23272,"53",6,2,18,2,0,1,4,2,NA,5,9,4,2711.66666666667,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4104",23272,"53",6,1,21,1,0,1,4,2,NA,5,9,4,2711.66666666667,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4105",23280,"53",6,2,16,2,0,1,4,2,NA,5,9,4,4801,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4106",23280,"53",6,1,41,1,0,1,4,1,NA,4,5,4,4801,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4107",23280,"53",6,2,44,1,0,1,4,2,NA,4,5,4,4801,NA,1,1,1350,280,NA,NA,1,0,3,1,NA,NA,1,2
"4108",23288,"53",3,2,59,1,0,1,4,2,3,4,3,30,7913.33333333333,4800,1,1,6700,NA,4800,4600,1,0,2,NA,0,0,1,1
"4109",23288,"53",3,1,25,2,0,1,2,1,2,6,12,30,7913.33333333333,4800,1,1,6700,NA,4800,4600,1,0,2,NA,0,0,1,2
"4110",23296,"53",3,1,33,1,0,3,4,2,3,7,10,NA,4260,4800,1,1,6700,NA,4800,4600,2,0,2,NA,0,10,1,2
"4111",23296,"53",3,2,32,1,0,3,4,NA,3,7,10,NA,4260,4800,1,1,6700,NA,4800,4600,2,15,2,NA,NA,NA,1,2
"4112",23304,"53",3,2,36,1,0,1,1,2,3,8,NA,NA,10266.6666666667,4800,1,1,6700,NA,4800,4600,1,90,1,NA,0,0,1,2
"4113",23304,"53",3,1,35,1,0,1,4,2,3,5,NA,NA,10266.6666666667,4800,1,1,6700,NA,4800,4600,1,0,1,NA,0,0,1,1
"4114",23312,"53",5,1,43,1,0,1,4,2,NA,4,3,87,80240,6540,1,1,3500,114,6540,4945,1,0,3,NA,NA,20,1,2
"4115",23312,"53",5,2,33,1,0,1,4,2,NA,1,NA,87,80240,6540,1,1,3500,114,6540,4945,1,0,3,NA,NA,NA,1,2
"4116",23320,"53",3,1,25,2,0,1,4,2,2,6,12,40,11200,6540,1,1,3500,114,6540,4945,1,0,1,NA,NA,NA,1,2
"4117",23320,"53",3,1,46,1,0,1,4,2,2,4,3,40,11200,6540,1,1,3500,114,6540,4945,1,0,1,NA,NA,NA,3,2
"4118",23320,"53",3,2,48,1,0,1,4,2,2,1,NA,40,11200,6540,1,1,3500,114,6540,4945,1,0,1,NA,NA,NA,1,2
"4119",23328,"53",5,1,42,1,0,1,4,NA,3,5,8,80,-8000,6540,1,1,3500,114,6540,4945,1,NA,4,6,NA,NA,1,2
"4120",23328,"53",5,1,36,2,0,1,4,NA,3,4,6,80,-8000,6540,1,1,3500,114,6540,4945,5,365,4,6,NA,NA,3,2
"4121",23328,"53",5,2,38,1,0,1,4,NA,3,1,NA,80,-8000,6540,1,1,3500,114,6540,4945,4,NA,4,6,NA,NA,1,2
"4122",23336,"53",3,2,38,1,0,1,4,NA,3,5,8,NA,8306.66666666667,6540,1,1,3500,114,6540,4945,1,0,3,1,NA,NA,1,2
"4123",23336,"53",3,1,17,2,0,1,4,NA,2,7,14,NA,8306.66666666667,6540,1,1,3500,114,6540,4945,1,NA,3,1,NA,NA,1,NA
"4124",23344,"53",4,1,32,1,0,2,4,2,4,6,NA,NA,300,4800,1,1,8000,170,4800,4600,1,0,1,NA,0,0,1,1
"4125",23344,"53",4,1,33,1,0,1,1,2,3,8,NA,NA,300,4800,1,1,8000,170,4800,4600,1,0,1,NA,1,0,1,1
"4126",23352,"53",4,1,35,1,0,1,4,2,3,5,1,40,18200,4800,1,1,8000,170,4800,4600,3,0,3,NA,1,0,1,1
"4127",23352,"53",4,2,28,1,0,1,4,2,3,5,NA,40,18200,4800,1,1,8000,170,4800,4600,3,0,3,NA,0,0,1,1
"4128",23360,"53",4,2,30,1,0,1,2,2,3,5,9,NA,11575,4800,1,1,8000,170,4800,4600,4,90,2,NA,0,0,1,1
"4129",23360,"53",4,1,31,1,0,1,2,2,3,5,9,NA,11575,4800,1,1,8000,170,4800,4600,1,NA,2,NA,0,0,1,1
"4130",23368,"53",4,1,21,2,0,1,2,NA,2,8,12,60,15875,4800,1,1,8000,170,4800,4600,3,0,2,NA,0,0,1,1
"4131",23368,"53",4,2,45,1,0,1,4,2,4,6,10,60,15875,4800,1,1,8000,170,4800,4600,3,0,2,NA,0,0,1,1
"4132",23368,"53",4,1,47,1,0,1,4,NA,3,6,10,60,15875,4800,1,1,8000,170,4800,4600,3,0,2,NA,0,20,1,2
"4133",23368,"53",4,2,16,2,0,1,2,NA,2,5,9,60,15875,4800,1,1,8000,170,4800,4600,3,0,2,NA,0,0,1,1
"4134",23376,"53",4,1,49,1,0,1,4,2,3,6,10,NA,300,4800,1,1,8000,170,4800,4600,1,0,2,NA,0,0,3,2
"4135",23376,"53",4,2,38,1,0,1,4,2,3,5,8,NA,300,4800,1,1,8000,170,4800,4600,1,0,2,NA,0,0,1,2
"4136",23384,"53",10,1,19,5,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,NA,NA,1,NA,NA,NA,NA,NA
"4137",23384,"53",10,1,30,5,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,NA,NA,1,NA,NA,NA,NA,NA
"4138",23384,"53",10,2,21,5,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,NA,NA,1,NA,NA,NA,NA,NA
"4139",23384,"53",10,2,25,1,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,NA,NA,1,NA,NA,NA,NA,NA
"4140",23384,"53",10,2,30,5,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,NA,NA,1,NA,NA,NA,NA,NA
"4141",23384,"53",10,1,27,1,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,NA,NA,1,NA,NA,NA,NA,NA
"4142",23384,"53",10,2,58,1,0,1,NA,NA,NA,NA,NA,NA,18180,3500,1,1,20000,165,3500,2800,3,NA,1,NA,NA,NA,NA,1
"4143",23392,"53",4,1,41,NA,0,1,4,2,3,5,5,NA,9025,3500,1,1,20000,165,3500,2800,4,240,NA,NA,0,0,1,2
"4144",23392,"53",4,2,38,NA,0,1,4,2,3,4,4,NA,9025,3500,1,1,20000,165,3500,2800,4,60,NA,NA,NA,NA,NA,1
"4145",23400,"53",8,1,53,1,0,1,1,NA,3,5,11,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,2
"4146",23400,"53",8,2,29,5,0,1,NA,NA,NA,6,11,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,NA
"4147",23400,"53",8,2,23,2,0,1,4,NA,4,11,11,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,NA
"4148",23400,"53",8,1,21,5,0,1,4,NA,NA,11,11,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,NA
"4149",23400,"53",8,1,25,2,0,1,4,NA,4,5,8,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,NA
"4150",23400,"53",8,2,47,1,0,1,4,NA,3,5,5,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,2
"4151",23400,"53",8,1,26,1,0,1,4,NA,4,5,11,NA,7500,3500,1,1,20000,165,3500,2800,1,NA,2,NA,NA,NA,NA,NA
"4152",23408,"53",4,2,31,1,0,1,4,NA,NA,5,9,2,3631.25,4318,1,1,2450,876,4318,2870,1,40,2,NA,NA,NA,1,2
"4153",23408,"53",4,1,41,1,0,1,4,NA,NA,4,5,2,3631.25,4318,1,1,2450,876,4318,2870,1,30,2,NA,0,0,1,2
"4154",23416,"53",4,1,18,2,0,1,4,NA,NA,5,9,3,2055,4318,1,1,2450,876,4318,2870,1,5,2,NA,NA,NA,1,2
"4155",23416,"53",4,1,58,1,0,1,4,NA,NA,4,5,3,2055,4318,1,1,2450,876,4318,2870,1,20,2,NA,0,0,1,1
"4156",23416,"53",4,2,41,1,0,1,4,NA,NA,4,5,3,2055,4318,1,1,2450,876,4318,2870,5,365,2,NA,NA,NA,1,2
"4157",23416,"53",4,2,21,1,0,1,4,NA,NA,5,9,3,2055,4318,1,1,2450,876,4318,2870,1,5,2,NA,NA,NA,1,2
"4158",23424,"53",5,2,41,1,0,1,4,NA,NA,4,5,4.5,1662.76,4318,1,1,2450,876,4318,2870,1,10,2,NA,NA,NA,1,2
"4159",23424,"53",5,1,18,2,0,1,4,NA,NA,5,9,4.5,1662.76,4318,1,1,2450,876,4318,2870,1,5,2,NA,NA,NA,1,2
"4160",23424,"53",5,1,48,1,0,1,4,NA,NA,5,5,4.5,1662.76,4318,1,1,2450,876,4318,2870,1,5,2,NA,0,0,1,2
"4161",23424,"53",5,2,20,2,0,1,4,NA,NA,5,9,4.5,1662.76,4318,1,1,2450,876,4318,2870,1,5,2,NA,NA,NA,1,2
"4162",23432,"53",2,1,51,1,0,1,4,NA,NA,4,5,3,20252.5,4318,1,1,2450,876,4318,2870,1,20,2,NA,NA,NA,1,NA
"4163",23432,"53",2,2,40,1,0,1,4,NA,NA,4,5,3,20252.5,4318,1,1,2450,876,4318,2870,1,50,2,NA,NA,NA,1,NA
"4164",23440,"53",4,1,19,2,0,1,4,NA,NA,5,9,4.5,5618,4318,1,1,2450,876,4318,2870,1,9,2,NA,NA,NA,1,NA
"4165",23440,"53",4,2,58,1,0,1,4,NA,NA,4,5,4.5,5618,4318,1,1,2450,876,4318,2870,1,20,2,NA,NA,NA,1,NA
"4166",23440,"53",4,1,23,2,0,1,4,NA,NA,5,9,4.5,5618,4318,1,1,2450,876,4318,2870,1,4,2,NA,NA,NA,1,NA
"4167",23448,"53",4,2,43,1,0,1,4,2,NA,4,5,3.20000004768372,3775,4318,1,1,2450,876,4318,2870,1,8,2,NA,NA,NA,1,2
"4168",23448,"53",4,1,52,1,0,1,4,2,NA,4,5,3.20000004768372,3775,4318,1,1,2450,876,4318,2870,1,5,2,NA,0,0,1,2
"4169",23448,"53",4,1,19,2,0,1,4,2,NA,5,9,3.20000004768372,3775,4318,1,1,2450,876,4318,2870,1,5,2,NA,NA,NA,1,2
"4170",23456,"53",5,2,41,1,0,1,4,2,NA,4,5,3.70000004768372,2561.2,4318,1,1,2450,876,4318,2870,1,60,2,NA,NA,NA,1,2
"4171",23456,"53",5,1,22,3,0,1,4,2,NA,5,9,3.70000004768372,2561.2,4318,1,1,2450,876,4318,2870,1,2,2,NA,NA,NA,1,2
"4172",23456,"53",5,1,42,1,0,1,4,2,NA,4,5,3.70000004768372,2561.2,4318,1,1,2450,876,4318,2870,1,10,2,NA,0,0,1,2
"4173",23456,"53",5,1,21,2,0,1,4,2,NA,5,9,3.70000004768372,2561.2,4318,1,1,2450,876,4318,2870,1,5,2,NA,NA,NA,1,2
"4174",23456,"53",5,2,17,2,0,1,4,2,NA,5,9,3.70000004768372,2561.2,4318,1,1,2450,876,4318,2870,1,0,2,NA,NA,NA,1,2
"4175",23464,"53",5,1,48,1,0,1,4,2,NA,4,5,NA,892,3494,1,1,4200,387,3494,2145,3,24,2,1,NA,NA,1,NA
"4176",23464,"53",5,2,17,2,0,1,4,2,NA,5,9,NA,892,3494,1,1,4200,387,3494,2145,1,0,2,1,NA,NA,1,NA
"4177",23464,"53",5,2,45,1,0,1,4,2,NA,4,5,NA,892,3494,1,1,4200,387,3494,2145,3,12,2,1,NA,NA,2,NA
"4178",23464,"53",5,1,17,2,0,1,4,2,NA,5,9,NA,892,3494,1,1,4200,387,3494,2145,1,0,2,1,NA,NA,1,NA
"4179",23480,"53",5,2,20,3,0,1,4,2,NA,3,9,12,2658.4,3494,1,1,4200,387,3494,2145,1,5,3,NA,0,0,1,2
"4180",23480,"53",5,2,41,1,0,1,4,2,NA,1,NA,12,2658.4,3494,1,1,4200,387,3494,2145,1,5,3,NA,0,0,1,2
"4181",23480,"53",5,1,51,1,0,1,4,2,NA,1,NA,12,2658.4,3494,1,1,4200,387,3494,2145,1,3,3,NA,0,0,1,2
"4182",23488,"53",4,2,56,1,0,1,4,2,NA,1,NA,16,4693.5,3494,1,1,4200,387,3494,2145,1,20,2,NA,0,0,1,2
"4183",23488,"53",4,1,17,2,0,1,4,1,NA,5,9,16,4693.5,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4184",23496,"53",7,1,34,1,0,1,4,2,NA,3,9,14,2435.42857142857,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4185",23496,"53",7,2,32,1,0,1,4,2,NA,3,9,14,2435.42857142857,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4186",23504,"53",6,1,24,1,0,1,4,1,NA,5,9,13.6999998092651,3302.75,3494,1,1,4200,387,3494,2145,1,10,2,NA,0,0,1,2
"4187",23504,"53",6,2,21,3,0,1,4,2,NA,5,9,13.6999998092651,3302.75,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4188",23504,"53",6,2,51,1,0,1,4,2,NA,4,8,13.6999998092651,3302.75,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4189",23504,"53",6,2,23,1,0,1,4,2,NA,5,9,13.6999998092651,3302.75,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4190",23512,"53",4,2,37,1,0,1,4,2,NA,5,9,13,3794.5,3494,1,1,4200,387,3494,2145,1,5,2,NA,0,0,1,2
"4191",23512,"53",4,1,40,1,0,1,4,2,NA,5,8,13,3794.5,3494,1,1,4200,387,3494,2145,1,0,2,NA,0,0,1,2
"4192",23520,"53",3,2,21,3,0,1,4,2,NA,5,9,12,6939.66666666667,3494,1,1,4200,387,3494,2145,1,0,3,NA,0,0,1,2
"4193",23520,"53",3,2,41,1,0,1,4,2,NA,4,5,12,6939.66666666667,3494,1,1,4200,387,3494,2145,1,0,3,NA,0,0,1,2
"4194",23528,"53",5,2,48,1,0,1,4,2,NA,5,8,17,4038.6,3494,1,1,4200,387,3494,2145,1,10,2,NA,NA,NA,1,2
