"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b6","b6_1","b6_2","b13_1","b13_2","b13_3","b13_4","b14","b15","b15_1","b15_2","n1_3","n1_3_1","e30","e31","e32","e33","e38"
"15226",22206,"45",4,2,22,2,0,1,4,1,11,16,3.7,9742,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15227",22208,"45",4,1,37,1,0,1,4,2,5,NA,2.8,6770.75,NA,2,1,2932,753,NA,NA,1,NA,NA,2011,6,NA,NA,1,NA,3,6,17000,NA,NA,NA,NA,NA,NA
"15228",22208,"45",4,2,39,1,0,1,4,2,4,NA,2.8,6770.75,NA,2,1,2932,753,NA,NA,1,NA,NA,2010,5,NA,NA,2,NA,NA,NA,7200,NA,NA,NA,NA,NA,NA
"15229",22210,"45",3,2,48,1,0,1,4,2,5,7,2.8,13183,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15230",22210,"45",3,1,25,2,0,1,4,1,8,11,2.8,13183,NA,2,1,2932,753,NA,NA,1,12,56,2007,3,NA,NA,1,2007,3,3,36000,5000,NA,NA,NA,NA,NA
"15231",22210,"45",3,1,48,1,0,1,4,2,5,7,2.8,13183,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15232",22212,"45",7,1,26,1,0,1,4,2,5,9,4,6951.71428571429,NA,2,1,2932,753,NA,NA,1,NA,NA,2009,6,NA,NA,1,2009,3,6,NA,NA,NA,NA,NA,NA,NA
"15233",22212,"45",7,1,28,1,0,1,4,2,5,9,4,6951.71428571429,NA,2,1,2932,753,NA,NA,1,NA,NA,2009,6,NA,NA,1,2009,3,6,NA,5000,NA,NA,NA,NA,NA
"15234",22212,"45",7,2,27,1,0,1,4,2,5,9,4,6951.71428571429,NA,2,1,2932,753,NA,NA,1,NA,NA,2009,6,NA,NA,1,2009,3,6,NA,5000,NA,NA,NA,NA,NA
"15235",22212,"45",7,2,25,1,0,1,4,2,5,9,4,6951.71428571429,NA,2,1,2932,753,NA,NA,1,NA,NA,2009,6,NA,NA,1,2009,3,6,NA,NA,NA,NA,NA,NA,NA
"15236",22212,"45",7,1,54,1,0,1,4,2,4,6,4,6951.71428571429,NA,2,1,2932,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15237",22212,"45",7,2,54,1,0,1,4,2,4,6,4,6951.71428571429,NA,2,1,2932,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15238",22214,"45",4,1,38,1,0,1,4,2,5,9,4,8866,NA,2,1,2932,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15239",22214,"45",4,2,39,1,0,1,4,2,4,6,4,8866,NA,2,1,2932,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15240",22216,"45",4,1,41,1,0,1,4,2,5,9,3,12342,NA,2,1,2932,753,NA,NA,1,NA,NA,2011,5,NA,NA,4,NA,NA,NA,7000,5000,NA,NA,NA,NA,NA
"15241",22216,"45",4,2,43,1,0,1,4,2,4,6,3,12342,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15242",22218,"45",3,2,38,1,0,1,4,2,5,9,3,15631,NA,2,1,2932,753,NA,NA,1,NA,NA,2011,5,NA,NA,1,2009,2,6,7000,NA,NA,NA,NA,NA,NA
"15243",22218,"45",3,1,37,1,0,1,4,2,5,9,3,15631,NA,2,1,2932,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2009,2,6,17000,NA,NA,NA,NA,NA,NA
"15244",22220,"45",8,1,27,1,0,1,4,2,5,9,3,7331.875,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15245",22220,"45",8,1,57,1,0,1,4,2,4,6,3,7331.875,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15246",22220,"45",8,2,56,1,0,1,4,2,4,6,3,7331.875,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15247",22220,"45",8,2,23,1,0,1,4,2,5,9,3,7331.875,NA,2,1,2932,753,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15248",22220,"45",8,1,25,2,0,1,4,2,5,9,3,7331.875,NA,2,1,2932,753,NA,NA,1,NA,NA,2009,7,NA,NA,1,2009,3,7,NA,2400,NA,NA,NA,NA,NA
"15249",22222,"45",4,1,46,1,0,1,4,3,4,5,3.2,5602.75,5000,2,1,2586,845,5000,4000,1,3,65,NA,NA,NA,NA,1,2000,1,6,NA,NA,NA,NA,NA,NA,NA
"15250",22222,"45",4,1,19,2,0,1,4,1,5,9,3.2,5602.75,5000,2,1,2586,845,5000,4000,1,12,65,2011,6,NA,NA,1,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA
"15251",22222,"45",4,2,17,2,0,1,4,1,6,11,3.2,5602.75,5000,2,1,2586,845,5000,4000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15252",22222,"45",4,2,46,1,0,1,4,3,4,5,3.2,5602.75,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15253",22224,"45",6,2,16,2,1,1,4,1,3,2,5,6332.5,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15254",22224,"45",6,1,38,1,1,1,4,2,NA,NA,5,6332.5,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15255",22224,"45",6,2,36,1,1,1,4,2,7,11,5,6332.5,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15256",22226,"45",4,2,55,1,1,1,4,2,5,7,2.4,10203.75,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15257",22226,"45",4,2,23,2,0,1,4,1,7,10,2.4,10203.75,5000,2,1,2586,845,5000,4000,1,11,40,2004,6,2,2,1,2004,3,6,20000,NA,1,45,2,5,NA
"15258",22226,"45",4,1,57,1,0,1,4,1,4,5,2.4,10203.75,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15259",22226,"45",4,1,25,2,0,1,4,2,5,7,2.4,10203.75,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15260",22228,"45",3,1,30,1,0,1,4,2,5,9,3.6,50174,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15261",22228,"45",3,2,28,1,0,1,4,2,7,10,3.6,50174,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15262",22230,"45",5,1,41,1,1,1,4,2,5,NA,3,10675.8,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15263",22230,"45",5,2,19,1,1,1,2,1,11,13,3,10675.8,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15264",22230,"45",5,2,41,1,1,1,4,2,5,NA,3,10675.8,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15265",22232,"45",4,1,19,NA,0,1,2,1,6,12,4,5865,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15266",22232,"45",4,1,45,NA,1,1,4,NA,5,7,4,5865,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15267",22232,"45",4,1,23,NA,0,1,4,1,9,15,4,5865,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,5,0
"15268",22232,"45",4,2,48,NA,0,1,4,1,5,7,4,5865,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15269",22234,"45",4,1,51,1,1,2,1,NA,6,9,3,13372.25,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15270",22234,"45",4,2,18,2,0,1,2,1,6,11,3,13372.25,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15271",22234,"45",4,1,25,2,0,1,4,1,5,9,3,13372.25,5000,2,1,2586,845,5000,4000,1,12,56,2011,7,NA,NA,1,NA,3,7,12000,3000,1,45,2,9,0
"15272",22234,"45",4,2,49,1,0,1,4,1,5,6,3,13372.25,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15273",22236,"45",4,2,45,1,1,1,4,NA,NA,NA,4,443.25,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15274",22236,"45",4,1,21,2,1,1,4,2,5,NA,4,443.25,5000,2,1,2586,845,5000,4000,1,12,56,2008,5,NA,1,NA,2008,2,6,NA,NA,NA,NA,NA,NA,NA
"15275",22236,"45",4,2,23,2,1,1,4,1,9,NA,4,443.25,5000,2,1,2586,845,5000,4000,1,12,56,2007,3,NA,1,NA,2007,1,3,NA,NA,NA,NA,NA,NA,NA
"15276",22236,"45",4,1,47,1,1,1,4,NA,NA,NA,4,443.25,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15277",22238,"45",3,1,32,1,1,1,4,1,4,6,2,6524,5000,2,1,2586,845,5000,4000,1,NA,NA,2000,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15278",22238,"45",3,2,28,1,1,1,4,1,5,9,2,6524,5000,2,1,2586,845,5000,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15279",22240,"45",7,2,23,1,1,1,4,2,5,7,5,5742.57142857143,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15280",22240,"45",7,2,56,1,1,1,4,2,4,5,5,5742.57142857143,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15281",22240,"45",7,1,29,1,1,1,4,2,5,7,5,5742.57142857143,5000,2,1,2586,845,5000,4000,1,NA,NA,2006,4,2,2,1,2006,2,4,90000,0,1,45,2,5,0
"15282",22240,"45",7,1,58,1,1,1,4,2,6,9,5,5742.57142857143,5000,2,1,2586,845,5000,4000,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15283",22240,"45",7,2,22,1,0,1,4,2,5,7,5,5742.57142857143,5000,2,1,2586,845,5000,4000,1,NA,NA,2011,4,2,2,1,NA,3,4,10000,0,NA,NA,NA,NA,NA
"15284",22240,"45",7,1,27,1,1,1,4,2,5,7,5,5742.57142857143,5000,2,1,2586,845,5000,4000,1,NA,NA,2010,4,2,2,1,2010,3,4,10000,0,NA,NA,NA,NA,NA
"15285",22242,"45",3,1,20,2,1,1,4,2,5,9,1,7784.66666666667,2300,2,1,2997,588,2300,1300,1,10,40,2011,6,NA,NA,2,NA,3,6,10000,4000,1,44,4,4,550
"15286",22242,"45",3,2,45,1,1,1,4,2,5,5,1,7784.66666666667,2300,2,1,2997,588,2300,1300,1,11,40,2004,5,NA,NA,1,2004,3,5,10680,3000,1,44,4,4,500
"15287",22242,"45",3,1,46,1,1,1,4,2,5,5,1,7784.66666666667,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15288",22244,"45",2,1,25,2,0,1,NA,2,5,9,3,5719,2300,2,1,2997,588,2300,1300,1,2,84,2007,6,2,2,1,2007,2,6,10680,2000,1,44,3,6,600
"15289",22246,"45",4,1,34,1,0,1,4,1,5,9,1,6766.75,2300,2,1,2997,588,2300,1300,1,9,45,2002,6,NA,NA,1,2002,3,6,12700,8600,1,44,3,8,700
"15290",22246,"45",4,2,28,1,0,1,4,1,5,9,1,6766.75,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,1,2005,3,6,NA,NA,NA,NA,NA,NA,NA
"15291",22248,"45",4,2,27,1,1,1,NA,2,6,12,2,4742,2300,2,1,2997,588,2300,1300,1,10,50,2011,6,NA,NA,1,NA,3,6,8000,5000,NA,NA,NA,NA,NA
"15292",22248,"45",4,1,29,1,1,1,NA,2,5,9,2,4742,2300,2,1,2997,588,2300,1300,1,10,56,2011,6,NA,NA,1,NA,3,6,14000,5000,1,44,3,6,600
"15293",22250,"45",4,2,40,1,1,1,4,2,5,NA,2,5592.75,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,44,4,8,600
"15294",22250,"45",4,1,42,1,1,1,4,2,5,NA,2,5592.75,2300,2,1,2997,588,2300,1300,1,10,49,2002,6,NA,NA,1,2002,3,6,11300,NA,1,44,4,8,600
"15295",22252,"45",4,1,47,1,1,1,4,2,6,9,3,5546.75,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15296",22252,"45",4,2,43,1,1,1,4,2,5,9,3,5546.75,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15297",22254,"45",4,1,60,1,1,1,4,2,4,5,3,3409.25,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15298",22254,"45",4,2,21,2,1,1,4,1,5,12,3,3409.25,2300,2,1,2997,588,2300,1300,1,11,56,2010,7,2,2,1,2010,2,7,10000,3000,1,44,3,6,700
"15299",22254,"45",4,2,55,1,1,1,4,2,4,5,3,3409.25,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15300",22254,"45",4,1,19,2,1,1,2,1,9,15,3,3409.25,2300,2,1,2997,588,2300,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15301",22256,"45",3,1,46,1,1,1,NA,2,5,8,1,5827.66666666667,2300,2,1,2997,588,2300,1300,1,NA,40,2003,NA,NA,NA,1,2003,3,6,4580,NA,1,44,4,8,600
"15302",22256,"45",3,2,48,1,1,1,NA,2,5,8,1,5827.66666666667,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,2005,3,6,NA,NA,NA,NA,NA,NA,NA
"15303",22258,"45",4,1,53,1,1,1,4,2,4,3,2,3219.75,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15304",22258,"45",4,2,47,1,0,1,4,2,5,6,2,3219.75,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15305",22258,"45",4,1,16,2,0,1,4,1,5,9,2,3219.75,2300,2,1,2997,588,2300,1300,1,1,40,2011,3,NA,NA,1,NA,NA,NA,1000,NA,1,44,3,6,NA
"15306",22258,"45",4,1,26,2,1,1,4,1,5,9,2,3219.75,2300,2,1,2997,588,2300,1300,1,10,40,2007,6,NA,NA,2,2007,3,6,10000,3000,1,44,3,6,NA
"15307",22260,"45",3,2,53,1,1,1,4,2,4,5,2,5249.33333333333,2300,2,1,2997,588,2300,1300,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15308",22260,"45",3,1,25,2,1,1,4,2,5,8,2,5249.33333333333,2300,2,1,2997,588,2300,1300,1,9,58,2008,6,NA,NA,1,2008,3,6,12000,3700,1,44,3,6,NA
"15309",22262,"45",4,1,47,1,1,1,4,3,6,11,0.8,6072,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA
"15310",22262,"45",4,1,17,2,1,1,4,2,5,8,0.8,6072,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15311",22262,"45",4,2,46,1,1,1,4,3,5,8,0.8,6072,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15312",22262,"45",4,2,21,2,1,1,4,1,9,14,0.8,6072,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15313",22264,"45",6,1,31,2,0,1,4,3,6,NA,1.2,2564.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15314",22264,"45",6,2,59,1,0,1,4,3,4,NA,1.2,2564.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15315",22264,"45",6,1,24,1,0,1,4,3,5,NA,1.2,2564.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15316",22264,"45",6,2,22,1,0,1,4,3,5,NA,1.2,2564.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15317",22264,"45",6,2,26,2,0,1,4,3,5,NA,1.2,2564.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15318",22266,"45",4,2,44,1,0,1,4,2,5,9,NA,3597.25,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15319",22266,"45",4,1,44,1,1,1,4,2,6,12,NA,3597.25,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15320",22266,"45",4,2,18,2,0,1,4,2,5,9,NA,3597.25,2200,2,1,1235,390,2200,NA,1,12,49,2010,6,NA,NA,1,NA,2,6,7200,6000,1,45,3,11,NA
"15321",22268,"45",4,2,22,2,1,1,4,2,5,NA,NA,9509.25,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15322",22268,"45",4,2,17,2,1,1,4,2,7,NA,NA,9509.25,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15323",22268,"45",4,2,45,1,1,1,4,2,5,NA,NA,9509.25,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15324",22268,"45",4,1,47,1,1,1,4,2,5,NA,NA,9509.25,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15325",22270,"45",5,2,27,1,1,1,4,1,4,NA,NA,9217.2,2200,2,1,1235,390,2200,NA,1,NA,NA,2007,5,NA,NA,1,2007,3,5,1200,NA,1,33,2,6,NA
"15326",22270,"45",5,2,31,1,1,1,4,1,NA,NA,NA,9217.2,2200,2,1,1235,390,2200,NA,1,NA,NA,2006,5,NA,NA,1,2006,3,5,1200,NA,1,44,2,6,NA
"15327",22270,"45",5,1,29,1,1,1,4,1,4,NA,NA,9217.2,2200,2,1,1235,390,2200,NA,1,NA,NA,2006,5,NA,NA,1,2007,3,5,1200,NA,1,44,2,6,NA
"15328",22272,"45",4,2,21,2,1,1,4,2,9,NA,0.8,11192.75,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15329",22272,"45",4,1,46,1,1,1,4,2,4,NA,0.8,11192.75,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15330",22272,"45",4,2,46,1,1,1,4,2,5,NA,0.8,11192.75,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15331",22274,"45",6,2,27,1,0,1,4,1,5,NA,NA,4294.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15332",22274,"45",6,2,57,1,0,1,4,1,1,NA,NA,4294.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15333",22274,"45",6,1,28,1,1,2,4,NA,5,NA,NA,4294.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15334",22274,"45",6,1,54,1,1,1,4,NA,5,NA,NA,4294.83333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15335",22274,"45",6,2,25,2,0,1,4,1,9,NA,NA,4294.83333333333,2200,2,1,1235,390,2200,NA,1,12,70,2008,5,NA,NA,NA,2008,3,5,NA,NA,1,6,3,NA,6000
"15336",22276,"45",3,1,23,2,1,1,4,2,5,NA,1.4,15302.3333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15337",22276,"45",3,2,44,1,1,1,4,2,5,NA,1.4,15302.3333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"15338",22276,"45",3,1,43,1,1,1,4,2,5,NA,1.4,15302.3333333333,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15339",22278,"45",4,1,28,1,0,1,4,2,4,NA,1.2,5579,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15340",22278,"45",4,1,28,2,0,1,4,2,4,NA,1.2,5579,2200,2,1,1235,390,2200,NA,1,12,56,2010,5,NA,NA,1,NA,3,5,20000,10000,1,33,2,6,NA
"15341",22278,"45",4,1,57,1,0,1,4,2,5,NA,1.2,5579,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15342",22278,"45",4,2,56,1,0,1,4,2,5,NA,1.2,5579,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15343",22280,"45",4,1,41,1,0,1,4,2,NA,NA,0.8,7204.75,2200,2,1,1235,390,2200,NA,1,5,56,2002,5,NA,NA,1,2002,1,5,5000,5000,3,44,3,6,NA
"15344",22280,"45",4,2,40,1,0,1,4,3,NA,NA,0.8,7204.75,2200,2,1,1235,390,2200,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15345",22280,"45",4,2,16,2,0,1,4,1,5,8,0.8,7204.75,2200,2,1,1235,390,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15346",22282,"45",6,2,25,1,0,1,4,1,6,11,NA,4420.5,1500,2,1,1191,615,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12050,NA,3,44,4,15,NA
"15347",22282,"45",6,2,50,1,0,1,4,3,6,9,NA,4420.5,1500,2,1,1191,615,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15348",22282,"45",6,1,49,1,0,1,4,3,6,9,NA,4420.5,1500,2,1,1191,615,1500,NA,1,NA,NA,2011,5,NA,NA,2,2010,1,5,NA,NA,NA,NA,NA,NA,NA
"15349",22282,"45",6,1,26,2,0,1,4,1,11,15,NA,4420.5,1500,2,1,1191,615,1500,NA,1,NA,NA,2009,6,NA,NA,2,2009,3,6,15000,NA,3,44,4,15,NA
"15350",22284,"45",3,1,39,1,1,1,4,4,4,5,NA,4561.66666666667,1500,2,1,1191,615,1500,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15351",22284,"45",3,2,42,1,1,1,4,4,4,5,NA,4561.66666666667,1500,2,1,1191,615,1500,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15352",22286,"45",4,2,26,1,1,1,4,1,5,NA,1,4694,1500,2,1,1191,615,1500,NA,1,NA,NA,NA,6,NA,2,3,NA,1,6,NA,NA,NA,NA,NA,NA,NA
"15353",22286,"45",4,2,55,4,1,1,4,4,4,NA,1,4694,1500,2,1,1191,615,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15354",22286,"45",4,1,28,1,1,1,4,1,5,NA,1,4694,1500,2,1,1191,615,1500,NA,1,5,56,2009,6,NA,2,2,NA,3,6,10000,NA,NA,NA,NA,NA,NA
