"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","t122","v1501.1","v1511","b6","b6_1","b6_2","b13_1","b13_2","b13_3","b13_4","b14","b15","b15_1","b15_2","n1_3","n1_3_1","e30","e31","e32","e33","e38"
"2739",2668,"63",5,1,31,1,0,1,4,4,4,2,1.5,2271.9,1239,3,1,340,84,1239,800,1,2,48,2011,NA,NA,NA,NA,2006,NA,NA,NA,NA,1,63,5,1,NA
"2740",2670,"63",6,2,42,1,0,1,4,3,4,5,2,4751.33333333333,1239,3,1,340,84,1239,800,1,1,56,2011,6,NA,NA,4,NA,NA,NA,NA,1500,1,63,6,1,NA
"2741",2670,"63",6,2,18,2,0,1,4,1,6,11,2,4751.33333333333,1239,3,1,340,84,1239,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",2670,"63",6,1,20,2,0,1,4,1,6,12,2,4751.33333333333,1239,3,1,340,84,1239,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",2670,"63",6,1,22,2,0,1,4,1,11,16,2,4751.33333333333,1239,3,1,340,84,1239,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",2670,"63",6,1,42,1,0,1,4,2,5,8,2,4751.33333333333,1239,3,1,340,84,1239,800,1,1,56,2011,6,NA,NA,4,NA,NA,NA,NA,1500,1,63,6,1,NA
"2745",2672,"63",5,1,23,1,0,1,4,2,5,9,2,4013.2,1239,3,1,340,84,1239,800,1,11,48,2011,6,NA,NA,4,2008,1,6,NA,NA,1,63,6,1,NA
"2746",2672,"63",5,2,22,1,0,1,4,2,5,9,2,4013.2,1239,3,1,340,84,1239,800,1,1,48,2011,6,NA,NA,4,2010,1,6,NA,NA,1,63,6,1,NA
"2747",2674,"63",3,2,46,1,0,1,4,4,4,3,2,888.666666666667,1239,3,1,340,84,1239,800,NA,NA,NA,NA,NA,NA,NA,NA,1998,1,6,NA,NA,NA,NA,NA,NA,NA
"2748",2674,"63",3,1,17,2,0,1,4,3,4,6,2,888.666666666667,1239,3,1,340,84,1239,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",2674,"63",3,1,47,1,0,1,4,3,4,5,2,888.666666666667,1239,3,1,340,84,1239,800,1,2,48,2011,6,NA,NA,NA,1992,1,6,NA,NA,1,63,6,1,NA
"2750",2676,"63",4,1,22,2,0,1,4,4,4,2,3,586,1239,3,1,340,84,1239,800,1,1,56,2011,6,NA,NA,4,2009,1,6,NA,NA,1,63,6,1,NA
"2751",2676,"63",4,2,21,2,0,1,4,4,4,2,3,586,1239,3,1,340,84,1239,800,1,1,56,2011,6,NA,NA,4,2011,1,6,NA,NA,1,63,6,1,NA
"2752",2678,"63",7,1,32,1,0,2,2,4,5,9,10,1702.71428571429,2632,3,1,516,54,2632,800,1,1,50,2009,5,1,NA,2,2009,2,5,3350,NA,NA,63,6,1,200
"2753",2678,"63",7,2,30,1,0,2,4,4,5,9,10,1702.71428571429,2632,3,1,516,54,2632,800,1,NA,NA,2009,5,1,NA,2,2009,2,5,3150,NA,NA,63,6,1,200
"2754",2678,"63",7,2,54,1,0,2,4,4,4,6,10,1702.71428571429,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",2678,"63",7,1,56,1,0,2,1,4,4,6,10,1702.71428571429,2632,3,1,516,54,2632,800,1,NA,NA,2010,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756",2680,"63",5,2,36,1,0,2,4,3,4,NA,8,2213,2632,3,1,516,54,2632,800,1,1,56,2010,6,2,NA,2,2004,2,6,2200,NA,NA,63,6,1,300
"2757",2680,"63",5,1,18,5,0,2,4,4,1,NA,8,2213,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",2680,"63",5,1,42,1,0,2,4,3,4,NA,8,2213,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759",2682,"63",7,2,48,1,0,NA,4,3,1,NA,NA,2279,2632,3,1,516,54,2632,800,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",2682,"63",7,2,27,1,0,NA,4,2,5,9,NA,2279,2632,3,1,516,54,2632,800,1,1,56,2007,6,2,1,2,2004,2,6,3100,NA,1,63,6,1,NA
"2761",2682,"63",7,1,28,1,0,NA,4,2,5,9,NA,2279,2632,3,1,516,54,2632,800,1,NA,NA,2007,6,2,1,2,2004,2,6,3000,NA,1,63,6,1,NA
"2762",2682,"63",7,1,55,1,0,NA,1,3,1,NA,NA,2279,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",2684,"63",8,1,42,1,0,1,4,3,4,6,NA,2244.625,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",2684,"63",8,2,23,1,0,1,4,3,5,9,NA,2244.625,2632,3,1,516,54,2632,800,1,1,56,2010,6,NA,NA,2,2009,2,6,5000,NA,1,63,6,1,NA
"2765",2684,"63",8,1,22,1,0,1,4,3,5,9,NA,2244.625,2632,3,1,516,54,2632,800,1,1,56,2010,6,NA,NA,2,2009,2,6,5600,NA,1,63,6,1,NA
"2766",2684,"63",8,2,20,2,0,1,4,2,10,13,NA,2244.625,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",2684,"63",8,2,40,1,0,1,4,3,4,6,NA,2244.625,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",2686,"63",4,1,53,1,NA,2,1,2,5,9,9.89999961853027,6714,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",2686,"63",4,2,18,2,NA,2,4,1,6,12,9.89999961853027,6714,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",2686,"63",4,2,40,1,NA,2,4,3,4,5,9.89999961853027,6714,2632,3,1,516,54,2632,800,1,NA,NA,2004,6,NA,NA,2,2004,2,6,5000,NA,1,63,6,1,300
"2771",2686,"63",4,1,23,2,NA,2,4,1,11,15,9.89999961853027,6714,2632,3,1,516,54,2632,800,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772",2688,"63",4,2,27,1,0,3,4,2,6,NA,9.69999980926514,2283.75,2632,3,1,516,54,2632,800,1,1,56,2010,4,NA,NA,1,2010,1,4,1500,NA,1,63,4,16,140
"2773",2688,"63",4,2,45,3,0,NA,4,3,4,NA,9.69999980926514,2283.75,2632,3,1,516,54,2632,800,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",2688,"63",4,1,27,1,0,3,4,2,6,NA,9.69999980926514,2283.75,2632,3,1,516,54,2632,800,1,1,56,2010,4,NA,NA,1,2010,1,4,1500,NA,1,6,4,16,140
"2775",2690,"63",4,1,49,3,0,2,1,3,5,9,8,3382.5,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",2690,"63",4,2,16,2,0,2,4,3,5,8,8,3382.5,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",2690,"63",4,1,23,3,0,2,4,3,5,9,8,3382.5,2632,3,1,516,54,2632,800,1,2,NA,2010,5,NA,NA,2,2009,2,5,6500,NA,1,63,6,1,280
"2778",2692,"63",6,1,16,2,0,1,4,1,5,9,7,3318.33333333333,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",2692,"63",6,2,21,2,0,1,4,1,6,12,7,3318.33333333333,2632,3,1,516,54,2632,800,1,NA,NA,2009,5,NA,2,1,2009,2,5,10000,NA,2,63,4,10,1800
"2780",2692,"63",6,2,19,2,0,1,4,1,6,12,7,3318.33333333333,2632,3,1,516,54,2632,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",2692,"63",6,1,48,1,0,1,4,4,1,NA,7,3318.33333333333,2632,3,1,516,54,2632,800,1,NA,NA,2008,5,NA,NA,2,2008,2,5,2000,NA,1,63,6,1,280
"2782",2692,"63",6,2,38,1,0,1,4,4,1,NA,7,3318.33333333333,2632,3,1,516,54,2632,800,1,1,56,2009,5,NA,NA,2,2009,2,5,2000,NA,1,63,6,1,300
"2783",2694,"63",3,1,49,4,0,2,4,3,4,6,NA,4343.66666666667,2632,3,1,516,54,2632,800,1,2,58,2010,6,NA,NA,2,2008,2,6,2500,NA,1,63,6,1,NA
"2784",2694,"63",3,2,16,1,0,2,4,3,4,6,NA,4343.66666666667,2632,3,1,516,54,2632,800,1,2,56,2010,6,NA,NA,2,2010,2,6,2500,NA,1,63,1,1,NA
"2785",2694,"63",3,1,20,1,0,2,4,2,9,12,NA,4343.66666666667,2632,3,1,516,54,2632,800,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786",2696,"63",3,1,35,3,NA,2,4,3,4,6,12.1599998474121,3350.66666666667,2632,3,1,516,54,2632,800,1,1,58,2009,6,NA,NA,2,2009,2,6,3000,NA,1,63,6,1,NA
"2787",2698,"63",4,2,25,1,0,1,4,4,4,6,11.8999996185303,4040.25,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",2698,"63",4,2,57,1,0,1,4,4,1,3,11.8999996185303,4040.25,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",2698,"63",4,1,27,1,0,1,4,1,5,9,11.8999996185303,4040.25,3611,3,1,879,72,3611,1000,1,NA,NA,2008,6,NA,NA,NA,2008,2,6,3000,NA,1,63,6,1,NA
"2790",2698,"63",4,1,58,1,0,1,4,4,1,5,11.8999996185303,4040.25,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,6,12,NA
"2791",2700,"63",5,1,40,1,0,1,4,4,4,5,6.09999990463257,2751,3611,3,1,879,72,3611,1000,1,1,56,2002,6,NA,NA,NA,2002,2,6,2500,NA,1,6,6,1,NA
"2792",2700,"63",5,2,38,1,0,1,4,4,4,5,6.09999990463257,2751,3611,3,1,879,72,3611,1000,1,1,56,2002,6,NA,NA,NA,2002,2,6,2000,NA,1,3,6,1,NA
"2793",2702,"63",4,2,20,1,0,1,1,1,6,12,14.8999996185303,3739.5,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",2702,"63",4,2,58,1,0,1,1,3,4,5,14.8999996185303,3739.5,3611,3,1,879,72,3611,1000,1,1,56,2008,6,NA,NA,2,2008,2,6,2800,NA,1,63,1,1,NA
"2795",2704,"63",5,2,40,3,0,1,1,1,4,6,6.69999980926514,3013,3611,3,1,879,72,3611,1000,1,1,56,2010,6,NA,NA,2,NA,NA,NA,4000,NA,1,63,1,NA,NA
"2796",2704,"63",5,2,34,2,0,1,4,1,4,5,6.69999980926514,3013,3611,3,1,879,72,3611,1000,1,1,56,2010,6,NA,NA,2,NA,NA,NA,4000,NA,1,63,1,NA,NA
"2797",2706,"63",5,2,26,1,0,1,4,4,4,6,NA,2591.8,3611,3,1,879,72,3611,1000,1,2,56,2010,3,NA,NA,1,NA,NA,NA,2800,NA,1,63,6,1,NA
"2798",2706,"63",5,1,25,1,0,1,4,1,4,6,NA,2591.8,3611,3,1,879,72,3611,1000,1,2,56,2010,3,NA,NA,1,NA,NA,NA,3000,NA,1,63,6,1,NA
"2799",2706,"63",5,2,49,3,0,1,4,4,4,3,NA,2591.8,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800",2708,"63",5,2,19,2,0,1,4,NA,6,12,9.59000015258789,3068.4,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801",2708,"63",5,2,23,2,0,1,4,NA,4,6,9.59000015258789,3068.4,3611,3,1,879,72,3611,1000,1,1,56,2010,3,NA,NA,2,NA,NA,NA,2000,NA,1,63,6,1,NA
"2802",2708,"63",5,1,42,1,0,1,4,NA,4,5,9.59000015258789,3068.4,3611,3,1,879,72,3611,1000,1,1,56,2008,3,NA,NA,2,2008,2,3,2000,NA,1,63,6,1,NA
"2803",2708,"63",5,2,45,1,0,1,4,NA,4,3,9.59000015258789,3068.4,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804",2710,"63",4,1,56,1,0,1,1,4,1,NA,4.5,3082.25,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",2710,"63",4,2,25,1,0,1,4,4,1,NA,4.5,3082.25,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806",2710,"63",4,1,25,1,0,1,4,4,4,6,4.5,3082.25,3611,3,1,879,72,3611,1000,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,6300,NA,1,63,6,1,NA
"2807",2710,"63",4,2,50,1,0,1,4,4,1,NA,4.5,3082.25,3611,3,1,879,72,3611,1000,1,NA,NA,2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",2712,"63",4,2,40,1,0,1,4,4,1,NA,13.1499996185303,2808,3611,3,1,879,72,3611,1000,1,2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",2712,"63",4,1,18,2,0,1,4,1,5,9,13.1499996185303,2808,3611,3,1,879,72,3611,1000,1,NA,NA,2010,6,NA,NA,NA,NA,NA,NA,5600,NA,1,63,6,1,NA
"2810",2712,"63",4,1,44,1,0,1,1,4,4,5,13.1499996185303,2808,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811",2712,"63",4,1,24,2,0,1,4,1,11,14,13.1499996185303,2808,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812",2714,"63",5,1,18,2,0,1,4,NA,6,8,9.23999977111816,5489.2,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813",2714,"63",5,1,42,1,0,1,4,NA,5,9,9.23999977111816,5489.2,3611,3,1,879,72,3611,1000,1,1,56,2008,6,NA,NA,NA,2008,2,6,1000,NA,1,63,6,1,NA
"2814",2714,"63",5,2,39,1,0,1,4,NA,4,6,9.23999977111816,5489.2,3611,3,1,879,72,3611,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",2716,"63",4,1,23,2,0,1,4,1,11,15,13.5,14653,3611,3,1,879,72,3611,1000,1,10,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",2716,"63",4,2,47,1,0,1,1,3,4,6,13.5,14653,3611,3,1,879,72,3611,1000,1,NA,NA,2008,6,NA,NA,2,2008,2,6,2000,NA,1,63,6,1,NA
"2817",2716,"63",4,1,47,1,0,2,4,1,9,15,13.5,14653,3611,3,1,879,72,3611,1000,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",2716,"63",4,1,27,2,0,5,4,1,9,15,13.5,14653,3611,3,1,879,72,3611,1000,1,NA,NA,2010,6,NA,NA,1,2010,2,6,4133,NA,1,63,5,7,NA
"2819",2718,"63",6,2,32,1,0,1,2,4,1,NA,NA,1808.83333333333,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820",2718,"63",6,1,31,1,0,1,2,2,4,4,NA,1808.83333333333,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",2720,"63",6,1,19,2,NA,1,4,1,6,10,NA,3643.66666666667,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",2720,"63",6,1,58,1,NA,3,4,4,1,NA,NA,3643.66666666667,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",2720,"63",6,2,55,1,NA,1,4,2,4,3,NA,3643.66666666667,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",2720,"63",6,1,26,1,NA,1,4,4,1,NA,NA,3643.66666666667,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",2720,"63",6,2,27,1,NA,4,4,4,1,NA,NA,3643.66666666667,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",2722,"63",4,2,18,2,0,1,4,4,1,NA,NA,3910.75,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",2722,"63",4,2,20,2,0,1,4,1,7,11,NA,3910.75,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828",2722,"63",4,2,49,1,0,1,4,4,1,NA,NA,3910.75,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829",2722,"63",4,1,46,1,0,1,4,4,1,NA,NA,3910.75,4833,3,1,NA,178,4833,3900,1,1,56,2010,6,NA,NA,NA,NA,NA,NA,1150,NA,1,63,6,1,NA
"2830",2724,"63",7,2,23,2,0,1,4,4,1,NA,NA,3992.57142857143,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",2724,"63",7,2,25,1,0,1,4,4,1,NA,NA,3992.57142857143,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",2724,"63",7,1,26,1,0,1,4,4,1,NA,NA,3992.57142857143,4833,3,1,NA,178,4833,3900,1,1,56,2011,6,NA,NA,2,NA,NA,NA,4665,4665,1,63,6,1,NA
"2833",2724,"63",7,2,37,5,0,1,4,4,1,NA,NA,3992.57142857143,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834",2726,"63",6,2,19,2,0,1,4,1,6,10,NA,2214,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835",2726,"63",6,2,38,1,0,1,4,4,1,NA,NA,2214,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",2726,"63",6,2,17,2,0,1,4,4,1,NA,NA,2214,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",2726,"63",6,1,36,1,0,1,4,4,1,NA,NA,2214,4833,3,1,NA,178,4833,3900,1,1,56,2010,6,NA,NA,NA,NA,NA,NA,2250,2250,1,63,6,1,NA
"2838",2726,"63",6,2,18,2,0,1,4,4,1,NA,NA,2214,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839",2728,"63",5,2,26,NA,0,1,4,4,1,NA,NA,9134.4,4833,3,1,NA,178,4833,3900,1,1,56,2010,6,NA,NA,2,NA,NA,NA,1850,NA,1,63,6,1,NA
"2840",2728,"63",5,2,47,NA,0,1,4,4,1,NA,NA,9134.4,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",2728,"63",5,1,20,NA,0,1,4,1,6,10,NA,9134.4,4833,3,1,NA,178,4833,3900,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",2730,"63",9,1,27,NA,0,1,4,2,5,9,NA,2591.33333333333,4833,3,1,NA,178,4833,3900,1,1,56,2007,6,NA,NA,2,2007,2,6,1335,NA,1,63,6,1,NA
"2843",2730,"63",9,2,45,NA,0,1,4,4,1,NA,NA,2591.33333333333,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",2730,"63",9,2,31,NA,0,1,4,2,4,6,NA,2591.33333333333,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",2730,"63",9,1,49,NA,0,1,4,4,1,0,NA,2591.33333333333,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",2730,"63",9,2,30,NA,0,1,4,2,4,6,NA,2591.33333333333,4833,3,1,NA,178,4833,3900,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847",2730,"63",9,1,36,NA,0,1,4,2,1,NA,NA,2591.33333333333,4833,3,1,NA,178,4833,3900,1,1,56,2007,6,NA,NA,2,2007,2,6,1335,NA,1,63,6,1,NA
"2848",2732,"63",7,2,32,1,0,1,4,4,1,NA,NA,2557.85714285714,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",2732,"63",7,1,21,1,0,1,4,2,7,10,NA,2557.85714285714,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",2732,"63",7,1,35,1,0,1,4,2,1,NA,NA,2557.85714285714,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",2734,"63",6,1,20,2,0,1,4,4,4,9,NA,1734.16666666667,4833,3,1,NA,178,4833,3900,1,1,56,2010,6,NA,NA,2,NA,NA,NA,1525,NA,1,63,6,1,NA
"2852",2734,"63",6,2,56,1,0,1,4,4,1,NA,NA,1734.16666666667,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",2734,"63",6,2,39,2,0,1,4,4,1,NA,NA,1734.16666666667,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854",2734,"63",6,2,19,2,0,1,4,4,1,NA,NA,1734.16666666667,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",2736,"63",2,2,44,1,0,1,4,1,5,9,NA,8025.5,4833,3,1,NA,178,4833,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856",2736,"63",2,1,40,1,0,1,4,1,4,6,NA,8025.5,4833,3,1,NA,178,4833,3900,1,1,56,2010,6,1,2,NA,NA,NA,NA,1790,NA,1,63,6,1,NA
"2857",2738,"63",5,1,47,1,0,1,4,4,4,4,3.59999990463257,4291.8,3603,3,1,2065,178,3603,1100,1,4,70,1992,7,NA,NA,2,1992,2,7,10080,NA,3,63,6,1,NA
"2858",2738,"63",5,1,21,2,1,1,4,2,6,12,3.59999990463257,4291.8,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859",2738,"63",5,1,20,2,0,1,4,1,7,13,3.59999990463257,4291.8,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860",2738,"63",5,2,24,2,0,4,4,1,11,16,3.59999990463257,4291.8,3603,3,1,2065,178,3603,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861",2738,"63",5,2,44,1,0,1,4,4,NA,NA,3.59999990463257,4291.8,3603,3,1,2065,178,3603,1100,1,4,70,2007,7,NA,NA,2,2007,2,7,5100,NA,3,63,6,1,NA
"2862",2740,"63",8,2,32,1,0,1,4,4,1,NA,2.70000004768372,2792.375,3603,3,1,2065,178,3603,1100,1,NA,NA,2001,6,NA,NA,2,2001,2,6,7500,NA,3,63,1,1,NA
"2863",2740,"63",8,1,32,1,0,1,4,2,4,6,2.70000004768372,2792.375,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",2740,"63",8,1,29,1,0,1,4,3,4,4,2.70000004768372,2792.375,3603,3,1,2065,178,3603,1100,1,2,70,2001,6,NA,NA,2,2001,2,6,10445,NA,3,63,6,6,NA
"2865",2740,"63",8,2,33,1,0,1,4,4,1,NA,2.70000004768372,2792.375,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",2742,"63",8,2,44,1,0,1,4,4,1,NA,5.40000009536743,5316,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,3,2000,2,5,4810,NA,NA,NA,NA,NA,NA
"2867",2742,"63",8,2,17,2,NA,1,4,4,4,4,5.40000009536743,5316,3603,3,1,2065,178,3603,1100,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
