"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b2","Unemp","EmptType","b4_2","b5","b7","b10","b12","c11_1","c12","pa151"
"8328",122820,"guangxi",3,2,48,1,1,1,1,1982,0,0,38,1993,19,1,4,10,11,47266
"8329",122820,"guangxi",3,1,23,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,9,15,NA
"8330",122830,"guangxi",4,1,49,1,1,1,1,1987,0,0,40,2007,19,1,2,10,11,24800
"8331",122830,"guangxi",4,2,49,1,1,1,4,1990,0,0,35,2005,17,1,1,6,9,20000
"8332",122830,"guangxi",4,1,27,2,1,1,2,2005,0,0,40,2006,7,4,4,9,15,26900
"8333",122830,"guangxi",4,1,25,2,1,1,2,2007,0,0,50,2011,8,6,2,9,15,20400
"8334",122840,"guangxi",3,2,47,4,1,1,4,1986,0,0,40,1986,6,1,2,8,12,37376
"8336",122840,"guangxi",3,1,47,1,1,1,4,1985,0,0,0,1985,16,1,3,11,15,33731
"8337",122850,"guangxi",6,1,42,1,1,1,4,1995,0,0,45,2011,3,6,3,9,14,21250
"8338",122850,"guangxi",6,2,38,1,1,1,4,1994,0,0,45,2011,7,6,4,8,12,NA
"8343",122860,"guangxi",3,2,43,1,1,1,4,1990,0,0,35,2009,18,7,1,11,14,28456
"8344",122860,"guangxi",3,1,45,1,1,1,1,1986,0,0,35,1996,19,7,4,12,15,35311
"8346",122870,"guangxi",3,1,47,1,1,1,1,1987,0,0,40,2011,19,NA,1,11,15,36020
"8347",122870,"guangxi",3,2,46,1,1,1,1,1987,0,0,40,1998,16,NA,2,11,15,33223
"8349",122880,"guangxi",2,1,57,1,1,1,1,1925,0,0,35,1986,16,1,3,12,13,40000
"8350",122880,"guangxi",2,2,48,1,1,1,4,1980,0,0,50,1993,16,1,4,10,12,24710
"8351",122890,"guangxi",4,2,38,1,1,1,4,1989,0,0,45,1989,16,1,4,12,16,33423
"8352",122890,"guangxi",4,1,40,1,1,1,1,1992,0,0,45,1996,19,1,2,12,17,32028
"8355",122900,"guangxi",6,1,43,1,1,1,4,1991,0,0,35,2005,10,4,1,9,13,16664
"8356",122900,"guangxi",6,2,38,1,1,1,4,2000,1,NA,NA,NA,NA,NA,NA,6,11,NA
"8362",122910,"guangxi",4,1,50,1,0,1,4,1980,0,0,40,1980,12,5,4,6,9,8100
"8363",122910,"guangxi",4,2,46,1,1,1,4,1996,1,NA,NA,NA,NA,NA,NA,5,7,NA
"8365",122920,"guangxi",4,1,62,1,1,1,4,1980,0,1,70,2003,8,NA,NA,5,6,NA
"8366",122920,"guangxi",4,2,48,1,0,1,4,1992,0,1,48,2003,8,NA,NA,5,7,NA
"8367",122920,"guangxi",4,2,27,2,0,1,4,2007,0,0,48,2007,8,6,1,6,12,12000
"8369",122930,"guangxi",3,1,45,1,1,1,NA,1987,0,0,45,1987,19,1,2,9,15,24000
"8370",122930,"guangxi",3,2,45,1,1,1,NA,1990,0,0,48,2008,9,3,2,6,12,NA
"8372",122940,"guangxi",3,1,55,1,1,1,1,1976,0,0,40,1976,19,4,2,10,9,43269
"8374",122940,"guangxi",3,1,27,2,1,1,2,2005,0,0,40,2005,19,5,2,12,15,NA
"8375",122950,"guangxi",5,1,56,1,1,1,4,1977,0,0,40,1975,1,4,1,8,12,25200
"8377",122950,"guangxi",5,2,32,1,1,1,4,2003,0,0,48,2006,12,4,4,10,13,15600
"8378",122950,"guangxi",5,1,30,1,1,1,1,2005,0,0,60,2009,6,6,4,10,13,30000
"8380",122960,"guangxi",4,2,48,1,1,1,4,1979,0,1,80,2000,8,NA,NA,5,7,NA
"8381",122960,"guangxi",4,1,49,1,1,1,1,1994,0,0,40,1994,15,7,1,6,9,12000
"8382",122960,"guangxi",4,1,22,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,12,NA
"8383",122960,"guangxi",4,1,20,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,12,NA
"8384",122970,"guangxi",6,1,58,1,1,1,1,1975,0,1,45,1991,1,NA,NA,6,12,9000
"8385",122970,"guangxi",6,2,53,1,0,1,4,1977,0,1,45,1993,1,NA,NA,6,12,NA
"8386",122970,"guangxi",6,1,32,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,12,NA
"8387",122970,"guangxi",6,2,27,1,1,1,4,1999,0,0,56,2011,15,NA,NA,5,9,NA
"8388",122970,"guangxi",6,2,27,3,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,10,12,NA
"8390",122980,"guangxi",7,1,49,1,1,1,4,1988,0,0,48,1988,8,1,1,6,12,9000
"8391",122980,"guangxi",7,2,44,1,1,1,4,1989,0,0,48,1989,8,1,1,5,9,NA
"8392",122980,"guangxi",7,1,26,1,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,7,15,NA
"8393",122980,"guangxi",7,1,23,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,12,NA
"8394",122980,"guangxi",7,2,23,1,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,9,NA
"8397",122990,"guangxi",4,2,58,1,1,1,4,NA,0,0,40,1980,1,5,1,6,12,NA
"8398",122990,"guangxi",4,1,63,1,1,1,1,NA,0,0,40,1970,15,1,1,6,12,7400
"8400",122990,"guangxi",4,2,30,1,1,1,4,NA,0,0,40,1999,1,5,1,6,12,NA
"8401",123000,"guangxi",5,1,57,1,1,1,4,NA,0,1,45,NA,1,6,1,5,9,NA
"8403",123000,"guangxi",5,1,28,1,1,1,4,NA,0,1,45,NA,6,6,1,5,9,NA
"8404",123000,"guangxi",5,1,25,1,1,1,4,NA,0,1,45,NA,6,6,1,6,12,NA
"8406",123010,"guangxi",3,2,50,4,1,1,4,2006,0,1,40,2006,8,5,1,4,6,18000
"8407",123010,"guangxi",3,1,27,2,1,1,4,2005,0,1,40,2005,8,5,1,5,9,13200
"8408",123010,"guangxi",3,1,25,2,1,1,4,2007,0,1,40,2007,8,5,1,5,9,21600
"8409",123020,"guangxi",4,1,60,1,0,1,4,NA,0,0,70,1998,12,NA,NA,6,12,NA
"8410",123020,"guangxi",4,2,50,1,1,1,4,NA,0,0,70,1998,12,5,2,6,12,25000
"8411",123020,"guangxi",4,1,32,1,0,1,4,NA,0,0,50,1998,12,5,2,6,12,20000
"8414",123030,"guangxi",4,1,45,1,1,1,1,2002,0,0,56,2002,15,1,1,9,15,12000
"8415",123030,"guangxi",4,2,44,1,1,1,4,1989,0,0,56,1989,10,4,4,10,14,30000
"8417",123040,"guangxi",2,2,46,3,1,1,4,2006,0,0,21,2006,15,5,2,4,6,6000
"8418",123040,"guangxi",2,2,24,2,1,1,4,2009,0,0,25,2009,15,6,1,6,9,12000
"8419",123050,"guangxi",2,2,39,1,1,1,4,2002,0,0,35,2002,15,3,1,5,9,21600
"8420",123050,"guangxi",2,1,41,1,1,1,4,2004,0,0,35,2004,15,5,1,5,9,24000
"8421",123060,"guangxi",1,2,48,3,0,1,4,2008,0,0,49,2008,15,6,1,4,6,24000
"8422",123070,"guangxi",1,1,44,3,0,1,4,1991,0,0,40,2008,5,6,1,9,15,24000
"8423",123080,"guangxi",5,1,53,1,0,1,4,1975,0,1,35,2011,5,6,2,5,8,NA
"8424",123080,"guangxi",5,2,54,1,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,6,8,NA
"8425",123080,"guangxi",5,1,31,1,0,1,4,2001,0,1,35,2011,5,5,2,9,13,36000
"8426",123080,"guangxi",5,2,29,2,0,1,1,2002,0,0,30,2002,15,1,1,10,10,9600
"8427",123080,"guangxi",5,1,26,2,0,1,4,2004,0,1,35,2011,5,5,2,6,9,18000
"8428",123090,"guangxi",2,1,44,1,0,1,4,1999,0,0,30,1999,6,6,2,6,12,14400
"8429",123090,"guangxi",2,2,40,1,0,1,1,2002,0,0,30,2002,15,1,1,10,15,9600
"8430",123100,"guangxi",4,1,50,1,0,1,4,1985,0,0,35,2011,15,6,1,5,9,6000
"8432",123100,"guangxi",4,1,32,2,0,1,4,2000,0,0,35,2010,6,6,1,5,9,12000
"8433",123100,"guangxi",4,1,30,2,0,1,1,2004,0,0,30,2004,15,1,1,10,15,9600
"8434",123110,"guangxi",3,2,42,1,1,1,4,2000,0,1,70,2000,8,NA,NA,8,10,NA
"8435",123110,"guangxi",3,1,44,1,1,1,4,1989,0,0,50,1989,13,5,4,9,11,31000
"8437",123120,"guangxi",6,2,50,1,1,1,4,1995,0,1,NA,1995,8,NA,NA,2,NA,NA
"8438",123120,"guangxi",6,1,54,1,1,1,4,1978,0,1,NA,1994,8,NA,NA,6,12,NA
"8439",123120,"guangxi",6,1,27,1,1,1,4,2004,0,0,40,2007,19,3,3,6,12,20000
"8440",123120,"guangxi",6,1,24,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,9,NA
"8443",123130,"guangxi",5,2,50,1,1,1,4,1992,0,0,40,1992,6,3,5,6,12,24000
"8445",123130,"guangxi",5,1,27,1,1,1,4,2009,0,1,40,2009,7,NA,NA,9,15,NA
"8446",123130,"guangxi",5,2,27,1,0,2,4,2009,0,1,40,2009,7,NA,NA,11,16,NA
"8448",123140,"guangxi",3,1,58,1,1,1,1,2004,0,0,40,2005,15,7,1,9,15,33600
"8449",123140,"guangxi",3,2,52,1,1,1,4,1998,0,1,48,1998,1,NA,NA,8,10,0
"8451",123150,"guangxi",3,1,44,1,1,1,1,NA,0,0,40,1996,15,5,3,12,16,12000
"8452",123150,"guangxi",3,2,44,1,1,1,1,NA,0,0,40,2002,15,5,1,10,15,12000
"8454",123160,"guangxi",3,1,39,1,0,1,4,1992,0,0,40,1991,16,NA,3,9,12,30000
"8455",123160,"guangxi",3,2,41,1,1,1,4,1991,0,0,40,1991,16,NA,3,9,12,7680
"8457",123170,"guangxi",3,1,38,1,1,1,1,1991,0,0,40,1991,15,7,1,9,15,38400
"8458",123170,"guangxi",3,2,34,1,1,1,4,1995,0,1,48,1995,1,7,1,8,10,0
"8460",123180,"guangxi",3,2,29,1,1,1,1,2004,0,0,40,2004,15,NA,1,10,15,9600
"8461",123180,"guangxi",3,2,32,1,1,1,1,2002,0,0,40,2002,15,NA,1,12,16,0
"8463",123190,"guangxi",3,1,46,1,1,1,1,1987,0,0,35,1987,19,1,3,10,11,NA
"8466",123200,"guangxi",4,1,58,1,1,1,4,1986,0,1,63,1986,15,4,1,4,5,NA
"8467",123200,"guangxi",4,2,55,1,0,1,4,1986,0,1,42,1986,15,4,1,4,5,NA
"8468",123200,"guangxi",4,1,33,1,1,1,4,NA,1,NA,0,NA,NA,NA,NA,5,9,NA
"8470",123210,"guangxi",3,1,41,1,0,NA,4,2001,0,1,84,2001,8,NA,NA,8,13,NA
"8471",123210,"guangxi",3,2,37,1,1,NA,4,2001,0,1,70,2001,8,NA,NA,8,12,NA
"8473",123220,"guangxi",3,1,45,1,1,1,1,1990,0,0,40,1990,12,1,3,10,13,NA
"8474",123220,"guangxi",3,2,43,1,1,1,1,1993,0,0,35,1993,15,1,1,10,11,NA
"8478",123230,"guangxi",5,1,36,1,1,1,4,1995,0,0,56,1995,6,7,7,8,11,NA
"8479",123230,"guangxi",5,2,35,1,0,1,1,2000,0,0,35,2000,15,1,1,10,14,NA
"8483",123250,"guangxi",4,2,49,1,1,1,4,2002,0,1,56,2002,15,NA,NA,5,7,NA
"8484",123250,"guangxi",4,1,48,1,1,1,1,1992,0,0,35,1992,19,1,1,10,11,NA
"8485",123250,"guangxi",4,1,26,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,8,11,NA
"8486",123250,"guangxi",4,2,24,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,9,12,NA
"8487",123260,"guangxi",4,1,53,1,1,1,4,1997,0,1,56,1997,8,NA,NA,6,9,NA
"8488",123260,"guangxi",4,2,54,1,0,1,4,1997,0,1,56,1997,8,NA,NA,6,9,NA
"8489",123260,"guangxi",4,1,26,2,0,1,4,NA,1,NA,0,NA,NA,NA,NA,5,9,NA
"8490",123260,"guangxi",4,2,23,2,0,1,4,NA,1,NA,0,NA,NA,NA,NA,5,9,NA
"8491",123270,"guangxi",4,1,47,1,0,1,4,1984,0,0,40,NA,9,NA,NA,5,15,NA
"8492",123270,"guangxi",4,2,47,1,1,1,4,1984,0,0,40,NA,9,NA,NA,5,15,NA
"8493",123270,"guangxi",4,2,25,2,0,1,4,2007,0,0,48,NA,15,6,1,5,15,NA
"8495",123280,"guangxi",4,1,53,1,1,1,1,1977,0,0,50,1977,16,1,4,12,14,31200
"8503",123300,"guangxi",8,1,39,1,0,1,1,1999,0,0,8,1999,1,4,3,6,11,20400
"8504",123300,"guangxi",8,2,33,1,0,1,4,2000,0,0,8,2000,1,4,3,8,11,20400
"8505",123300,"guangxi",8,1,32,1,0,1,4,2004,0,0,8,2004,6,5,1,8,11,24000
"8509",123310,"guangxi",5,1,57,1,0,1,1,1976,0,0,48,2002,15,NA,1,6,11,10800
"8512",123310,"guangxi",5,1,27,2,0,1,1,2006,0,0,48,2000,5,NA,4,9,15,24000
"8515",123320,"guangxi",6,2,63,1,1,1,1,1980,0,0,41,1980,19,4,1,5,9,NA
"8517",123320,"guangxi",6,1,33,1,1,1,1,1999,0,0,41,1999,19,4,3,9,15,32400
"8522",123330,"guangxi",7,1,43,1,1,1,1,1992,0,0,56,1998,7,2,4,9,15,20400
"8523",123330,"guangxi",7,2,35,2,1,1,3,2008,0,0,40,2008,19,4,5,9,15,27600
"8528",123340,"guangxi",6,1,76,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,6,NA
"8529",123340,"guangxi",6,1,39,1,1,1,1,2002,0,0,35,2002,8,NA,1,9,15,NA
"8530",123340,"guangxi",6,2,38,1,1,1,4,1997,0,1,70,1997,8,NA,1,5,9,NA
"8533",123350,"guangxi",4,1,62,1,1,1,4,1969,0,0,40,NA,19,5,1,5,9,NA
"8534",123350,"guangxi",4,2,55,1,1,1,4,1976,0,0,48,NA,19,5,1,4,6,NA
"8535",123350,"guangxi",4,1,30,2,1,1,4,2001,0,0,40,NA,13,6,2,5,9,NA
"8536",123350,"guangxi",4,1,25,2,1,1,4,2006,0,NA,NA,NA,NA,NA,NA,5,9,NA
"8537",123360,"guangxi",3,2,64,1,1,1,4,1968,0,1,40,1968,15,5,1,5,9,NA
"8539",123360,"guangxi",3,1,40,2,1,1,4,2003,0,0,48,2005,19,5,1,5,9,NA
"8540",123370,"guangxi",7,1,56,1,1,1,4,NA,0,1,40,1987,8,NA,NA,6,11,NA
"8541",123370,"guangxi",7,2,48,1,1,1,4,NA,0,1,48,1983,8,NA,NA,5,8,NA
"8542",123370,"guangxi",7,1,26,1,1,1,4,NA,0,1,48,2006,8,NA,NA,8,11,NA
"8544",123370,"guangxi",7,2,26,1,1,1,4,NA,0,0,40,2006,16,1,2,6,11,NA
"8547",123380,"guangxi",4,1,40,1,1,2,4,1994,0,1,70,1994,3,NA,NA,5,11,NA
"8548",123380,"guangxi",4,2,40,1,1,2,4,1994,0,1,70,1994,3,NA,NA,5,11,NA
"8553",123400,"guangxi",2,2,45,3,1,1,4,1995,0,0,40,1995,1,NA,3,8,13,23220
"8555",123410,"guangxi",2,2,49,3,0,1,4,1980,0,0,63,1993,12,1,3,6,11,9360
"8565",123430,"guangxi",5,2,30,1,1,1,4,2007,0,0,56,2007,8,6,2,5,8,NA
"8569",123440,"guangxi",7,1,43,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,8,NA
"8570",123440,"guangxi",7,2,41,1,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,8,NA
"8574",123450,"guangxi",2,2,62,4,1,1,1,1998,0,1,70,1998,8,NA,NA,6,11,13200
"8576",123460,"guangxi",4,2,40,1,1,1,4,1990,0,1,40,1990,6,NA,NA,6,11,NA
"8577",123460,"guangxi",4,1,45,1,1,1,4,1988,0,1,40,1988,6,NA,NA,8,11,NA
"8584",123480,"guangxi",4,2,34,1,1,1,4,2000,0,0,40,2000,6,5,2,11,15,NA
"8585",123480,"guangxi",4,1,29,1,1,1,4,2006,0,0,40,2006,10,5,2,11,15,NA
"8586",123490,"guangxi",4,1,39,1,1,1,4,1995,0,0,70,1995,6,6,1,9,11,NA
"8592",123510,"guangxi",3,1,57,1,1,1,1,1977,0,0,40,1977,15,1,1,6,10,18000
"8593",123510,"guangxi",3,2,49,1,1,1,4,1984,0,0,60,2010,9,6,1,6,9,15000
"8594",123510,"guangxi",3,2,30,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,8,12,NA
"8595",123520,"guangxi",2,2,49,4,1,1,4,1980,0,1,63,1998,8,NA,NA,6,12,NA
"8597",123530,"guangxi",3,1,47,1,1,1,4,1995,0,1,60,2001,15,NA,NA,6,9,NA
"8598",123530,"guangxi",3,2,38,1,1,1,4,1994,0,1,60,2001,15,NA,NA,6,9,NA
"8600",123540,"guangxi",5,2,59,4,1,1,4,1972,0,1,70,2000,8,NA,NA,4,5,NA
"8601",123540,"guangxi",5,1,33,1,1,1,4,2004,0,0,70,2004,8,6,1,6,11,15000
"8602",123540,"guangxi",5,2,24,2,1,1,4,2004,0,0,70,2004,8,6,1,6,11,24000
"8604",123540,"guangxi",5,2,32,1,1,1,4,2004,0,0,70,2004,8,6,1,5,8,22000
"8610",123570,"guangxi",2,1,43,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,4,6,NA
"8613",123580,"guangxi",3,1,32,2,1,1,4,2000,0,0,54,2010,3,3,3,6,11,19200
"8614",123590,"guangxi",4,1,47,1,1,1,1,1986,0,0,68,1986,15,1,1,10,NA,23000
"8615",123590,"guangxi",4,2,47,1,1,1,4,1987,0,0,65,1987,1,3,1,5,NA,NA
"8616",123590,"guangxi",4,2,23,2,1,1,2,2008,0,0,40,2008,17,3,5,7,NA,22000
"8623",123620,"guangxi",2,2,30,1,1,1,1,2003,0,0,40,2003,13,4,7,12,14,36000
"8625",123630,"guangxi",2,1,54,1,1,1,4,1980,0,0,45,1980,8,6,1,5,8,16000
"8626",123640,"guangxi",2,1,53,2,1,1,1,1980,0,0,40,1980,19,1,2,11,14,36000
"8629",123650,"guangxi",2,2,61,1,1,1,4,1990,0,1,40,1990,8,NA,NA,4,5,NA
"8631",123670,"guangxi",3,2,53,1,1,1,1,1976,0,0,40,1986,15,1,1,8,11,12000
"8632",123670,"guangxi",3,1,59,1,1,1,1,1974,0,0,40,1974,19,1,3,9,14,37920
"8633",123670,"guangxi",3,2,30,1,1,1,4,2002,0,0,40,2002,19,1,3,11,15,30720
"8636",123690,"guangxi",3,1,31,1,1,1,1,1999,0,0,40,1998,15,1,2,8,12,25200
"8637",123690,"guangxi",3,2,32,1,1,1,4,2001,0,0,40,2001,16,1,2,9,14,29400
"8639",123700,"guangxi",3,1,40,1,1,1,4,1995,0,0,56,1995,6,3,1,8,12,18000
"8640",123700,"guangxi",3,2,38,1,1,1,4,1995,0,0,56,1998,9,3,2,8,12,15000
"8642",123710,"guangxi",3,1,34,1,1,1,1,1998,0,0,40,1998,15,1,2,8,12,22200
"8643",123710,"guangxi",3,2,32,1,1,1,4,2000,0,0,40,2000,16,1,2,9,14,29400
"8645",123720,"guangxi",2,1,58,1,1,1,1,1974,0,0,40,1974,19,1,2,8,12,49704
"8647",123730,"guangxi",3,2,34,1,1,1,4,1999,0,0,40,1999,18,3,4,8,9,25100
"8648",123730,"guangxi",3,1,36,1,1,1,4,1996,0,0,40,1996,14,6,2,10,12,30000
"8650",123740,"guangxi",3,1,42,1,1,1,4,1990,0,0,40,1990,5,6,2,5,9,26400
"8651",123740,"guangxi",3,2,40,1,1,1,4,1990,0,0,40,1990,5,6,2,5,9,28800
"8653",123750,"guangxi",4,2,50,1,1,1,4,1976,0,1,70,1976,8,NA,NA,6,11,NA
"8654",123750,"guangxi",4,1,55,1,1,1,4,1974,0,1,70,1974,8,NA,NA,6,11,NA
"8655",123750,"guangxi",4,1,30,1,1,1,4,2002,0,1,70,2002,8,NA,NA,6,12,NA
"8656",123750,"guangxi",4,2,26,1,1,1,4,2001,0,1,70,2001,8,NA,NA,8,12,NA
"8657",123760,"guangxi",3,1,32,1,1,1,4,2001,0,0,56,2001,3,2,3,7,12,36000
"8658",123760,"guangxi",3,2,32,1,1,1,4,2000,0,0,56,2000,3,2,3,12,14,24000
"8660",123770,"guangxi",3,2,30,1,1,1,4,1998,0,1,40,1998,8,NA,NA,8,12,NA
"8661",123770,"guangxi",3,1,35,1,1,1,4,1995,0,1,40,1998,8,NA,NA,6,12,NA
"8663",123780,"guangxi",3,1,32,1,1,1,4,2000,0,0,74,2000,9,6,1,8,12,30000
"8666",123790,"guangxi",3,2,34,2,1,1,1,1998,0,0,40,1998,15,1,3,8,12,31200
"8670",123800,"guangxi",3,1,43,1,1,1,4,1977,0,0,40,1977,12,1,2,5,7,24000
"8671",123800,"guangxi",3,1,24,2,1,1,4,2011,0,0,40,2011,16,1,2,9,14,10800
"8672",123810,"guangxi",2,1,52,1,1,1,1,1981,0,0,40,1981,19,1,1,10,11,42000
"8674",123820,"guangxi",3,2,36,1,1,1,1,1996,0,0,40,2005,19,4,1,12,10,31200
"8675",123820,"guangxi",3,1,38,1,1,1,2,1994,0,1,56,1994,8,NA,NA,10,10,24000
"8677",123830,"guangxi",2,2,36,1,NA,1,4,1999,0,1,56,1999,9,4,NA,6,12,15600
"8678",123830,"guangxi",2,1,32,1,NA,1,4,2005,0,0,63,2005,6,1,NA,6,12,18000
"8681",123850,"guangxi",2,2,46,4,1,1,4,1985,0,0,40,1985,15,5,2,8,14,31200
"8682",123850,"guangxi",2,1,22,2,1,1,2,2011,0,1,48,2011,7,3,2,9,15,18000
"8685",123860,"guangxi",3,1,32,1,1,1,4,1999,0,0,49,1999,4,1,1,11,15,18000
"8687",123870,"guangxi",4,1,59,1,1,1,4,1977,0,0,40,1977,15,1,1,5,8,11400
"8689",123870,"guangxi",4,2,24,2,1,1,4,2008,0,0,40,2008,17,4,6,11,14,NA
"8690",123880,"guangxi",3,1,53,1,1,1,4,1977,0,0,50,1997,15,1,2,6,11,19200
"8694",123890,"guangxi",3,1,55,1,1,1,1,1980,0,0,49,1980,15,1,1,6,11,8000
"8695",123890,"guangxi",3,2,25,2,1,1,4,2008,0,0,40,2008,8,3,2,12,14,12000
"8699",123910,"guangxi",2,1,35,1,1,NA,1,1995,0,0,40,1995,19,4,2,12,11,16800
"8703",123930,"guangxi",3,1,59,1,1,NA,1,1972,0,0,45,1972,3,1,2,6,11,36000
"8704",123930,"guangxi",3,2,31,2,1,NA,4,2000,0,0,50,2000,7,3,3,8,13,12000
"8707",123940,"guangxi",3,1,27,2,1,1,4,2008,0,0,50,2008,10,4,3,12,15,36000
"8710",123950,"guangxi",5,1,43,1,1,1,4,1996,0,0,50,1996,8,1,2,5,8,18000
"8711",123950,"guangxi",5,2,42,1,1,1,4,2000,0,1,56,2000,8,NA,NA,6,11,NA
"8717",123970,"guangxi",4,2,44,3,1,1,4,1990,0,0,40,2002,1,1,2,8,11,9600
"8719",123980,"guangxi",3,2,23,2,1,1,1,2010,0,0,40,2010,15,4,3,11,16,30000
"8721",123980,"guangxi",3,1,49,1,1,1,4,1982,0,0,50,1982,1,5,1,6,9,10000
"8724",123990,"guangxi",4,2,31,2,1,1,2,2004,0,0,50,2004,15,2,1,9,14,9600
"8726",124000,"guangxi",3,2,35,1,1,1,1,1999,0,0,40,1999,19,1,3,12,16,23160
"8727",124000,"guangxi",3,1,37,1,1,2,1,1999,0,0,45,1999,17,2,5,12,18,33600
"8729",124010,"guangxi",3,1,58,1,1,1,1,1973,0,0,40,1990,15,1,1,6,11,11500
"8731",124010,"guangxi",3,1,28,2,1,1,4,2009,0,0,40,2009,18,6,1,5,9,30000
"8734",124020,"guangxi",5,1,29,1,1,1,1,1999,0,0,48,2009,15,5,1,9,15,31680
"8735",124020,"guangxi",5,2,30,1,1,1,4,1999,0,0,48,2008,15,5,1,8,12,23200
"8738",124030,"guangxi",4,2,70,1,1,1,4,1953,0,0,70,1964,1,7,1,4,2,NA
"8740",124030,"guangxi",4,1,60,2,1,1,4,1964,0,0,36,1972,1,7,1,1,NA,NA
"8742",124040,"guangxi",4,1,34,1,1,1,4,2000,0,0,40,2000,18,4,3,11,13,21600
"8743",124040,"guangxi",4,2,28,1,1,1,4,2002,0,0,40,2002,3,3,2,5,9,20400
"8745",124050,"guangxi",6,1,59,1,1,1,4,1976,0,1,70,1981,8,7,1,5,8,NA
"8747",124050,"guangxi",6,1,26,1,1,1,4,2006,0,0,70,2006,15,6,1,8,11,20000
"8748",124050,"guangxi",6,2,24,1,1,1,4,2008,0,0,56,2008,15,6,1,8,11,NA
"8751",124060,"guangxi",3,1,48,1,1,1,1,1982,0,0,30,2008,15,1,1,5,9,7320
"8752",124060,"guangxi",3,2,48,1,1,1,1,1985,0,0,40,1985,15,4,7,10,12,38400
"8753",124060,"guangxi",3,1,27,2,1,1,4,NA,0,NA,NA,NA,NA,NA,NA,6,12,NA
"8754",124070,"guangxi",4,1,41,1,1,1,4,1990,0,1,56,1990,8,7,1,6,11,NA
"8755",124070,"guangxi",4,2,34,1,1,1,1,1998,0,0,40,1998,19,1,3,12,14,24000
"8760",124080,"guangxi",3,1,37,2,1,1,1,1990,0,0,50,1990,13,1,3,6,12,24000
"8761",124090,"guangxi",4,1,47,1,1,1,4,1985,0,1,70,1985,6,7,1,6,NA,50000
"8765",124100,"guangxi",4,1,45,1,1,1,4,1986,0,0,60,2005,1,6,2,5,NA,NA
"8766",124100,"guangxi",4,2,45,1,1,1,4,1987,0,0,58,2007,1,6,2,5,NA,NA
"8769",124110,"guangxi",3,1,48,1,1,1,4,1988,0,0,58,2008,2,6,2,5,NA,NA
"8770",124110,"guangxi",3,2,45,1,1,1,4,1989,0,0,55,2009,17,6,1,5,NA,NA
"8773",124120,"guangxi",3,1,53,1,1,1,4,1986,0,0,50,1986,6,NA,7,6,NA,32000
"8777",124130,"guangxi",3,1,24,2,1,1,4,2010,0,0,60,2010,6,6,1,6,12,NA
"8778",124140,"guangxi",4,1,46,1,1,1,4,1992,0,1,50,1992,8,NA,NA,6,NA,NA
"8779",124140,"guangxi",4,2,45,1,1,1,4,1992,0,1,40,1992,8,NA,NA,5,NA,NA
"8783",124150,"guangxi",4,1,53,1,1,1,1,1978,0,0,40,1998,15,1,1,10,11,28800
"8785",124150,"guangxi",4,2,30,1,1,1,1,2002,0,0,40,2003,16,1,3,9,13,21000
"8788",124160,"guangxi",5,1,49,1,1,1,4,1991,0,0,50,1991,6,1,4,6,NA,24000
"8789",124160,"guangxi",5,2,46,1,1,1,4,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA
"8793",124170,"guangxi",3,1,31,2,1,1,4,2006,0,0,56,2006,5,6,4,6,11,20000
"8794",124180,"guangxi",3,1,58,1,1,1,4,1973,0,1,45,1998,8,6,NA,6,12,NA
"8795",124180,"guangxi",3,2,43,1,1,1,4,1990,0,0,43,2008,19,1,2,10,12,30000
"8797",124190,"guangxi",4,1,45,1,1,1,4,1992,0,1,55,1992,15,6,1,5,9,NA
"8798",124190,"guangxi",4,2,35,1,1,1,4,1996,0,1,55,1996,15,6,1,5,9,NA
"8801",124200,"guangxi",3,1,49,1,1,1,1,1984,0,0,40,12,19,1,2,6,11,32000
"8802",124200,"guangxi",3,2,49,1,1,1,1,1983,0,0,45,28,4,1,5,10,12,35000
"8806",124220,"guangxi",3,2,33,1,1,1,1,1997,0,0,40,1999,15,1,1,10,NA,7820
"8807",124220,"guangxi",3,1,37,1,1,1,4,1995,0,0,40,2005,9,6,1,5,NA,18000
"8809",124230,"guangxi",3,1,39,1,NA,1,4,1994,0,0,40,1994,16,4,4,8,12,30000
